49, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1894,45, Cuba, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2016,30, Vietnam, >50K
26, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, >50K
34, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, Laos, <=50K
47, Private, 9th, Divorced, Transport-moving, Unmarried, Other, Female,0,0,30, Columbia, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,35, South, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,65, India, <=50K
35, Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Ecuador, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, India, <=50K
33, Private, Masters, Divorced, Other-service, Unmarried, Other, Female,0,0,25, Greece, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
27, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Thailand, <=50K
55, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,60, South, >50K
29, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
37, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, Puerto-Rico, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Hong, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,1902,50, Hong, >50K
60, Private, HS-grad, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Philippines, >50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,24, Honduras, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,29, Mexico, <=50K
71, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Thailand, <=50K
46, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,9, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,2134,40, France, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1978,40, Trinadad&Tobago, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,1278,0,15, Peru, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,5, Ireland, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, Germany, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Hong, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Own-child, Other, Female,0,0,80, Germany, <=50K
53, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
45, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Guatemala, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Portugal, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,7687,0,40, Iran, >50K
70, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Vietnam, <=50K
31, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,60, Taiwan, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
33, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Portugal, <=50K
45, Private, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Female,0,0,50, Cuba, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, India, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Laos, <=50K
43, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, Philippines, <=50K
67, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,2572,0,80, Taiwan, >50K
35, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Laos, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, England, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,54, Mexico, >50K
20, Private, Some-college, Never-married, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,9, Portugal, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
31, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,15, Cuba, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
49, Self-emp-not-inc, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,60, England, <=50K
51, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,4, Peru, <=50K
34, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Scotland, <=50K
24, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
25, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
27, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Nicaragua, >50K
35, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, India, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,20, Portugal, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Dominican-Republic, >50K
44, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,35, France, <=50K
77, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,20, Laos, <=50K
26, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,30, Hungary, <=50K
31, Private, Masters, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, Canada, <=50K
61, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,7, Greece, >50K
65, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Poland, <=50K
41, Private, Masters, Divorced, Protective-serv, Not-in-family, White, Female,0,0,45, Iran, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,16, South, >50K
43, State-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, China, <=50K
50, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,30, Mexico, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
58, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Ireland, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, China, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,24, Philippines, <=50K
25, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, Thailand, >50K
45, Federal-gov, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,10708,0,50, Philippines, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
56, Self-emp-not-inc, 5th-6th, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, England, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,50, Greece, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Scotland, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, Mexico, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Dominican-Republic, >50K
64, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,15, Ecuador, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, >50K
24, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,54, Nicaragua, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,24, Columbia, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,20, Cambodia, <=50K
27, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,36, India, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, France, <=50K
21, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, Private, Some-college, Widowed, Sales, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Italy, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Other-relative, Other, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Iran, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
46, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
25, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Mexico, <=50K
35, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,30, China, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,7, United-States, <=50K
63, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, Dominican-Republic, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3318,0,25, Dominican-Republic, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,72, Cuba, <=50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Italy, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,24, El-Salvador, <=50K
46, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,30, Guatemala, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Hong, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,20, United-States, <=50K
58, Federal-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Vietnam, <=50K
46, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, <=50K
29, Private, Bachelors, Never-married, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,1966,0,40, Scotland, <=50K
25, Private, Prof-school, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Jamaica, <=50K
46, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,34, Taiwan, >50K
22, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, >50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Scotland, <=50K
47, Federal-gov, Doctorate, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,53782,0,60, Trinadad&Tobago, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
20, Local-gov, Bachelors, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Hungary, <=50K
51, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, India, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, Philippines, <=50K
47, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, India, <=50K
36, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Philippines, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3121,0,35, Dominican-Republic, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,80, Mexico, >50K
21, Private, 9th, Never-married, Other-service, Not-in-family, Black, Female,0,0,8, Honduras, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,3410,0,40, Canada, <=50K
55, Private, Assoc-voc, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
30, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,44, Poland, <=50K
50, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, China, >50K
41, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, Italy, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,1723,40, South, <=50K
70, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,30, India, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Wife, Other, Female,0,1866,40, Ecuador, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Japan, >50K
34, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, Canada, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,2052,0,40, Laos, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
28, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,53, France, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, Greece, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Greece, <=50K
28, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
19, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,10, Trinadad&Tobago, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Vietnam, <=50K
33, Private, 9th, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,30, Japan, >50K
29, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, Japan, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Germany, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Japan, <=50K
34, Federal-gov, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,50, Taiwan, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,24, Ecuador, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,5, Jamaica, <=50K
34, Local-gov, Some-college, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, Hungary, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,41, Nicaragua, <=50K
68, Private, Masters, Never-married, Craft-repair, Husband, Other, Male,0,0,20, Nicaragua, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,45, Hungary, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Ecuador, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, South, >50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Poland, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,8, Columbia, <=50K
74, Without-pay, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, El-Salvador, >50K
59, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, South, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Hungary, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
30, Federal-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Female,4631,0,45, Honduras, >50K
49, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,35, Cuba, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,2561,0,40, Columbia, >50K
34, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,5252,0,51, Haiti, <=50K
57, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, Honduras, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,20, Thailand, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, Hong, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1702,40, Thailand, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,24, Iran, <=50K
41, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,50, Honduras, <=50K
43, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, Vietnam, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,45, Mexico, <=50K
35, Private, HS-grad, Separated, Protective-serv, Husband, White, Male,0,0,40, Italy, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Portugal, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Laos, >50K
