45, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,50, Hong, >50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, Greece, <=50K
38, Private, Some-college, Never-married, Sales, Wife, White, Female,13583,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
23, Private, 9th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Prof-school, Never-married, Prof-specialty, Wife, White, Female,14433,0,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 11th, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,7, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,15024,0,29, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,8, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Germany, <=50K
34, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Portugal, <=50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
28, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,3103,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1979,54, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Never-married, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
19, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,30, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
43, Local-gov, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, Japan, <=50K
47, Self-emp-not-inc, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
56, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Masters, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, 7th-8th, Divorced, Sales, Unmarried, Black, Female,2475,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,3562,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1891,45, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
30, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Male,7298,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Divorced, Tech-support, Unmarried, Other, Male,0,0,35, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Transport-moving, Husband, White, Male,0,0,80, United-States, >50K
52, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, India, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,1750,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,36, United-States, >50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,64, United-States, >50K
25, Self-emp-not-inc, 10th, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
45, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
55, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
19, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
19, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Mexico, <=50K
41, Self-emp-not-inc, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,8, Mexico, <=50K
27, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
64, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1887,40, United-States, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
23, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, Germany, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Poland, >50K
46, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,1605,36, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
45, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,40, Hungary, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Portugal, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1904,60, United-States, >50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
22, Private, 5th-6th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,15024,0,30, United-States, >50K
43, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, South, <=50K
24, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,37, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, South, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,7687,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Wife, Asian-Pac-Islander, Female,0,1960,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, India, <=50K
25, Private, 11th, Never-married, Tech-support, Not-in-family, Black, Female,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
41, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
40, Self-emp-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,46, United-States, <=50K
50, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Wife, White, Male,4991,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, India, <=50K
49, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, India, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
41, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Prof-school, Never-married, Other-service, Not-in-family, White, Female,0,0,10, Peru, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
45, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,40, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Male,15024,0,45, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
51, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,99, United-States, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, United-States, >50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,50, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4715,0,79, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Female,2122,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
35, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
65, Private, 7th-8th, Separated, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, 11th, Never-married, Prof-specialty, Not-in-family, Other, Male,5178,0,40, United-States, >50K
21, Private, Some-college, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, El-Salvador, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
26, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
55, Federal-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,36, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, Ireland, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
50, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,0,1485,36, United-States, <=50K
47, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Other-relative, White, Male,0,0,54, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Philippines, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,99999,0,40, Vietnam, >50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,5178,0,60, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
18, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,12, United-States, <=50K
54, Private, HS-grad, Married-spouse-absent, Other-service, Wife, White, Female,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Poland, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, United-States, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5122,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Ireland, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,14720,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,99999,0,43, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
42, Private, 5th-6th, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,60, United-States, <=50K
