48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,48, Cuba, >50K
43, Private, Masters, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, Jamaica, <=50K
43, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1976,40, Canada, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,1902,40, Guatemala, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,20, Ireland, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,1977,45, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,61, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1738,97, South, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
39, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Columbia, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Portugal, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Jamaica, <=50K
30, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,54, China, <=50K
35, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,42, Taiwan, >50K
64, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, Philippines, >50K
64, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, >50K
53, Self-emp-not-inc, Bachelors, Divorced, Tech-support, Unmarried, Black, Male,15024,0,40, Poland, >50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, Ireland, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Haiti, <=50K
22, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,47, Ireland, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,6, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, >50K
66, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,4810,0,40, Hungary, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6800,0,40, Peru, >50K
51, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Female,7634,0,40, Iran, >50K
30, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, France, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, <=50K
24, Local-gov, Assoc-voc, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Germany, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Taiwan, >50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
66, Private, HS-grad, Widowed, Priv-house-serv, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hungary, <=50K
18, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, France, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Puerto-Rico, <=50K
59, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, Vietnam, <=50K
25, Self-emp-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
22, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, China, >50K
37, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Haiti, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, >50K
63, Local-gov, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,1887,35, Peru, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,37, Peru, <=50K
61, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,7504,0,45, Italy, >50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Taiwan, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
34, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,7687,0,40, El-Salvador, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Hong, >50K
75, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Germany, <=50K
49, Self-emp-inc, Bachelors, Never-married, Transport-moving, Husband, Black, Male,0,0,50, Scotland, <=50K
64, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,1902,40, Cuba, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, France, >50K
44, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,1993,52, England, <=50K
42, State-gov, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Japan, >50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, France, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,75, Trinadad&Tobago, >50K
25, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,30, Guatemala, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, Hong, <=50K
38, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,40, El-Salvador, >50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Laos, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Hungary, <=50K
56, Self-emp-not-inc, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Mexico, >50K
53, Self-emp-not-inc, 9th, Never-married, Sales, Not-in-family, Other, Female,0,0,33, El-Salvador, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
26, Self-emp-inc, 10th, Never-married, Other-service, Husband, White, Female,0,1873,50, Outlying-US(Guam-USVI-etc), >50K
62, Private, Prof-school, Widowed, Transport-moving, Unmarried, White, Female,13337,0,20, Haiti, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
39, Private, 9th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Honduras, >50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Vietnam, <=50K
56, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, Greece, <=50K
59, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Female,5178,0,40, United-States, >50K
49, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic, >50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, South, <=50K
39, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
36, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
19, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
64, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,10, El-Salvador, <=50K
36, Private, HS-grad, Never-married, Sales, Other-relative, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Divorced, Adm-clerical, Husband, Other, Female,0,0,40, Canada, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, England, <=50K
28, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, Other, Male,0,0,50, England, <=50K
41, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,15, Canada, <=50K
68, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, Italy, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Male,0,0,40, Scotland, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Ecuador, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, Honduras, >50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,1902,40, Hong, >50K
27, State-gov, Masters, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, France, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Portugal, <=50K
24, Private, 10th, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Peru, <=50K
23, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
49, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,30, Guatemala, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, Scotland, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,15, Guatemala, >50K
44, Local-gov, Prof-school, Widowed, Tech-support, Husband, White, Male,0,1977,40, Cuba, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7298,0,60, Japan, <=50K
41, Private, Some-college, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
22, Local-gov, Some-college, Never-married, Other-service, Wife, Black, Female,0,0,25, Taiwan, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,44, Philippines, <=50K
18, Private, Assoc-acdm, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,20, Cambodia, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
59, Self-emp-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Nicaragua, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, Nicaragua, <=50K
42, Local-gov, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,1978,50, Ireland, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,42, India, >50K
50, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,62, Nicaragua, >50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, France, <=50K
32, Private, Some-college, Divorced, Other-service, Husband, White, Female,0,0,40, Taiwan, <=50K
34, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Columbia, <=50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Iran, <=50K
27, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,40, Haiti, <=50K
32, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Taiwan, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, China, <=50K
54, Private, 7th-8th, Divorced, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Ireland, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Columbia, <=50K
18, Local-gov, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,38, Taiwan, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Hong, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Unmarried, Black, Male,0,0,30, Scotland, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,5178,0,40, Greece, >50K
23, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Japan, <=50K
28, Private, Some-college, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,2, Nicaragua, <=50K
33, Private, Masters, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, Poland, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,45, Laos, <=50K
21, Private, 11th, Never-married, Other-service, Husband, White, Female,0,0,20, Yugoslavia, <=50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Laos, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Vietnam, >50K
26, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, Yugoslavia, >50K
60, Self-emp-inc, 5th-6th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,50, South, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
54, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,50, Hungary, <=50K
47, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, South, >50K
40, Private, Some-college, Widowed, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,45, Puerto-Rico, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, Italy, <=50K
21, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,4836,0,30, Cuba, <=50K
51, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Laos, >50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Hong, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, France, <=50K
44, Private, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Germany, >50K
44, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, Vietnam, >50K
40, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1902,50, Poland, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
25, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,38, Ecuador, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
37, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,45, England, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,50, India, >50K
52, Federal-gov, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, <=50K
62, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,1902,50, India, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, El-Salvador, <=50K
48, Federal-gov, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Male,0,0,25, Laos, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
38, State-gov, Some-college, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
47, Self-emp-inc, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,54, Japan, <=50K
34, Private, 7th-8th, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,7687,0,36, Germany, >50K
32, Self-emp-not-inc, 10th, Never-married, Other-service, Not-in-family, Black, Female,0,0,8, Thailand, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,20, Canada, <=50K
50, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, Poland, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Scotland, <=50K
54, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,5445,0,35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Peru, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1974,40, China, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Columbia, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,60, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Italy, >50K
25, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Scotland, <=50K
61, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,58, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, Ireland, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, Philippines, >50K
59, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
34, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,1902,50, Italy, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Peru, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1976,40, United-States, >50K
22, Private, HS-grad, Separated, Tech-support, Not-in-family, White, Female,0,0,25, Honduras, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Trinadad&Tobago, <=50K
20, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,50, Guatemala, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Greece, >50K
27, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, China, <=50K
19, Private, HS-grad, Divorced, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,0,0,36, El-Salvador, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,60, Columbia, >50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,60, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, Japan, <=50K
57, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
44, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, Guatemala, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Portugal, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, Guatemala, <=50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, >50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, India, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, England, <=50K
24, Local-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, England, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,6048,0,45, Germany, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,83, Guatemala, >50K
38, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Guatemala, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,13750,0,60, Greece, <=50K
20, Federal-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Haiti, <=50K
22, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,0,45, Poland, <=50K
35, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Scotland, <=50K
30, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,31, Peru, <=50K
33, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Mexico, >50K
40, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,65, Peru, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, Germany, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Ecuador, <=50K
40, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Scotland, >50K
61, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Female,0,0,30, Italy, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Poland, <=50K
28, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, Columbia, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1899,40, Haiti, >50K
26, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Mexico, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
21, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,30, Dominican-Republic, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Hungary, <=50K
38, Federal-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Hong, <=50K
