26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,3277,0,51, United-States, >50K
58, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Separated, Protective-serv, Wife, White, Male,0,0,29, United-States, <=50K
24, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4034,0,48, United-States, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,1977,45, United-States, >50K
39, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-spouse-absent, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Sales, Wife, Black, Female,99999,0,53, United-States, >50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,2441,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,29, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,3103,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,2229,45, United-States, <=50K
27, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,29, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,24, United-States, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, >50K
21, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Craft-repair, Wife, White, Female,0,0,40, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,2, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
49, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,37, United-States, <=50K
60, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,75, England, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,29, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States, <=50K
55, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,14083,0,29, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
71, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,46, United-States, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,7687,0,50, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,12, United-States, <=50K
38, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,3359,0,60, Germany, >50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,0,48, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 7th-8th, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,96, United-States, <=50K
23, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, >50K
30, Federal-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
32, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Scotland, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, Columbia, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,7, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,60, United-States, >50K
17, Private, 10th, Never-married, Sales, Other-relative, White, Female,0,0,44, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 10th, Separated, Tech-support, Wife, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,10, United-States, >50K
24, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,2257,60, United-States, >50K
32, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,2488,40, United-States, >50K
39, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,1977,40, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
23, Self-emp-not-inc, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,29, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,5178,0,45, United-States, >50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, Philippines, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
63, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
36, Private, HS-grad, Married-spouse-absent, Prof-specialty, Own-child, Black, Female,0,0,36, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
76, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, <=50K
65, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States, <=50K
27, Private, 10th, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Iran, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,22, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,32, United-States, <=50K
30, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,29, United-States, <=50K
26, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,1902,60, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7596,0,40, United-States, >50K
45, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,6927,0,60, United-States, <=50K
59, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,25, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,45, Mexico, <=50K
21, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,29, United-States, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,29, United-States, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
34, Private, 10th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, <=50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,2412,40, United-States, >50K
22, Private, 10th, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, El-Salvador, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
73, Private, HS-grad, Widowed, Transport-moving, Wife, White, Female,0,0,12, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
73, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
54, State-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,35, Dominican-Republic, <=50K
37, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Mexico, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Private, 11th, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
48, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,29, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
40, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Separated, Other-service, Unmarried, White, Female,0,0,29, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
63, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
44, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
44, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, 11th, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,13723,0,54, United-States, >50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
33, State-gov, Some-college, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,60, Cambodia, >50K
64, Self-emp-not-inc, 10th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,2, United-States, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,24, United-States, <=50K
33, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,29, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
64, Self-emp-inc, Some-college, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, Local-gov, Bachelors, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Federal-gov, Some-college, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,29, United-States, <=50K
61, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
31, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7969,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,4049,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,4273,0,40, England, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Prof-school, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Separated, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Prof-school, Never-married, Transport-moving, Own-child, White, Male,0,0,65, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
