19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Honduras, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, Other, Female,0,0,25, United-States, <=50K
48, Private, 7th-8th, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,37, United-States, <=50K
64, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
64, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,2879,0,20, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Female,2382,0,40, Portugal, >50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Trinadad&Tobago, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,3972,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,15024,0,45, Japan, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Dominican-Republic, >50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,45, Puerto-Rico, <=50K
46, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, El-Salvador, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
41, Local-gov, Masters, Divorced, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
49, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Some-college, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Guatemala, >50K
37, Private, Bachelors, Divorced, Adm-clerical, Wife, Black, Female,0,0,38, Cambodia, >50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
69, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Taiwan, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 9th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
40, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,44, Taiwan, <=50K
42, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,1602,40, Ireland, <=50K
32, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hungary, <=50K
57, State-gov, 5th-6th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, 5th-6th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,77, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, France, <=50K
59, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
26, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,15, Cuba, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, Poland, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,1628,40, United-States, <=50K
54, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, Columbia, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,3312,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,30, United-States, >50K
56, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,54, United-States, >50K
28, Private, Some-college, Separated, Exec-managerial, Unmarried, Black, Male,0,0,45, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Hungary, >50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,24, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,50, Mexico, <=50K
41, Private, Some-college, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,4650,0,40, Trinadad&Tobago, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,35, Hungary, <=50K
67, Private, Some-college, Widowed, Sales, Not-in-family, Black, Male,0,0,32, United-States, <=50K
35, Private, Some-college, Widowed, Craft-repair, Wife, Asian-Pac-Islander, Female,0,1996,40, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,12, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,23, Jamaica, >50K
19, Private, Assoc-voc, Never-married, Craft-repair, Wife, Black, Female,0,0,40, Vietnam, <=50K
53, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Jamaica, >50K
31, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Honduras, <=50K
63, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,5149,0,60, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Hungary, <=50K
81, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, South, >50K
25, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,4929,0,45, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,48, Jamaica, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, State-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
62, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Iran, <=50K
51, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
25, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, India, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,48, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
35, Private, 7th-8th, Separated, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
48, Private, 7th-8th, Divorced, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
52, Federal-gov, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, United-States, >50K
44, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Iran, >50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Japan, <=50K
38, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,9544,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,52, United-States, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
61, Private, 1st-4th, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
32, Private, 9th, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Dominican-Republic, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,42, Trinadad&Tobago, <=50K
42, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
54, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Germany, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,48, Ecuador, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Germany, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, Germany, <=50K
67, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, 11th, Never-married, Farming-fishing, Husband, White, Male,0,0,50, England, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,30, United-States, <=50K
52, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,1732,10, United-States, <=50K
62, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
51, Federal-gov, Some-college, Widowed, Sales, Wife, White, Male,0,0,30, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,60, United-States, >50K
43, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, Private, 7th-8th, Separated, Craft-repair, Own-child, White, Male,1800,0,40, Nicaragua, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, Vietnam, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Vietnam, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Male,7687,0,40, Cambodia, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,40, France, <=50K
48, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,66, United-States, >50K
23, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, China, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, United-States, <=50K
70, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
37, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
41, Private, 9th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
20, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Columbia, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,54, Germany, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, United-States, >50K
44, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Haiti, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,13, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, >50K
51, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,47, United-States, >50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Greece, >50K
58, Local-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,0,1902,40, Cambodia, <=50K
55, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,25, Cambodia, <=50K
18, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
41, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
51, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, France, <=50K
47, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
32, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
33, Private, 11th, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,39, South, <=50K
22, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,1848,10, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
63, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, >50K
40, Local-gov, Some-college, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, Greece, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29, Federal-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
67, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,2381,40, Nicaragua, >50K
39, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, China, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
32, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
53, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,65, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,65, Ecuador, <=50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, 7th-8th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
43, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Male,0,0,60, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,48, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, Honduras, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,53, United-States, <=50K
45, Private, Masters, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,79, United-States, >50K
47, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,1670,38, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,30, Cuba, <=50K
57, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, >50K
26, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
