26, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,10496,0,50, Dominican-Republic, >50K
49, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Nicaragua, <=50K
20, Self-emp-not-inc, Masters, Never-married, Sales, Own-child, Black, Female,0,0,10, Haiti, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Columbia, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Scotland, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
32, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,3325,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,36, Iran, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,45, China, >50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
28, Private, 10th, Never-married, Craft-repair, Wife, White, Male,0,0,40, Greece, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Iran, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, Italy, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, Mexico, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,54, Yugoslavia, <=50K
45, Private, Doctorate, Divorced, Other-service, Unmarried, White, Female,0,0,30, India, <=50K
52, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1902,60, Hungary, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Portugal, >50K
59, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,37, Thailand, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Portugal, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, England, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Yugoslavia, <=50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Mexico, <=50K
40, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,60, Philippines, <=50K
56, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Taiwan, >50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
42, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, China, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Taiwan, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Italy, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
40, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,65, Hungary, <=50K
50, State-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Thailand, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,1876,40, Greece, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
35, Private, 10th, Divorced, Sales, Own-child, White, Male,0,1485,40, United-States, <=50K
74, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, Ireland, <=50K
28, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,54, Mexico, <=50K
52, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, >50K
44, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, France, >50K
33, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,65, England, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
28, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ireland, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,36, Yugoslavia, <=50K
63, Self-emp-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Peru, >50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,70, Ecuador, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Italy, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Italy, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Thailand, <=50K
31, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, South, >50K
73, Private, 5th-6th, Divorced, Sales, Husband, White, Female,0,0,40, England, <=50K
35, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,80, Nicaragua, <=50K
40, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,12030,0,50, Puerto-Rico, >50K
73, Local-gov, 9th, Widowed, Farming-fishing, Wife, White, Female,0,0,16, Germany, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, India, >50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Hungary, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, Hong, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,70, India, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Dominican-Republic, <=50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,75, Jamaica, <=50K
39, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Jamaica, <=50K
23, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Vietnam, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, El-Salvador, <=50K
32, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
23, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
27, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Philippines, >50K
25, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,45, Thailand, <=50K
42, State-gov, 9th, Divorced, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Mexico, <=50K
56, Federal-gov, Bachelors, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Italy, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
68, Private, Some-college, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Male,4172,0,15, Scotland, <=50K
39, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Nicaragua, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Italy, >50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Greece, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,6904,0,50, Outlying-US(Guam-USVI-etc), >50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, England, <=50K
23, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Cambodia, <=50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Ecuador, <=50K
42, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, Hong, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
36, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Peru, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, El-Salvador, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Hungary, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Germany, >50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, >50K
32, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,43, England, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Philippines, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, >50K
51, Private, Masters, Separated, Sales, Wife, White, Female,0,0,40, Greece, <=50K
41, Local-gov, Masters, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Guatemala, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
29, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,40, India, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, Cambodia, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Hungary, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Honduras, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Scotland, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
63, Self-emp-not-inc, Masters, Married-spouse-absent, Exec-managerial, Husband, Other, Male,51150,0,50, Cambodia, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Germany, <=50K
53, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,4315,0,40, South, >50K
47, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, Iran, >50K
48, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cuba, >50K
45, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1670,60, Hong, >50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Taiwan, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,1633,40, Cuba, <=50K
29, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
23, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Guatemala, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Cuba, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,60, Philippines, <=50K
35, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Italy, <=50K
30, Private, 9th, Never-married, Other-service, Own-child, Black, Female,0,0,35, India, <=50K
33, Private, 10th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, Vietnam, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Peru, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, Iran, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,1627,54, Nicaragua, <=50K
28, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Philippines, >50K
31, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
24, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Japan, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, Cambodia, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,20, Thailand, <=50K
33, Private, Some-college, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Poland, <=50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Hong, <=50K
48, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hungary, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
59, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, Nicaragua, <=50K
31, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Thailand, <=50K
34, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,40, Germany, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, China, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Jamaica, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,60, Ireland, >50K
36, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Iran, >50K
41, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female,7429,0,10, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
52, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,4608,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, Honduras, <=50K
19, Private, Masters, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Honduras, <=50K
52, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, >50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Italy, <=50K
24, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Trinadad&Tobago, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
21, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, Columbia, <=50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,3103,0,40, Scotland, >50K
23, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, France, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
20, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Thailand, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
62, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, Ecuador, <=50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Haiti, >50K
45, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Federal-gov, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Male,0,1756,35, France, <=50K
39, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
28, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,50, China, <=50K
25, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
32, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hong, >50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,2891,0,40, Dominican-Republic, <=50K
38, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, India, >50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,67, Dominican-Republic, >50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Cambodia, <=50K
63, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Germany, <=50K
37, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Canada, >50K
21, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Italy, <=50K
57, Local-gov, 7th-8th, Divorced, Sales, Husband, White, Female,0,0,40, Thailand, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Scotland, <=50K
64, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, Ecuador, <=50K
32, Private, Doctorate, Never-married, Prof-specialty, Wife, White, Female,0,1902,20, Outlying-US(Guam-USVI-etc), >50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, Guatemala, <=50K
30, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,38, Italy, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,54, Dominican-Republic, <=50K
51, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Italy, >50K
65, Private, Some-college, Widowed, Other-service, Wife, White, Male,10487,0,35, Japan, >50K
44, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, El-Salvador, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, Haiti, >50K
41, Private, Some-college, Married-spouse-absent, Farming-fishing, Husband, Asian-Pac-Islander, Male,3325,0,40, Cambodia, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Nicaragua, <=50K
43, State-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Vietnam, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, Canada, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,4, Guatemala, <=50K
38, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Cuba, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,43, Scotland, <=50K
56, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, England, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,10, France, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2706,0,45, Japan, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, France, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, France, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
57, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Hungary, >50K
50, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Canada, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, France, <=50K
89, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,99, Japan, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,50, Poland, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,10, China, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Jamaica, <=50K
37, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Hong, >50K
24, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,40, France, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
28, Federal-gov, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Hong, <=50K
32, Private, 10th, Widowed, Other-service, Not-in-family, White, Female,0,0,10, Ireland, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
38, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Ireland, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
52, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,3462,0,45, Poland, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,5, Hungary, <=50K
51, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Portugal, <=50K
48, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Italy, <=50K
19, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Taiwan, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,54, China, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, England, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,18, Laos, <=50K
56, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, Hong, >50K
