39, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
41, State-gov, HS-grad, Never-married, Sales, Wife, White, Male,0,0,45, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,44, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,99, United-States, <=50K
60, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, >50K
46, Federal-gov, Bachelors, Married-spouse-absent, Prof-specialty, Other-relative, White, Male,15024,0,40, United-States, >50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4386,0,40, United-States, >50K
31, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,65, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, United-States, >50K
32, Private, 11th, Never-married, Tech-support, Not-in-family, Black, Male,0,0,35, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-AF-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
72, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,98, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
56, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,5183,0,45, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
21, Private, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Never-married, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Widowed, Other-service, Unmarried, White, Male,0,0,38, Columbia, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,13794,0,40, United-States, <=50K
23, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Preschool, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,14187,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,8, United-States, <=50K
26, State-gov, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
23, Local-gov, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,25, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, United-States, >50K
23, Federal-gov, 11th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,3325,0,60, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,99999,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Unmarried, Black, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, 11th, Never-married, Sales, Wife, White, Female,0,0,20, United-States, <=50K
52, Private, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
25, Private, 12th, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Without-pay, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
53, Self-emp-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
32, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
78, Self-emp-not-inc, HS-grad, Widowed, Protective-serv, Unmarried, White, Male,0,0,20, United-States, <=50K
50, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,35, Philippines, >50K
43, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Male,4552,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Widowed, Transport-moving, Not-in-family, Black, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Husband, White, Female,2440,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,75, United-States, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,5033,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
47, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
31, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2131,0,40, United-States, <=50K
32, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States, <=50K
44, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
90, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,54, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,4, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
56, Federal-gov, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
28, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
53, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, <=50K
60, Private, 9th, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
28, Local-gov, 12th, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
28, Private, 5th-6th, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, <=50K
50, Federal-gov, Some-college, Divorced, Other-service, Husband, White, Male,0,0,48, United-States, >50K
50, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,76, United-States, >50K
18, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
20, Private, 10th, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
55, Private, 9th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,6614,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2379,50, United-States, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
49, State-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,54, United-States, <=50K
55, Private, 1st-4th, Divorced, Farming-fishing, Husband, White, Female,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Assoc-voc, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Federal-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, >50K
56, State-gov, Assoc-voc, Divorced, Adm-clerical, Husband, White, Female,0,0,20, United-States, >50K
37, Self-emp-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, >50K
43, Federal-gov, 9th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,20, Mexico, <=50K
43, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,1671,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,65, United-States, >50K
80, Private, 10th, Widowed, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Widowed, Adm-clerical, Husband, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
55, Private, Bachelors, Divorced, Sales, Other-relative, White, Male,15024,0,50, United-States, >50K
40, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, <=50K
64, Private, Masters, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, South, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
58, Federal-gov, Masters, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Female,0,0,23, United-States, >50K
49, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, >50K
37, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,65, United-States, >50K
38, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,65, United-States, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,2257,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
38, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,1887,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
31, Self-emp-inc, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,7687,0,40, United-States, >50K
40, Private, 10th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,1887,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,5064,0,25, United-States, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
30, Private, 11th, Never-married, Prof-specialty, Husband, White, Male,0,1667,40, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,48, United-States, >50K
25, Self-emp-inc, 10th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,18, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1480,0,50, United-States, >50K
50, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,45, Mexico, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,1977,40, United-States, <=50K
41, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, >50K
54, Private, Prof-school, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,38, Jamaica, <=50K
21, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,48, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
46, Local-gov, Assoc-voc, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, Doctorate, Widowed, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,10, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, >50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
46, State-gov, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,12865,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,4386,0,40, United-States, <=50K
39, Private, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1902,40, United-States, <=50K
30, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,30, Mexico, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Mexico, <=50K
47, State-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
56, Private, 12th, Widowed, Sales, Husband, Black, Male,0,0,32, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,25, Germany, <=50K
37, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
67, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
41, Private, Masters, Married-AF-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
