25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,8614,0,50, Dominican-Republic, >50K
48, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,38, Ecuador, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, Columbia, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
37, Private, 12th, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, Hungary, <=50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,50, Japan, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,48, Jamaica, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, Guatemala, <=50K
19, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,24, Honduras, <=50K
51, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
41, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Jamaica, <=50K
23, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,21, Puerto-Rico, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, Ireland, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Iran, <=50K
34, Private, Prof-school, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Columbia, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, Peru, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, Portugal, >50K
44, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, China, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, <=50K
23, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Germany, <=50K
61, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,64, Greece, <=50K
42, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, South, >50K
27, Private, 12th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,7687,0,49, South, <=50K
42, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, Japan, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,15024,0,50, Trinadad&Tobago, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Honduras, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,70, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Cuba, <=50K
41, Private, Some-college, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,38, Greece, <=50K
20, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,60, England, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,50, Portugal, <=50K
26, Private, Some-college, Married-spouse-absent, Farming-fishing, Husband, White, Female,0,0,40, Germany, <=50K
23, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,72, Hungary, >50K
52, State-gov, Some-college, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,20, Germany, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, France, <=50K
48, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Scotland, >50K
33, Self-emp-inc, HS-grad, Divorced, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,70, Cuba, >50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,8614,0,40, Canada, <=50K
29, Private, HS-grad, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ireland, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, Amer-Indian-Eskimo, Male,13737,0,40, Nicaragua, >50K
42, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,70, Yugoslavia, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Scotland, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,14390,0,50, Philippines, >50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,40, France, <=50K
18, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,8, Japan, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,7687,0,20, Ecuador, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,48, Hong, <=50K
24, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,48, Iran, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,25, Vietnam, <=50K
23, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, Ecuador, <=50K
25, Private, 11th, Never-married, Other-service, Wife, Black, Female,0,0,27, England, <=50K
47, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Own-child, Other, Female,0,0,40, El-Salvador, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Scotland, <=50K
89, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,7298,0,45, India, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Ecuador, >50K
25, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,48, Ireland, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,1977,40, South, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,50, Philippines, <=50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,81, El-Salvador, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Male,0,0,30, Taiwan, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
46, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, South, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
23, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Female,0,0,60, Iran, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,60, France, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,60, Vietnam, <=50K
24, Private, Bachelors, Married-spouse-absent, Exec-managerial, Unmarried, Other, Male,0,0,50, Mexico, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, France, <=50K
42, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,35, Taiwan, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Laos, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,58, Taiwan, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, South, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,48, El-Salvador, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,16, Cuba, >50K
52, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1740,64, Iran, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Laos, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,99, Ecuador, >50K
53, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Germany, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,45, Scotland, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, El-Salvador, <=50K
54, Private, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, England, <=50K
37, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
51, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Portugal, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1973,40, South, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
40, Private, Masters, Married-civ-spouse, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
51, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
33, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1972,40, Outlying-US(Guam-USVI-etc), >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, India, >50K
22, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1876,50, Japan, >50K
25, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,20, China, <=50K
44, Private, HS-grad, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Honduras, <=50K
47, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,7427,0,12, Jamaica, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
57, State-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,70, Philippines, >50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,20, France, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Haiti, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
59, Private, Bachelors, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Greece, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Female,0,0,48, Taiwan, <=50K
37, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, France, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
64, Private, 10th, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,12, Philippines, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,48, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,45, Cuba, <=50K
51, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Cuba, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, Taiwan, <=50K
29, Private, Bachelors, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,24, Columbia, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,38, Germany, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,49, United-States, <=50K
43, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, France, >50K
23, Private, Some-college, Separated, Transport-moving, Other-relative, Other, Female,0,0,40, India, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, Scotland, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
67, Private, HS-grad, Widowed, Tech-support, Not-in-family, Other, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
37, Local-gov, Some-college, Separated, Craft-repair, Husband, Black, Male,0,0,20, Jamaica, <=50K
67, Local-gov, 10th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1902,40, Guatemala, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
89, Self-emp-inc, 10th, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Haiti, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,40, Thailand, >50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Haiti, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Ecuador, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, >50K
25, Private, 9th, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-acdm, Never-married, Sales, Other-relative, Other, Female,0,0,40, Laos, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,10298,0,40, Hungary, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, France, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, England, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,60, Thailand, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, Yugoslavia, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, China, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, England, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,60, India, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,24, Ireland, >50K
47, Private, HS-grad, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
45, Local-gov, Masters, Never-married, Priv-house-serv, Husband, White, Female,14083,0,40, China, >50K
31, Private, Prof-school, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,7687,0,40, Cambodia, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
20, Private, HS-grad, Divorced, Exec-managerial, Own-child, Other, Male,0,0,40, Italy, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, Mexico, >50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,30, Ireland, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,60, England, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, South, <=50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,38, Yugoslavia, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,12509,0,60, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Trinadad&Tobago, >50K
65, Federal-gov, Bachelors, Divorced, Transport-moving, Wife, White, Male,0,0,12, Nicaragua, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Greece, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,70, Mexico, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,7789,0,50, Ireland, <=50K
27, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,17, Haiti, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Italy, <=50K
50, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, Yugoslavia, <=50K
61, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Columbia, >50K
30, Private, 9th, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,40, Nicaragua, >50K
56, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,30, Iran, <=50K
64, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,35, Haiti, <=50K
34, Self-emp-inc, Masters, Divorced, Farming-fishing, Husband, Other, Female,0,0,88, Thailand, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1899,50, Poland, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, China, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Dominican-Republic, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Thailand, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1970,45, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Sales, Unmarried, Other, Female,0,0,40, Philippines, <=50K
25, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,24, England, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Male,7687,0,30, Vietnam, >50K
21, Private, 12th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,24, Trinadad&Tobago, >50K
23, Private, 9th, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
34, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,80, Ecuador, >50K
31, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, Puerto-Rico, <=50K
22, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Nicaragua, <=50K
26, Private, Some-college, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Cuba, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
62, Private, Some-college, Divorced, Adm-clerical, Husband, Other, Female,0,0,48, Jamaica, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,7687,0,50, Thailand, >50K
19, Private, HS-grad, Widowed, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Greece, <=50K
50, Private, Some-college, Separated, Other-service, Husband, Asian-Pac-Islander, Male,0,0,14, China, <=50K
19, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, France, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, France, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
40, Private, Some-college, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
30, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Hong, >50K
17, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Male,0,0,27, South, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, Philippines, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,50, South, >50K
64, Private, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,1861,12, Canada, <=50K
26, Private, 11th, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
61, Private, Some-college, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Female,0,49,8, Italy, <=50K
48, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
68, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, China, >50K
51, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
52, Local-gov, HS-grad, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
20, Local-gov, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,16, Mexico, <=50K
50, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, England, <=50K
