39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Federal-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
48, Private, Bachelors, Separated, Transport-moving, Unmarried, White, Female,0,0,44, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7196,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
76, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
72, Private, HS-grad, Widowed, Priv-house-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,15024,0,60, United-States, >50K
39, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
70, Private, Doctorate, Widowed, Prof-specialty, Unmarried, White, Female,0,0,6, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,50, United-States, <=50K
62, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
28, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,6, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,2124,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,10, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
58, Private, 5th-6th, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, Mexico, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
39, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, <=50K
41, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Female,4996,0,70, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,44, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, France, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
57, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, >50K
44, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,23, United-States, <=50K
31, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Local-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
62, Private, Bachelors, Separated, Sales, Not-in-family, White, Male,0,0,6, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,54, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,35, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
54, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Scotland, >50K
29, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
61, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1878,40, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Poland, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1978,65, United-States, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1978,65, United-States, >50K
24, Private, Some-college, Separated, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,4174,0,40, China, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
58, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,6, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,70, Hong, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
80, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, United-States, >50K
46, Private, 9th, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, United-States, >50K
59, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England, <=50K
31, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
27, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4846,0,50, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,5, Mexico, >50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
44, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, United-States, >50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
90, Federal-gov, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,7298,0,40, United-States, >50K
40, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, United-States, >50K
40, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1976,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
75, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,18, United-States, >50K
34, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
26, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,70, United-States, >50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Other-relative, White, Male,3475,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
53, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov, Some-college, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Greece, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
36, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
60, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,12, United-States, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4386,0,40, Puerto-Rico, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
64, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, El-Salvador, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
25, Private, Some-college, Divorced, Craft-repair, Other-relative, White, Female,0,0,15, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, >50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
37, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,75, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
46, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,16, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,2490,0,32, United-States, <=50K
23, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,10, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Doctorate, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Mexico, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
46, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
61, Self-emp-not-inc, Assoc-voc, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
26, Private, Some-college, Divorced, Other-service, Wife, Black, Female,0,0,35, United-States, <=50K
29, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
72, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1656,0,9, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, South, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,24, United-States, <=50K
45, State-gov, 5th-6th, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,16, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
