25, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,7687,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1887,60, United-States, >50K
54, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,54, United-States, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
27, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,32, United-States, <=50K
45, Local-gov, Assoc-voc, Divorced, Transport-moving, Wife, White, Female,0,0,40, United-States, >50K
60, Private, 7th-8th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Cuba, >50K
44, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
90, Self-emp-not-inc, Doctorate, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
62, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,60, United-States, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1924,50, United-States, <=50K
55, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,15, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
49, Federal-gov, Bachelors, Separated, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,3325,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
60, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,15, United-States, <=50K
36, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
38, Local-gov, Masters, Never-married, Sales, Not-in-family, White, Female,0,2423,60, United-States, >50K
35, Private, Some-college, Divorced, Other-service, Wife, Black, Female,0,0,50, Mexico, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
44, Private, Masters, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, >50K
56, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,476,0,40, United-States, <=50K
28, Private, 5th-6th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
46, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,48, United-States, <=50K
28, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7687,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Guatemala, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1958,35, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
83, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3013,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Female,2174,0,45, Iran, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
69, Private, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
55, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1982,50, United-States, <=50K
57, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, Mexico, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,38, United-States, <=50K
44, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,1868,50, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,2160,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,4064,0,40, India, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,70, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,1107,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,20, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Separated, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
22, Private, 12th, Never-married, Exec-managerial, Own-child, White, Female,0,0,42, United-States, <=50K
45, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,2178,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,14, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
42, Local-gov, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
22, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,3262,0,40, South, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
67, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Local-gov, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
41, Private, Assoc-voc, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Protective-serv, Not-in-family, White, Female,0,0,32, United-States, <=50K
46, Private, Some-college, Separated, Transport-moving, Own-child, White, Male,0,0,65, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,29, United-States, <=50K
55, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,8887,0,40, United-States, >50K
50, Private, Assoc-acdm, Separated, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,25962,0,10, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
49, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,2237,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,2888,0,40, Cuba, <=50K
36, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,54, United-States, <=50K
55, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,7687,0,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
58, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,21, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,5178,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, >50K
27, Private, Doctorate, Divorced, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 1st-4th, Separated, Sales, Own-child, White, Male,4995,0,48, United-States, <=50K
33, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, State-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Cuba, >50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1671,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
63, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, India, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,15, Italy, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Black, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,40, United-States, >50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,36, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States, >50K
47, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3712,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,3103,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,38, United-States, >50K
32, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hong, >50K
44, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
26, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,3103,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,30, United-States, <=50K
74, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, Masters, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
25, Federal-gov, Assoc-voc, Never-married, Tech-support, Wife, White, Male,0,1984,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,48, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,6833,0,35, United-States, >50K
39, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Canada, <=50K
70, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Separated, Tech-support, Own-child, White, Female,0,0,32, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
73, Federal-gov, Doctorate, Widowed, Prof-specialty, Wife, White, Female,0,0,8, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
52, Private, Doctorate, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
66, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,25, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2152,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,8614,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2997,0,45, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,99, United-States, <=50K
