51, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Honduras, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,85, Mexico, >50K
48, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Hong, <=50K
52, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, El-Salvador, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
27, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
25, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,12, Honduras, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, El-Salvador, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Vietnam, <=50K
57, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
49, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Puerto-Rico, <=50K
48, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
47, Local-gov, Masters, Never-married, Prof-specialty, Wife, White, Male,0,1912,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,47, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1977,25, United-States, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,56, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
68, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,2, United-States, <=50K
42, Private, Some-college, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, China, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,25, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,56, United-States, <=50K
54, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
37, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Columbia, >50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, State-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
23, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
49, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,2017,40, Nicaragua, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Scotland, <=50K
68, Self-emp-inc, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Poland, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, South, >50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
46, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, Other, Male,15024,0,50, Hungary, >50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,5, Cambodia, <=50K
28, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
30, Private, Masters, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Hungary, <=50K
38, Private, Bachelors, Separated, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, Laos, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,25, United-States, <=50K
27, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Iran, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,47, England, <=50K
52, Private, Some-college, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, India, <=50K
50, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, Holand-Netherlands, <=50K
38, Private, HS-grad, Separated, Tech-support, Own-child, Black, Male,0,0,40, Cuba, <=50K
46, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,29, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,29, United-States, <=50K
34, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,50, United-States, >50K
49, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Greece, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Dominican-Republic, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,2502,0,50, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
50, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, Japan, >50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
57, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
35, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
18, Federal-gov, 11th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,15, Mexico, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,2756,0,40, China, <=50K
41, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,15, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2837,0,50, United-States, <=50K
58, Private, Some-college, Separated, Sales, Husband, Asian-Pac-Islander, Male,0,0,29, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, India, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
30, Private, Some-college, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Mexico, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
56, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Widowed, Transport-moving, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
52, Local-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
31, Federal-gov, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,60, United-States, <=50K
19, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Thailand, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,1701,70, United-States, <=50K
68, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,80, United-States, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,1048,0,45, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,29, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Iran, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Portugal, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
27, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,37, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,29, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,42, United-States, <=50K
66, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Male,0,0,54, Holand-Netherlands, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1842,40, United-States, <=50K
72, Local-gov, Some-college, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
49, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,1646,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,3526,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, >50K
68, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
50, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
66, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, United-States, <=50K
22, Federal-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,45, Poland, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
58, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, United-States, <=50K
51, Private, Assoc-acdm, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,35, Trinadad&Tobago, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,38, Jamaica, <=50K
38, Private, 9th, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,34, South, <=50K
41, Private, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,10, Greece, >50K
34, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,36, Mexico, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Widowed, Machine-op-inspct, Husband, Black, Male,0,0,29, Dominican-Republic, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,60, United-States, >50K
55, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,57, United-States, <=50K
27, Private, HS-grad, Separated, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,5058,0,40, Honduras, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, Hong, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, South, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Divorced, Other-service, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Japan, <=50K
30, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,84, United-States, >50K
55, State-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
64, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
65, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, <=50K
67, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,3463,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, France, >50K
45, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
52, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,3521,0,40, South, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,70, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,4254,0,45, Ecuador, >50K
49, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1847,40, El-Salvador, <=50K
22, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1485,2, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,13795,0,50, United-States, >50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Male,2139,0,40, United-States, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1977,20, United-States, >50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1595,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
43, Private, 10th, Never-married, Sales, Wife, Black, Male,0,0,35, Taiwan, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Thailand, >50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,37, Haiti, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,50, United-States, >50K
20, Private, 11th, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,35, Greece, >50K
