21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, China, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, China, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, Germany, <=50K
43, Local-gov, Masters, Never-married, Sales, Husband, White, Male,0,0,35, Iran, <=50K
44, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
30, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,6566,0,46, Peru, >50K
23, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,2415,40, United-States, >50K
41, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,47, Vietnam, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1887,35, Poland, <=50K
38, Federal-gov, HS-grad, Widowed, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
50, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, El-Salvador, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, >50K
52, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Jamaica, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,60, Taiwan, <=50K
27, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,1665,45, Poland, >50K
51, Local-gov, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Haiti, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Haiti, <=50K
33, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Laos, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, South, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,70, Peru, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cambodia, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1740,40, Canada, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,54, Yugoslavia, >50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, Greece, >50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,32, Puerto-Rico, <=50K
45, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,30, Nicaragua, <=50K
36, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,18, England, <=50K
49, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
44, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Germany, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1977,40, Jamaica, <=50K
26, State-gov, 7th-8th, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, England, <=50K
45, Private, Some-college, Divorced, Farming-fishing, Wife, White, Female,0,0,15, Puerto-Rico, <=50K
49, Private, Prof-school, Widowed, Machine-op-inspct, Own-child, Other, Female,0,0,30, South, <=50K
33, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Italy, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, South, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, China, >50K
30, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
39, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Philippines, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, Columbia, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,1671,70, Trinadad&Tobago, >50K
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Laos, >50K
35, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,4557,0,60, Laos, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, India, >50K
37, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
60, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, England, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Guatemala, >50K
47, Private, 9th, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, Vietnam, >50K
34, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, South, <=50K
59, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5178,0,40, Dominican-Republic, >50K
58, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Japan, >50K
34, Self-emp-not-inc, Masters, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, China, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Poland, <=50K
28, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,3013,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,42, Portugal, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, Philippines, <=50K
41, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,30, Taiwan, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, Jamaica, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Portugal, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,48, Hong, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, Laos, >50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,32, Peru, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Greece, >50K
26, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
25, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
32, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, >50K
58, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Vietnam, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Peru, <=50K
58, Self-emp-inc, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,16, Hungary, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, Vietnam, >50K
42, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,30, Honduras, <=50K
28, Federal-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,7687,0,35, Yugoslavia, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Vietnam, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Greece, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, >50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Poland, >50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, Cambodia, <=50K
63, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, India, >50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, Iran, <=50K
33, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, South, <=50K
30, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,8, China, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
25, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Haiti, >50K
20, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Laos, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
28, Private, Some-college, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,48, Yugoslavia, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Japan, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,70, United-States, >50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
28, Private, Assoc-acdm, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
57, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,15024,0,50, Columbia, >50K
39, State-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, Cambodia, <=50K
28, Self-emp-not-inc, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Puerto-Rico, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
58, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,7687,0,40, Haiti, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Hungary, >50K
39, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
26, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
21, Private, Some-college, Separated, Tech-support, Own-child, White, Male,0,0,30, Japan, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Portugal, >50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Mexico, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, Vietnam, >50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, Private, Prof-school, Never-married, Exec-managerial, Wife, White, Male,7687,0,40, Puerto-Rico, >50K
61, Federal-gov, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,2405,25, Germany, <=50K
23, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
39, Private, 10th, Widowed, Sales, Husband, White, Male,0,1978,40, Columbia, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, France, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
42, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1740,40, Portugal, >50K
52, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1890,40, Italy, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
60, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,37, Haiti, <=50K
34, State-gov, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Puerto-Rico, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, India, <=50K
61, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Honduras, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, <=50K
43, Private, Some-college, Separated, Adm-clerical, Wife, White, Female,15024,0,30, France, >50K
61, Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Greece, >50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Laos, >50K
39, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,4070,0,32, England, >50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1848,54, Portugal, >50K
52, Local-gov, Bachelors, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, Laos, <=50K
65, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,4, El-Salvador, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Taiwan, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Thailand, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, England, <=50K
39, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,30, Mexico, <=50K
27, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,1887,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,45, Ecuador, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Poland, >50K
32, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,35, Ecuador, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, Scotland, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,24, Guatemala, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,32, Germany, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3107,0,40, Puerto-Rico, >50K
43, Private, Masters, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
36, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,38, Jamaica, <=50K
49, Self-emp-not-inc, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Guatemala, <=50K
34, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Vietnam, >50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Italy, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,2128,40, Thailand, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, India, >50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,35, Italy, <=50K
21, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
56, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Philippines, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Taiwan, >50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, India, <=50K
23, Local-gov, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Columbia, <=50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, Philippines, <=50K
54, Private, Some-college, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,4822,0,40, Poland, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Thailand, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,2137,0,36, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, Honduras, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, El-Salvador, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Portugal, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Jamaica, <=50K
74, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Hong, <=50K
31, Private, Some-college, Married-spouse-absent, Farming-fishing, Unmarried, White, Female,0,0,80, Yugoslavia, >50K
40, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,2406,45, China, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, China, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,43, Cambodia, <=50K
20, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,20, Japan, <=50K
60, Local-gov, 7th-8th, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
19, Private, 12th, Never-married, Protective-serv, Own-child, White, Female,0,0,8, Thailand, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, France, <=50K
44, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Hungary, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, Columbia, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Yugoslavia, <=50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ecuador, <=50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Greece, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Haiti, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, >50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,44, Thailand, <=50K
46, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, Dominican-Republic, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
34, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Jamaica, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,40, England, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,2049,25, Poland, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, France, >50K
38, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,54, Honduras, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
24, Private, 10th, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Nicaragua, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Hong, <=50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,14267,0,40, Italy, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Cambodia, <=50K
89, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Peru, <=50K
44, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
28, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Taiwan, >50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Cuba, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Guatemala, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Greece, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, England, >50K
25, Private, 10th, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1719,40, Yugoslavia, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Portugal, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,60, Puerto-Rico, >50K
62, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,20, Taiwan, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,2197,0,40, Cuba, <=50K
49, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Canada, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,12, India, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Scotland, >50K
89, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Poland, <=50K
18, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Male,0,0,30, El-Salvador, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,43, El-Salvador, >50K
31, Private, Bachelors, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,40, India, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Honduras, <=50K
36, Private, Some-college, Widowed, Exec-managerial, Own-child, Asian-Pac-Islander, Female,48549,0,45, Vietnam, >50K
