19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Scotland, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, >50K
35, Private, Masters, Separated, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
48, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,4410,0,40, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
76, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,10, United-States, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
20, Private, 9th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,96, United-States, >50K
41, Private, 10th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
52, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, <=50K
31, Local-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
67, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
32, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, India, <=50K
54, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,35, Honduras, <=50K
39, Private, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1977,60, Greece, >50K
38, Private, 5th-6th, Separated, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
46, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,98, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
47, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,80, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1848,24, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1897,40, Germany, >50K
77, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1908,0,25, United-States, <=50K
23, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, India, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Never-married, Prof-specialty, Wife, Black, Female,0,0,45, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,4287,0,35, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Guatemala, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
35, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,16, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,45, Cuba, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, China, >50K
59, Federal-gov, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,7310,0,45, Hong, >50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
20, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,4, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,6882,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Separated, Other-service, Own-child, White, Female,0,0,4, England, >50K
38, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Hungary, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Haiti, <=50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Male,0,0,25, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Doctorate, Never-married, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,27, Ireland, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Federal-gov, 7th-8th, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,54, United-States, <=50K
34, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
56, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,25, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Mexico, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,40, United-States, >50K
31, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,2592,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
46, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Male,8974,0,50, United-States, >50K
49, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, State-gov, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
67, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Local-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,38, Ecuador, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 12th, Never-married, Sales, Own-child, Black, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
26, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, >50K
30, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, >50K
66, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2407,73, Italy, >50K
59, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,38, United-States, >50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, Mexico, <=50K
66, Local-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, 10th, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
44, Local-gov, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,4506,0,20, United-States, <=50K
64, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, >50K
36, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,16, Trinadad&Tobago, <=50K
38, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, Italy, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1745,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,99999,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Ecuador, <=50K
60, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, Jamaica, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,65, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4585,0,40, United-States, >50K
43, Self-emp-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
47, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, Philippines, >50K
55, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, China, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Wife, White, Female,5178,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,54, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,3088,0,20, United-States, <=50K
90, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
42, Self-emp-inc, Bachelors, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Mexico, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,45, United-States, >50K
56, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Female,0,1740,40, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,42, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, Haiti, <=50K
53, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,36, United-States, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Honduras, <=50K
41, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
26, State-gov, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Iran, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,38, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
46, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1976,50, China, >50K
29, Self-emp-inc, Masters, Never-married, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
46, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Separated, Handlers-cleaners, Wife, Other, Female,0,0,40, Philippines, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,38, Philippines, <=50K
40, Federal-gov, Masters, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Cuba, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Divorced, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
