44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,72, Dominican-Republic, >50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Black, Male,0,0,45, Cambodia, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,7183,0,35, El-Salvador, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Hungary, <=50K
47, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,60, Ecuador, <=50K
42, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,3922,0,35, Mexico, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Cambodia, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Yugoslavia, <=50K
26, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,30, France, <=50K
71, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,2, Japan, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,39, Hungary, >50K
51, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Haiti, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, China, >50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Thailand, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Japan, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,25, China, <=50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,47, Mexico, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Jamaica, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Portugal, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, France, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Cambodia, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Guatemala, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Taiwan, <=50K
41, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, Trinadad&Tobago, >50K
19, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,15, Mexico, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, France, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, France, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,33, Canada, <=50K
51, Private, HS-grad, Separated, Other-service, Wife, Black, Female,0,0,30, Scotland, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Laos, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Haiti, <=50K
24, Private, Prof-school, Never-married, Machine-op-inspct, Wife, White, Male,0,0,60, Nicaragua, <=50K
48, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
62, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Italy, <=50K
90, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,9536,0,20, Iran, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cuba, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, France, <=50K
49, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Columbia, >50K
73, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1987,20, France, <=50K
31, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Cambodia, >50K
25, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Laos, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
43, Local-gov, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Poland, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Mexico, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,70, Cambodia, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, China, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, Laos, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,571,0,40, Puerto-Rico, <=50K
41, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, Honduras, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Vietnam, <=50K
31, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Germany, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cuba, >50K
68, Self-emp-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, England, >50K
33, State-gov, 9th, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
26, Local-gov, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,20, India, <=50K
44, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1600,45, Haiti, <=50K
41, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,38, Guatemala, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Italy, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, England, <=50K
37, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,2535,50, Italy, >50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Honduras, >50K
49, Private, Assoc-acdm, Separated, Sales, Not-in-family, White, Male,0,0,80, Greece, <=50K
39, Private, 1st-4th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,54, Laos, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Cuba, >50K
31, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, Germany, <=50K
41, Local-gov, Doctorate, Never-married, Farming-fishing, Own-child, White, Male,0,0,99, Hong, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
51, Private, HS-grad, Widowed, Protective-serv, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Honduras, <=50K
52, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,4065,0,40, Germany, <=50K
49, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Jamaica, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Ecuador, >50K
25, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, France, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,40, Guatemala, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, Japan, >50K
25, Self-emp-inc, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,1902,40, Portugal, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,37, Taiwan, <=50K
40, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,1605,0,40, Germany, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, South, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
64, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,1550,0,50, Thailand, >50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Ireland, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, Poland, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, Poland, >50K
42, State-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, Puerto-Rico, <=50K
37, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Male,0,0,3, Vietnam, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,24, Poland, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4781,0,40, South, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Cuba, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Hong, <=50K
35, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Female,0,0,20, Trinadad&Tobago, <=50K
54, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,30, Italy, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Italy, >50K
27, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,84, Cambodia, >50K
18, State-gov, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,10, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Cuba, >50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, Canada, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Ireland, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,24, Cuba, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,43, Jamaica, >50K
50, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2552,0,50, Taiwan, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, <=50K
22, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Greece, <=50K
49, Private, Assoc-acdm, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, China, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Italy, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,54, Mexico, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, >50K
57, Federal-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,48, India, >50K
50, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Thailand, >50K
45, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, Hungary, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, >50K
38, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
41, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Ecuador, <=50K
47, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, Hong, <=50K
37, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,44, Cambodia, <=50K
21, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,35, Canada, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, 11th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, Vietnam, >50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ecuador, >50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Italy, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, >50K
42, Self-emp-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Portugal, <=50K
34, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,70, Poland, <=50K
46, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Iran, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Ireland, >50K
25, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,24, Mexico, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
38, Self-emp-inc, Doctorate, Widowed, Machine-op-inspct, Own-child, White, Female,0,1678,54, Portugal, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
48, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
39, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Peru, <=50K
55, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
31, Private, 7th-8th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, England, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Honduras, <=50K
64, Self-emp-inc, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,40, Columbia, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Canada, <=50K
31, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, Mexico, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Columbia, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Taiwan, >50K
38, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Jamaica, >50K
27, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Ireland, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
39, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Laos, <=50K
67, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, Iran, <=50K
36, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Iran, <=50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, France, >50K
43, State-gov, 11th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, England, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Italy, <=50K
28, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, South, <=50K
26, Private, 10th, Separated, Other-service, Not-in-family, White, Male,0,0,40, France, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,50, Scotland, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,25, China, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Greece, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Hong, <=50K
19, Private, HS-grad, Separated, Other-service, Own-child, Black, Female,0,0,40, France, <=50K
68, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,62, Canada, <=50K
67, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,24, Haiti, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Iran, >50K
27, Private, Some-college, Separated, Tech-support, Own-child, White, Female,0,0,35, Ireland, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Guatemala, >50K
44, Self-emp-inc, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,80, El-Salvador, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,37, Yugoslavia, <=50K
69, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Dominican-Republic, >50K
52, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Thailand, >50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, Puerto-Rico, <=50K
42, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,52, Vietnam, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
42, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,4752,0,40, United-States, <=50K
25, Private, Some-college, Separated, Tech-support, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Scotland, >50K
48, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Japan, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Italy, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Portugal, <=50K
37, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,60, Cambodia, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, Canada, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, South, <=50K
22, Private, Bachelors, Separated, Farming-fishing, Unmarried, White, Female,0,0,35, Columbia, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,38, Japan, <=50K
38, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Hungary, >50K
26, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,530,0,50, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Iran, <=50K
63, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
28, Private, HS-grad, Separated, Tech-support, Wife, White, Male,0,0,30, Laos, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Vietnam, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,50, Peru, >50K
36, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,35, Honduras, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Greece, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Canada, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Puerto-Rico, >50K
51, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
57, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,62, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Peru, >50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
51, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,20, Japan, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, England, <=50K
38, Federal-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, Japan, <=50K
30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, India, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Guatemala, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,35, China, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, <=50K
35, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, France, >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, Columbia, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
67, Private, 12th, Separated, Other-service, Not-in-family, White, Female,0,0,33, Columbia, <=50K
41, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,1977,60, El-Salvador, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,4584,0,60, Scotland, >50K
40, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Dominican-Republic, <=50K
62, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, France, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Cambodia, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
59, Private, Masters, Divorced, Sales, Unmarried, Black, Female,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Columbia, <=50K
18, Private, Assoc-acdm, Never-married, Protective-serv, Other-relative, White, Male,0,0,20, Hong, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Cuba, >50K
