47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Taiwan, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
90, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
76, Self-emp-not-inc, 9th, Widowed, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, <=50K
74, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
22, Federal-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
47, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
60, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,15024,0,54, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, 10th, Widowed, Other-service, Not-in-family, Black, Female,0,0,6, United-States, <=50K
43, Private, HS-grad, Divorced, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1977,50, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,10, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,52, United-States, <=50K
48, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, >50K
32, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Italy, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
73, Private, 9th, Widowed, Adm-clerical, Wife, White, Female,0,0,20, Puerto-Rico, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,96, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
62, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,5253,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,7687,0,20, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,4064,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,48, Greece, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, Masters, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Local-gov, Doctorate, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,7298,0,48, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
49, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,1628,48, United-States, <=50K
20, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,70, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Germany, >50K
53, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
71, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
34, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,2376,60, United-States, >50K
43, Private, Some-college, Separated, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, 9th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Italy, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
26, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
48, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
40, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
44, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,5143,0,38, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Assoc-acdm, Separated, Sales, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
60, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
69, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,38, Philippines, <=50K
42, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,0,0,15, Japan, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,36, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
42, Private, 5th-6th, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, 10th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, State-gov, Assoc-voc, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,99999,0,55, United-States, >50K
38, Self-emp-not-inc, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,32, United-States, >50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, <=50K
55, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
42, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,27, United-States, <=50K
56, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,46, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
33, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,36, United-States, <=50K
18, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, <=50K
52, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
26, Self-emp-inc, Some-college, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Widowed, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
46, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
57, Private, 9th, Never-married, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
50, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
41, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, United-States, <=50K
37, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Germany, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,54, United-States, <=50K
55, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,2607,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Self-emp-not-inc, Assoc-voc, Separated, Tech-support, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
35, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
55, Local-gov, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
53, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Italy, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Craft-repair, Unmarried, White, Female,0,0,42, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,99999,0,60, United-States, >50K
37, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
86, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, <=50K
47, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,42, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, >50K
37, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Female,7687,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
21, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
27, Private, Some-college, Separated, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
30, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
41, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
44, Self-emp-inc, 9th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1669,36, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Mexico, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
64, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Assoc-voc, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,42, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,30, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Columbia, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, >50K
33, Federal-gov, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,32, United-States, <=50K
62, Local-gov, 11th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Poland, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,1848,25, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Wife, Black, Female,0,0,36, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Hong, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Masters, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Federal-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,1669,40, United-States, <=50K
24, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
23, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
42, State-gov, Masters, Never-married, Protective-serv, Husband, Other, Male,0,0,40, Mexico, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,22, United-States, <=50K
