21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,24, Mexico, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, >50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,3448,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,35, United-States, <=50K
23, Local-gov, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
58, Federal-gov, 9th, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
34, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,10, Mexico, <=50K
42, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,2415,40, United-States, >50K
40, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,4650,0,70, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, Mexico, <=50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,1902,60, United-States, >50K
36, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Germany, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,22436,0,3, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, State-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2396,60, United-States, <=50K
23, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,36, Mexico, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Mexico, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Masters, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,15, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,4, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7435,0,60, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,2896,0,32, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, >50K
63, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Mexico, <=50K
41, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,38, United-States, >50K
22, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
58, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,4202,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
44, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
63, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, United-States, >50K
46, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7348,0,40, United-States, >50K
37, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, United-States, >50K
70, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, White, Female,3341,0,4, United-States, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1790,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,45, United-States, >50K
59, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Female,15024,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
54, Self-emp-not-inc, Doctorate, Divorced, Sales, Husband, White, Male,0,0,70, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
76, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
49, Self-emp-not-inc, Some-college, Separated, Protective-serv, Husband, White, Male,0,0,88, United-States, <=50K
38, State-gov, 12th, Divorced, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, Mexico, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
23, Private, Masters, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,3742,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
65, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2982,0,50, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Female,0,0,53, United-States, <=50K
24, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,1977,40, United-States, <=50K
33, Local-gov, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
52, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,3390,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
52, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, <=50K
52, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
36, Local-gov, 12th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Widowed, Other-service, Wife, Black, Male,0,0,40, Mexico, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
64, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,45, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
51, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,80, United-States, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1746,50, United-States, <=50K
41, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,7, United-States, <=50K
36, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,4, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,22, Philippines, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,12, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, 9th, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,15024,0,54, United-States, >50K
35, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30, Private, 9th, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
27, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, <=50K
42, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,60, United-States, >50K
27, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,15, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Doctorate, Separated, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,3137,0,64, United-States, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Local-gov, Doctorate, Widowed, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
62, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
83, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
19, Local-gov, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
21, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
81, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, Hong, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
75, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
54, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,78, United-States, >50K
67, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,32, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
30, Private, 11th, Never-married, Sales, Not-in-family, White, Male,4970,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Columbia, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, >50K
40, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
67, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
