48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
50, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, Yugoslavia, >50K
62, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,5451,0,40, Puerto-Rico, <=50K
34, State-gov, Some-college, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,0,0,20, Scotland, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
77, Self-emp-not-inc, 1st-4th, Widowed, Other-service, Not-in-family, White, Female,0,0,15, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Mexico, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Hong, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Holand-Netherlands, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Poland, >50K
26, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, England, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
21, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Portugal, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, Hungary, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,27, Peru, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,3967,0,45, Haiti, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
75, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,15, Cuba, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
41, Private, Some-college, Never-married, Sales, Wife, Other, Male,0,1902,20, Japan, >50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,32, France, >50K
21, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Yugoslavia, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
50, State-gov, Masters, Divorced, Sales, Not-in-family, White, Female,0,2410,70, Jamaica, <=50K
56, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Germany, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Guatemala, <=50K
42, Private, 10th, Widowed, Sales, Unmarried, White, Male,0,0,10, Poland, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, China, <=50K
61, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,7532,0,40, Hungary, >50K
55, State-gov, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,70, Honduras, <=50K
69, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,4005,0,10, Cambodia, <=50K
59, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, Philippines, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, Philippines, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
59, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Germany, >50K
42, Local-gov, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Italy, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, >50K
50, Local-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Wife, White, Male,0,0,40, Canada, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,4386,0,40, Italy, <=50K
23, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,40, Ireland, <=50K
22, Local-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Canada, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,32, Outlying-US(Guam-USVI-etc), <=50K
58, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
53, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,5, Mexico, <=50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, France, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Other-relative, White, Female,0,2394,35, Hong, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, >50K
48, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Philippines, <=50K
50, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Laos, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,53, Cuba, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,35, England, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1948,40, Haiti, >50K
30, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Dominican-Republic, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Cambodia, >50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Poland, <=50K
51, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,32, Cuba, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Peru, >50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Thailand, <=50K
40, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, Peru, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Taiwan, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
45, Federal-gov, Assoc-acdm, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, China, <=50K
45, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7687,0,60, Philippines, >50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Hong, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Poland, <=50K
30, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
75, State-gov, Bachelors, Widowed, Handlers-cleaners, Not-in-family, Black, Female,3958,0,40, Trinadad&Tobago, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,40, France, <=50K
37, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Japan, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Haiti, >50K
49, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, France, <=50K
31, Federal-gov, Bachelors, Never-married, Tech-support, Unmarried, White, Male,0,0,45, Holand-Netherlands, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,99999,0,60, Hong, >50K
37, Private, Some-college, Separated, Farming-fishing, Unmarried, White, Female,0,0,40, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,19, Iran, <=50K
60, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
41, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,25, Nicaragua, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Vietnam, <=50K
66, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
51, Private, Masters, Separated, Sales, Husband, White, Male,0,0,60, Ireland, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Poland, >50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Cambodia, <=50K
33, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,50, Ecuador, <=50K
43, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,1974,40, Guatemala, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,30, Canada, <=50K
67, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,4402,0,40, Scotland, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Guatemala, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
47, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Dominican-Republic, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Cuba, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, Taiwan, <=50K
45, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,25, El-Salvador, <=50K
22, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Ireland, <=50K
59, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, El-Salvador, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, Peru, <=50K
40, State-gov, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, Scotland, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,47, Mexico, >50K
54, Private, 11th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,35, Philippines, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4806,0,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,56, Cambodia, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, Vietnam, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,5178,0,40, Japan, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Haiti, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Dominican-Republic, <=50K
28, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, >50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,50, Peru, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,2429,50, Ireland, >50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Holand-Netherlands, <=50K
42, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
44, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,42, El-Salvador, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1999,40, Canada, >50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, Laos, <=50K
60, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, China, >50K
34, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,43, Puerto-Rico, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Local-gov, Some-college, Never-married, Sales, Wife, Black, Female,0,0,35, Honduras, >50K
27, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,20, Dominican-Republic, <=50K
49, Federal-gov, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,25, Haiti, <=50K
27, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, Ecuador, <=50K
56, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,20, Philippines, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,37, Holand-Netherlands, <=50K
18, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
50, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,30, Ireland, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, India, <=50K
38, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,30, Yugoslavia, >50K
36, Private, Bachelors, Never-married, Other-service, Wife, Black, Female,0,0,40, Yugoslavia, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, Taiwan, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, Trinadad&Tobago, >50K
45, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Black, Female,0,1999,35, England, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, >50K
26, Private, Masters, Divorced, Adm-clerical, Wife, White, Female,0,0,35, Hong, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
55, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,1977,65, Laos, >50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Scotland, >50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Japan, <=50K
34, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, France, >50K
32, Self-emp-not-inc, Bachelors, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Philippines, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
27, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,45, Haiti, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, Peru, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, England, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, El-Salvador, >50K
60, Local-gov, Masters, Widowed, Sales, Unmarried, White, Female,0,0,40, South, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
20, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,20, Iran, <=50K
34, Private, Masters, Never-married, Exec-managerial, Own-child, Black, Female,0,0,30, Vietnam, >50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,3353,0,99, Trinadad&Tobago, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, France, <=50K
42, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, Greece, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Canada, <=50K
30, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, Laos, <=50K
42, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2196,65, France, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Hong, <=50K
29, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Japan, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,40, Italy, >50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Scotland, <=50K
54, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Peru, <=50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, China, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,2349,0,20, Japan, <=50K
43, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Honduras, <=50K
25, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,2007,40, Puerto-Rico, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Iran, >50K
44, Self-emp-inc, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,1902,40, Columbia, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, Mexico, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Hong, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, Guatemala, >50K
57, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Hong, >50K
39, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Haiti, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Peru, <=50K
30, Private, Masters, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,16, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2247,60, Italy, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Honduras, <=50K
25, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,35, Scotland, <=50K
35, Local-gov, Bachelors, Never-married, Priv-house-serv, Unmarried, Black, Female,0,0,40, Mexico, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,35, Guatemala, >50K
60, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,5525,0,60, Philippines, >50K
56, State-gov, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, Scotland, <=50K
51, Private, Prof-school, Separated, Sales, Unmarried, White, Male,0,0,12, France, <=50K
24, Private, Bachelors, Divorced, Protective-serv, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Peru, >50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Italy, <=50K
42, Private, Some-college, Separated, Sales, Own-child, Black, Female,0,0,40, Honduras, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, Nicaragua, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, Yugoslavia, <=50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,0,0,30, France, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Ireland, <=50K
72, State-gov, Some-college, Widowed, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Scotland, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Holand-Netherlands, >50K
58, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, Laos, <=50K
46, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, Mexico, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, France, <=50K
43, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, <=50K
29, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, China, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,54, Portugal, <=50K
66, State-gov, 1st-4th, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,25, Holand-Netherlands, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, El-Salvador, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,15024,0,50, Scotland, >50K
28, Federal-gov, Some-college, Never-married, Prof-specialty, Husband, Other, Male,0,0,45, Ireland, >50K
50, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, Haiti, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Portugal, <=50K
30, Private, 11th, Divorced, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Hungary, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
56, State-gov, 1st-4th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
