29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
47, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,25, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,39, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
23, Self-emp-inc, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,30, Mexico, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,38, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
58, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,4395,0,35, United-States, >50K
65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2412,70, United-States, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
75, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
59, Federal-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2829,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
64, State-gov, Some-college, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,50, United-States, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,54, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
73, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,8, United-States, <=50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Hungary, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,74, United-States, <=50K
69, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,10, United-States, <=50K
36, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,4791,0,40, Japan, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1887,40, Canada, >50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
48, Private, Bachelors, Widowed, Adm-clerical, Wife, White, Male,0,0,25, United-States, <=50K
41, Local-gov, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,54, United-States, >50K
59, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,52, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
76, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, <=50K
69, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, 9th, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,88, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Mexico, <=50K
29, State-gov, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Laos, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,38, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, Mexico, <=50K
67, Private, Assoc-voc, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
24, Private, 9th, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,48, France, >50K
35, Local-gov, Doctorate, Married-spouse-absent, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,65, United-States, <=50K
33, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
64, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Germany, <=50K
41, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, England, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Widowed, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Scotland, <=50K
41, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,16, United-States, <=50K
44, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,1509,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, >50K
42, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3884,0,35, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, South, >50K
30, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Peru, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, >50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Portugal, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
61, State-gov, Masters, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,89, United-States, <=50K
38, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
33, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,14363,0,40, United-States, >50K
19, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, State-gov, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Peru, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
60, Federal-gov, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,32, United-States, <=50K
73, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3423,0,20, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,54, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Priv-house-serv, Own-child, White, Male,0,0,20, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,54, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, 9th, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
45, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, El-Salvador, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Germany, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
54, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, India, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,1823,16, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, India, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Mexico, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Husband, White, Male,0,0,20, Italy, <=50K
37, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
40, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,60, United-States, >50K
55, Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Federal-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Other-service, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,1, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
49, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,1670,40, India, <=50K
33, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Dominican-Republic, >50K
46, State-gov, Doctorate, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,5178,0,40, Vietnam, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,45, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,80, United-States, >50K
62, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,12732,0,44, United-States, >50K
39, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,1825,54, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
35, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,1668,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,48, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
75, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Dominican-Republic, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3455,0,60, India, <=50K
31, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, Mexico, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,58, Poland, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2863,0,32, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,48, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, Vietnam, <=50K
28, State-gov, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5178,0,45, Iran, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,17, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, Canada, >50K
37, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,32, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,16, United-States, <=50K
50, State-gov, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
80, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,2970,0,30, United-States, <=50K
30, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Hong, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
72, Federal-gov, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
46, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,3544,0,40, United-States, >50K
58, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,748,0,40, El-Salvador, <=50K
30, Private, 11th, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
39, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, >50K
25, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
42, Federal-gov, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,4226,0,40, South, <=50K
21, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
38, State-gov, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,8, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
71, State-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
