39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
62, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,20, Dominican-Republic, <=50K
31, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, 1st-4th, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,35, Cuba, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,3325,0,40, Haiti, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Unmarried, Other, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, >50K
53, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,30, Trinadad&Tobago, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,54, Columbia, <=50K
21, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Armed-Forces, Husband, Other, Male,0,1666,45, United-States, >50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,54, United-States, >50K
44, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, >50K
40, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,45, Greece, <=50K
40, Local-gov, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Private, 7th-8th, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
31, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,1592,30, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,65, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,48, Poland, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
55, Private, HS-grad, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
44, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
75, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Yugoslavia, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,55, Jamaica, >50K
55, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,30, Italy, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,1464,0,35, United-States, <=50K
56, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, >50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,6, United-States, <=50K
24, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, China, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,20, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
32, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,48, Nicaragua, <=50K
22, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Ireland, <=50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,99999,0,60, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,12, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,60, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Nicaragua, >50K
44, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,3604,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,50, Germany, <=50K
37, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,45, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
50, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, >50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
56, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,40, Hong, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Vietnam, <=50K
27, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, Laos, <=50K
41, Local-gov, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Peru, >50K
27, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
40, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, <=50K
25, Private, 12th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Greece, >50K
53, Private, Some-college, Separated, Farming-fishing, Not-in-family, White, Female,0,0,48, Ireland, <=50K
23, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,54, England, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,57, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Own-child, Black, Female,0,0,15, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,25, United-States, <=50K
42, Local-gov, Masters, Separated, Prof-specialty, Husband, White, Male,15024,0,32, United-States, >50K
59, Self-emp-not-inc, Masters, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Female,7687,0,60, El-Salvador, >50K
66, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,1887,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, South, <=50K
48, Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, England, <=50K
35, Self-emp-inc, Prof-school, Never-married, Craft-repair, Husband, White, Female,0,1887,45, United-States, >50K
52, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,24, Nicaragua, <=50K
61, Private, 7th-8th, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,18, United-States, <=50K
27, Local-gov, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Widowed, Other-service, Unmarried, Black, Male,0,0,44, England, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, Dominican-Republic, <=50K
61, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,6, Scotland, >50K
50, Private, 10th, Never-married, Exec-managerial, Wife, White, Male,0,0,40, South, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States, >50K
23, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,20, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,50, Laos, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,40, Vietnam, >50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,20, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,45, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,57, Philippines, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, England, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1233,40, United-States, <=50K
35, Private, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,4171,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
26, Private, 10th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,37, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Separated, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
51, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Widowed, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,23, United-States, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,42, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
32, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, Ireland, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, South, >50K
28, Local-gov, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, 10th, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, United-States, <=50K
36, Private, Assoc-voc, Divorced, Sales, Husband, White, Female,0,0,50, Mexico, <=50K
49, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
52, Local-gov, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,50, Peru, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,73, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1443,50, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Hong, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,75, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,15024,0,48, Honduras, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,15024,0,50, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1978,40, Iran, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
24, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,4, United-States, <=50K
57, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,29, United-States, <=50K
53, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, Vietnam, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,73, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
36, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, Mexico, <=50K
39, Private, 9th, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, China, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,3103,0,40, Hungary, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,20, Ecuador, <=50K
45, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
32, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Jamaica, >50K
28, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
50, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,45, Mexico, >50K
21, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,0,75, Taiwan, <=50K
39, Private, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,24, Scotland, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
26, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Cambodia, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1902,40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Holand-Netherlands, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, State-gov, 10th, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,35, Guatemala, <=50K
26, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,65, United-States, >50K
28, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Guatemala, <=50K
59, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
67, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, Vietnam, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Greece, <=50K
87, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,3, Yugoslavia, <=50K
23, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Taiwan, >50K
32, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Haiti, <=50K
25, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
52, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
21, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,39, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
