19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,5178,0,40, Cuba, >50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
74, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Guatemala, <=50K
42, Private, Masters, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, Peru, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,1848,48, United-States, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
32, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
54, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,45, Cuba, <=50K
35, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,65, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
40, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Laos, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Hungary, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
34, Private, Prof-school, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Ireland, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Cambodia, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Canada, <=50K
19, Private, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,1830,25, Nicaragua, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
67, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,5710,0,20, Cuba, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, France, <=50K
43, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
29, Private, HS-grad, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,6705,0,40, Japan, >50K
54, Private, 7th-8th, Separated, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,99, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Haiti, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,5178,0,40, Hong, <=50K
42, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Canada, <=50K
29, Private, Doctorate, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,4596,0,40, South, <=50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5013,0,40, Hungary, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,42, United-States, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,15, South, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,30, Poland, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Philippines, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, Canada, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1992,40, Jamaica, <=50K
49, Local-gov, Masters, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,2256,50, Germany, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,60, England, >50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, >50K
54, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, Thailand, <=50K
36, Local-gov, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Germany, >50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, France, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Laos, <=50K
59, Private, 9th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Cuba, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,2839,0,98, Greece, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
40, Private, Assoc-voc, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,7298,0,40, Nicaragua, >50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, Taiwan, >50K
43, Private, HS-grad, Separated, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
51, Private, 9th, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Nicaragua, >50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,71, England, <=50K
45, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, Ireland, <=50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, Canada, >50K
46, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,20, South, <=50K
30, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, England, <=50K
62, Private, 7th-8th, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, Philippines, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
25, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Ireland, >50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Portugal, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,20, Canada, >50K
79, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, England, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, Vietnam, <=50K
85, Private, Prof-school, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
32, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
31, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, England, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,40, Greece, <=50K
33, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1743,50, Cambodia, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
61, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, <=50K
31, Local-gov, Masters, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
69, Self-emp-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,35, Scotland, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Greece, <=50K
42, Private, Assoc-acdm, Divorced, Protective-serv, Husband, Other, Male,0,0,40, Greece, <=50K
25, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,1977,40, Japan, >50K
42, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,34, Hungary, <=50K
41, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Portugal, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Taiwan, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,43, Haiti, >50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1655,40, Scotland, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,3103,0,70, Poland, >50K
66, Self-emp-not-inc, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,32, Canada, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,35, Hong, >50K
32, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
31, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, France, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
46, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,27, Greece, <=50K
50, Self-emp-inc, 9th, Widowed, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1961,70, India, >50K
34, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,54, India, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,45, Vietnam, <=50K
30, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Ireland, >50K
23, Private, Some-college, Separated, Adm-clerical, Unmarried, Other, Female,0,0,40, South, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
51, Self-emp-inc, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, Japan, >50K
52, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
27, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,30, Greece, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, France, >50K
31, Private, Bachelors, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,30, El-Salvador, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Guatemala, >50K
57, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
33, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, England, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, England, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Nicaragua, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,54, France, >50K
53, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,98, Japan, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,25, Scotland, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
36, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Taiwan, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,54, Yugoslavia, >50K
43, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, Scotland, >50K
64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Cambodia, >50K
37, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Portugal, <=50K
55, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Portugal, <=50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, South, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Scotland, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Yugoslavia, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Thailand, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
51, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
17, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, Portugal, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
55, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,50, Thailand, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Laos, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Jamaica, <=50K
57, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,44, El-Salvador, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ireland, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,20, Jamaica, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1886,60, El-Salvador, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,44, Canada, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
54, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,45, Greece, <=50K
59, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Hungary, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,52, Ecuador, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,2, Thailand, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, Poland, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
35, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
23, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, China, <=50K
57, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Hungary, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, France, <=50K
21, Private, 11th, Divorced, Handlers-cleaners, Own-child, Other, Female,0,0,40, Guatemala, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,45, Peru, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,1977,35, Guatemala, >50K
26, Private, 10th, Never-married, Sales, Not-in-family, Other, Female,0,0,24, Thailand, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
62, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cambodia, <=50K
51, Private, Bachelors, Widowed, Transport-moving, Unmarried, Black, Female,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Haiti, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,15024,0,30, Scotland, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
50, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,65, Iran, <=50K
33, Federal-gov, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
33, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Ecuador, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, >50K
56, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,30, Guatemala, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, South, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,48, Philippines, <=50K
41, Local-gov, Bachelors, Never-married, Sales, Wife, Other, Male,0,1602,50, Honduras, <=50K
40, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,15024,0,40, Canada, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, Portugal, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,30, Iran, <=50K
34, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Nicaragua, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Husband, Black, Male,0,0,50, Canada, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,37, Jamaica, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,32, Poland, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, Greece, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, Hong, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, El-Salvador, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298,0,25, France, <=50K
59, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Canada, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,80, Dominican-Republic, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, India, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
30, Private, Bachelors, Separated, Handlers-cleaners, Own-child, White, Female,0,0,40, South, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,12, Mexico, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, India, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Peru, >50K
64, Private, 9th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, France, >50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,20, Dominican-Republic, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
38, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,50, Italy, >50K
32, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Thailand, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,25, Thailand, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Laos, >50K
47, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Philippines, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cambodia, >50K
37, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Guatemala, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Italy, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,64, South, <=50K
25, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Scotland, <=50K
