59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Canada, >50K
55, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Iran, <=50K
39, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Peru, <=50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,70, Yugoslavia, <=50K
56, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Other, Male,2803,0,39, Hong, <=50K
30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Thailand, <=50K
63, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Honduras, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, Trinadad&Tobago, <=50K
37, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, France, <=50K
52, Local-gov, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Scotland, <=50K
50, Private, Bachelors, Separated, Craft-repair, Husband, Other, Male,0,0,40, Iran, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Nicaragua, >50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
38, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Ecuador, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,2412,65, China, >50K
51, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,12, Columbia, <=50K
42, Private, 7th-8th, Widowed, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Yugoslavia, <=50K
25, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Japan, <=50K
37, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, France, <=50K
46, State-gov, Prof-school, Married-spouse-absent, Exec-managerial, Husband, White, Female,15024,0,60, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,1876,50, Guatemala, >50K
36, Private, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,54, Peru, >50K
26, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Not-in-family, Other, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,4386,0,40, South, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Female,5178,0,45, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Vietnam, <=50K
31, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, Trinadad&Tobago, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,4898,0,50, France, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Local-gov, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,40, Ireland, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Dominican-Republic, >50K
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,54, Puerto-Rico, >50K
30, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,55, United-States, <=50K
45, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,2534,40, Dominican-Republic, >50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, China, <=50K
43, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,32, Greece, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,70, Greece, >50K
24, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
31, Federal-gov, Assoc-voc, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, England, >50K
63, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Iran, <=50K
55, Private, HS-grad, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, China, >50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,1689,40, Peru, <=50K
47, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Vietnam, >50K
42, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,45, United-States, <=50K
49, Private, HS-grad, Widowed, Craft-repair, Wife, Other, Female,0,0,40, Germany, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,4386,0,45, Peru, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,20, France, <=50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,2391,0,40, Taiwan, <=50K
23, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Italy, <=50K
19, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0,1887,40, Cuba, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, El-Salvador, <=50K
23, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Italy, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
37, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, Japan, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, South, <=50K
23, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7493,0,98, Scotland, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, >50K
42, Private, 9th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
25, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,35, Germany, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Cambodia, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Italy, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, Hungary, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Portugal, >50K
41, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, India, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Ecuador, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Thailand, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Honduras, <=50K
19, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,27, Dominican-Republic, <=50K
42, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Philippines, >50K
27, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,60, Hungary, <=50K
36, Private, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,99999,0,46, Italy, >50K
34, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,1709,40, Hong, <=50K
51, Private, 7th-8th, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, Ireland, <=50K
24, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Japan, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Hong, <=50K
23, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,45, Canada, >50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,20, Jamaica, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Haiti, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,35, Greece, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,60, Ireland, >50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,60, Honduras, >50K
25, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Jamaica, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Thailand, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, England, >50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, Peru, >50K
33, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1740,40, Hong, >50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,35, France, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,45, France, <=50K
20, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, Haiti, <=50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
25, Private, Assoc-voc, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Portugal, >50K
39, Self-emp-inc, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
25, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, 9th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, Cambodia, <=50K
20, Private, 11th, Never-married, Other-service, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,55, Germany, <=50K
66, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
79, Local-gov, HS-grad, Widowed, Sales, Husband, Other, Female,0,0,30, Peru, <=50K
43, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,60, Vietnam, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1571,12, Cambodia, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,25, Vietnam, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
59, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Trinadad&Tobago, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,0,45, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, El-Salvador, <=50K
48, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,38, Portugal, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Iran, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, >50K
29, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Greece, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
55, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Thailand, <=50K
28, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, Jamaica, <=50K
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, England, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,27, Haiti, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Italy, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,99999,0,50, South, >50K
46, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Canada, <=50K
38, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,1728,40, France, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Italy, >50K
34, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
76, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, France, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,38, Scotland, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
54, Private, 11th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,38, India, <=50K
41, Local-gov, HS-grad, Divorced, Other-service, Other-relative, Black, Male,0,1596,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Mexico, <=50K
59, Self-emp-inc, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
26, State-gov, Bachelors, Never-married, Sales, Unmarried, Black, Female,0,0,38, Italy, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,2181,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,45, France, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, India, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Hong, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Armed-Forces, Husband, White, Male,3145,0,45, Ecuador, >50K
58, Private, Prof-school, Widowed, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,68, Italy, <=50K
51, Private, 10th, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,50, Philippines, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, State-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Poland, <=50K
80, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2325,54, Hong, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,2239,0,17, Jamaica, <=50K
58, Private, 5th-6th, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, England, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
20, Private, 11th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Italy, <=50K
42, Private, Masters, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, Guatemala, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,60, Puerto-Rico, >50K
50, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,1736,15, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, >50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
64, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,1321,38, Honduras, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Hong, >50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, Yugoslavia, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
19, Private, 12th, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,35, Greece, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,54, Mexico, >50K
17, Private, 11th, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,99999,0,40, Outlying-US(Guam-USVI-etc), >50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,45, Cambodia, <=50K
50, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,60, Germany, <=50K
45, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Ecuador, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Greece, >50K
61, State-gov, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,3359,0,40, Peru, >50K
39, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
33, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,80, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, India, >50K
