50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
51, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,50, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,15, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
37, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,13, United-States, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3174,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
36, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,1663,20, United-States, <=50K
64, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
23, Local-gov, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
30, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
58, Federal-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
58, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,28, Hong, <=50K
45, Local-gov, 5th-6th, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
21, Private, 11th, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,29, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Private, 10th, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
39, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, <=50K
37, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,53, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,13, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
53, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, <=50K
67, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,33, United-States, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
62, Local-gov, Bachelors, Married-spouse-absent, Sales, Wife, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, Guatemala, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,24, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
56, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,2265,50, United-States, <=50K
66, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,6512,0,40, United-States, >50K
32, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Male,2888,0,70, France, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, >50K
44, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Philippines, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,5, United-States, <=50K
28, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, 7th-8th, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Widowed, Other-service, Husband, White, Female,0,0,10, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Separated, Craft-repair, Unmarried, White, Female,0,0,45, United-States, >50K
47, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,6, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, State-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,8614,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,45, United-States, >50K
22, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
40, Private, 11th, Separated, Exec-managerial, Not-in-family, White, Female,0,0,34, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1806,62, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,13662,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
42, Private, Assoc-acdm, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,0,0,60, Holand-Netherlands, <=50K
37, Private, Prof-school, Separated, Adm-clerical, Not-in-family, White, Male,0,0,29, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
73, Self-emp-not-inc, 9th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,17650,0,35, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,60, Philippines, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,60, United-States, <=50K
41, Local-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, United-States, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
38, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,54, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,99, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
40, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,96, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,24, Columbia, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,8, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Male,0,0,29, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Mexico, <=50K
44, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,24, Philippines, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, >50K
31, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,2415,70, United-States, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,1841,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
44, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1902,51, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2415,35, United-States, >50K
46, Private, 7th-8th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Haiti, >50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,24, China, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
35, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,4724,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,60, Ecuador, <=50K
76, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,2, United-States, <=50K
27, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,15024,0,60, El-Salvador, >50K
54, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1842,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, South, <=50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
50, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
37, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, United-States, >50K
18, Private, 1st-4th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
38, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,37, Taiwan, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,15, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4511,0,35, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Masters, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,29, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,0,40, United-States, <=50K
54, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, India, >50K
20, Private, 11th, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,28, United-States, <=50K
46, Local-gov, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Priv-house-serv, Husband, White, Male,0,0,54, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Widowed, Handlers-cleaners, Not-in-family, Black, Male,3878,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Scotland, <=50K
55, Private, Masters, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,84, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
76, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Unmarried, White, Male,3434,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,2671,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
56, Local-gov, Some-college, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Canada, >50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, Cuba, >50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
25, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
17, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,1616,35, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, Mexico, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
62, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, <=50K
35, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,33, United-States, <=50K
20, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
65, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,29, United-States, >50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
28, Private, 11th, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
