59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,37, Germany, <=50K
62, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, >50K
36, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, Other, Male,0,0,70, United-States, <=50K
44, Private, HS-grad, Separated, Prof-specialty, Unmarried, Black, Male,0,0,30, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, >50K
54, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,587,0,40, Hong, >50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Ireland, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, Jamaica, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Guatemala, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,2692,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
39, Local-gov, Bachelors, Divorced, Sales, Wife, White, Female,0,0,40, Cuba, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, <=50K
77, Private, Masters, Widowed, Sales, Not-in-family, White, Male,0,0,20, South, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, Italy, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, <=50K
22, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,35, Germany, <=50K
42, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, >50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Local-gov, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,15024,0,50, United-States, >50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,1585,20, United-States, <=50K
35, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7513,0,40, Greece, >50K
39, Private, 7th-8th, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,60, England, <=50K
20, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, France, >50K
59, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1600,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
50, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, <=50K
24, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Canada, <=50K
64, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,4, United-States, <=50K
76, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2123,40, El-Salvador, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, <=50K
53, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
58, Private, Assoc-voc, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Greece, <=50K
20, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Germany, <=50K
24, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Thailand, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
18, State-gov, 11th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
57, Private, 7th-8th, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Masters, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
38, Self-emp-not-inc, Some-college, Separated, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
50, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Columbia, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, <=50K
68, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, Taiwan, <=50K
34, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, China, <=50K
48, Private, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1902,65, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
65, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
34, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
46, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, France, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,50, United-States, >50K
61, Self-emp-not-inc, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,4912,0,54, United-States, >50K
27, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Philippines, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, <=50K
29, Self-emp-not-inc, 9th, Never-married, Sales, Own-child, Black, Female,0,0,50, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Mexico, >50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,99999,0,40, Scotland, >50K
71, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, Philippines, <=50K
26, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,48, Thailand, <=50K
34, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, State-gov, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,11, Greece, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Vietnam, >50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Greece, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1848,65, United-States, >50K
48, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,60, Trinadad&Tobago, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,48, Philippines, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,35, India, >50K
52, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,56, Ireland, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, Greece, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,1734,54, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Scotland, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, <=50K
44, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Puerto-Rico, <=50K
35, Private, HS-grad, Married-civ-spouse, Armed-Forces, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Local-gov, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,1576,25, Thailand, <=50K
18, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, Assoc-acdm, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, South, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
73, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,30, South, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,85, Thailand, <=50K
47, Self-emp-not-inc, 7th-8th, Never-married, Adm-clerical, Wife, Black, Female,0,0,35, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,4, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,18, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,3065,0,45, Philippines, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
55, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,3103,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,10, Taiwan, <=50K
50, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,99999,0,38, Columbia, >50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,14083,0,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
59, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, Dominican-Republic, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, England, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,37, United-States, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,2086,0,20, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,82, United-States, <=50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Scotland, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Japan, <=50K
43, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,4814,0,40, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, Cuba, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, >50K
56, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,2971,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
31, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, United-States, >50K
50, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,27, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,38, Vietnam, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,79, Taiwan, >50K
24, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,54, South, <=50K
30, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Portugal, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,65, Portugal, <=50K
50, Private, HS-grad, Separated, Machine-op-inspct, Wife, White, Male,0,0,36, United-States, <=50K
21, State-gov, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,3971,0,48, South, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Scotland, >50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, >50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, Jamaica, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,20, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, France, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,24, Jamaica, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States, <=50K
58, State-gov, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
35, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,50, Iran, <=50K
69, Private, 5th-6th, Widowed, Adm-clerical, Husband, White, Female,15024,0,2, England, >50K
73, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,15, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,5, Scotland, <=50K
56, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
48, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
17, Private, 11th, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, Iran, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, HS-grad, Separated, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1848,45, Haiti, >50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
30, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
65, State-gov, HS-grad, Widowed, Craft-repair, Unmarried, Other, Female,0,0,25, Italy, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
21, Private, 11th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, France, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
56, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,1739,36, Vietnam, <=50K
38, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,10, Japan, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,42, Yugoslavia, >50K
33, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,99, Hong, >50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
51, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Hungary, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
80, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
60, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,1619,2, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K
66, Private, 7th-8th, Widowed, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, >50K
26, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,2447,0,40, Nicaragua, <=50K
56, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
65, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,25, Greece, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Yugoslavia, <=50K
52, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1737,70, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, Dominican-Republic, >50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, South, >50K
42, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
21, State-gov, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, Hungary, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Cambodia, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico, <=50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, Scotland, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Widowed, Other-service, Unmarried, White, Male,0,0,37, United-States, <=50K
70, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,65, United-States, >50K
60, Self-emp-inc, Assoc-voc, Widowed, Armed-Forces, Own-child, White, Female,0,0,40, Greece, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, England, <=50K
33, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
