27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Greece, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,54, United-States, <=50K
68, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,4291,0,40, United-States, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Germany, <=50K
46, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,2174,0,10, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Greece, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,7298,0,45, Nicaragua, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
26, Local-gov, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,4071,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,12, El-Salvador, <=50K
34, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,39, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
60, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,50, Jamaica, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Taiwan, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, El-Salvador, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
20, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
62, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,2457,0,20, United-States, <=50K
33, Local-gov, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,1834,40, United-States, >50K
35, Private, Masters, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1887,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,1684,45, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Greece, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
54, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
21, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
70, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1891,50, United-States, <=50K
47, State-gov, Some-college, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,2116,40, United-States, <=50K
47, Private, Bachelors, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,1637,54, Puerto-Rico, >50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,39, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, Hungary, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
43, Private, 11th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,2490,0,40, United-States, >50K
62, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, Cambodia, <=50K
61, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Scotland, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Guatemala, >50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Canada, >50K
29, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
64, Private, 10th, Widowed, Adm-clerical, Unmarried, White, Female,0,1887,40, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Iran, <=50K
19, Private, 11th, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,35, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Ireland, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Local-gov, Masters, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1659,40, Poland, <=50K
28, Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, India, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Protective-serv, Other-relative, Black, Female,0,0,27, United-States, <=50K
46, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
36, Private, 10th, Never-married, Other-service, Unmarried, White, Female,0,0,29, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Separated, Sales, Unmarried, Black, Male,0,0,38, Poland, <=50K
44, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
21, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Laos, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,40, El-Salvador, >50K
51, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
54, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, 12th, Divorced, Adm-clerical, Wife, White, Male,0,0,38, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
20, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1755,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,20, United-States, <=50K
56, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
29, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,4056,0,40, United-States, >50K
21, Private, Assoc-voc, Never-married, Tech-support, Other-relative, White, Female,0,0,25, United-States, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,18, United-States, >50K
53, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
41, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1870,65, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, >50K
30, Private, 11th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Vietnam, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
49, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Cuba, <=50K
50, Private, 1st-4th, Never-married, Tech-support, Husband, Other, Male,0,0,40, England, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
30, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
71, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,55, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, Guatemala, >50K
25, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
27, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, El-Salvador, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, China, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, India, <=50K
55, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
24, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Philippines, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Japan, >50K
56, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
51, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Masters, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, State-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, Hong, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
36, Private, 5th-6th, Never-married, Prof-specialty, Husband, White, Male,0,0,43, South, <=50K
54, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Canada, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
31, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, 1st-4th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,3341,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
53, Private, 10th, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
51, Local-gov, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
39, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,80, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Vietnam, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, United-States, <=50K
44, Local-gov, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,38, United-States, <=50K
65, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cambodia, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,68, United-States, >50K
51, Private, Masters, Widowed, Tech-support, Not-in-family, White, Female,0,1573,50, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
20, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,26, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Vietnam, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
68, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,80, Japan, <=50K
61, Self-emp-not-inc, 5th-6th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Thailand, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3132,0,40, United-States, >50K
33, Private, Some-college, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1895,45, Ecuador, >50K
33, Private, Bachelors, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, Nicaragua, <=50K
27, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, El-Salvador, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
64, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,25, United-States, >50K
67, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,2824,0,40, United-States, <=50K
22, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,4731,0,60, Japan, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Ireland, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, 12th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Greece, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,25, United-States, <=50K
48, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,25, Guatemala, <=50K
27, Private, 11th, Never-married, Prof-specialty, Wife, Other, Female,0,0,40, Ireland, <=50K
56, Private, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,61, United-States, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
44, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,60, England, <=50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
55, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,1729,45, United-States, >50K
25, Local-gov, Some-college, Never-married, Other-service, Wife, White, Male,0,0,30, United-States, >50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,60, Dominican-Republic, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Thailand, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, United-States, >50K
35, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,4, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, Haiti, <=50K
55, Private, 10th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, Hong, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
59, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,91, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,1761,15, United-States, <=50K
