21, Private, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
47, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
62, Self-emp-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,8614,0,60, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
47, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, Germany, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, Puerto-Rico, <=50K
50, Private, HS-grad, Separated, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,24, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
20, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
25, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Poland, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,1740,40, Guatemala, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, China, >50K
58, Local-gov, Some-college, Widowed, Tech-support, Husband, Black, Male,0,0,10, Mexico, <=50K
26, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Philippines, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, Nicaragua, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2811,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,48, England, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,15024,0,54, United-States, >50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
25, State-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Japan, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, 10th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
70, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,74, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
23, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, France, >50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,25, United-States, >50K
28, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4386,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, Honduras, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
35, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1685,40, Cambodia, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, 9th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Cambodia, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
89, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,11679,0,20, Philippines, >50K
45, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
49, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hungary, <=50K
42, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,60, China, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
43, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,38, Columbia, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,15, Greece, <=50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Italy, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,2499,0,40, El-Salvador, <=50K
51, Local-gov, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Columbia, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, Philippines, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,30, United-States, >50K
70, Self-emp-not-inc, Assoc-voc, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,32, United-States, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
22, Private, 9th, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Hungary, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,6, Portugal, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,50, United-States, >50K
25, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, India, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,50, Mexico, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2006,0,70, England, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Mexico, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
42, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
64, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,20, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Prof-school, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,50, Germany, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,2996,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,65, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
61, Self-emp-not-inc, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,0,0,15, Ecuador, <=50K
41, Private, Masters, Separated, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Puerto-Rico, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Female,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 11th, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Prof-school, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,65, Honduras, <=50K
46, Self-emp-inc, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Peru, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,20, Philippines, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, Trinadad&Tobago, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,47, Poland, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
65, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,3454,40, India, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Tech-support, Wife, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,1844,40, Yugoslavia, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
50, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, Black, Male,13366,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K
36, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Laos, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Mexico, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, >50K
44, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
49, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,3912,0,44, United-States, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
56, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,25, Japan, >50K
31, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,35, Greece, >50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,80, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,54, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,75, Puerto-Rico, >50K
52, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,1881,50, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
68, Local-gov, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, Haiti, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, <=50K
45, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Thailand, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Mexico, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,30, Mexico, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,1977,0,50, Iran, >50K
43, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, Private, Masters, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,20, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,22, Japan, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, France, <=50K
43, Private, HS-grad, Separated, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
58, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,35, Peru, <=50K
37, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,14084,0,35, United-States, >50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, India, <=50K
38, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
23, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Puerto-Rico, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Iran, <=50K
39, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Greece, >50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Hong, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
22, Private, Bachelors, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,41, Greece, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Puerto-Rico, <=50K
49, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, Puerto-Rico, >50K
41, Self-emp-not-inc, Some-college, Separated, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,1963,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
45, Local-gov, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, 10th, Divorced, Tech-support, Unmarried, Black, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
