19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, Greece, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
24, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1653,40, United-States, <=50K
39, Federal-gov, HS-grad, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Hong, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, Hong, <=50K
18, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,68, United-States, <=50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Greece, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,36, Outlying-US(Guam-USVI-etc), <=50K
47, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
45, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,10526,0,44, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cambodia, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,54, China, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Vietnam, >50K
49, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,60, Nicaragua, <=50K
28, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,50, Iran, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Canada, >50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Iran, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
70, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1686,30, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Cuba, >50K
23, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, Greece, <=50K
69, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,2, Taiwan, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
62, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
62, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3694,0,43, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
49, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
28, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, >50K
41, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, India, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Nicaragua, >50K
59, Private, Assoc-acdm, Married-spouse-absent, Tech-support, Wife, White, Female,4951,0,40, United-States, >50K
52, Private, 9th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,37, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
41, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
23, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,22, United-States, <=50K
40, Self-emp-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,80, Greece, <=50K
18, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,15, Dominican-Republic, <=50K
44, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, Canada, <=50K
58, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1886,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,6521,0,60, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
49, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, Scotland, <=50K
49, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
37, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Laos, <=50K
59, Private, HS-grad, Separated, Farming-fishing, Husband, Black, Male,0,0,45, Germany, <=50K
62, Private, Masters, Separated, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,1685,40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Thailand, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, Poland, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,4622,0,50, Yugoslavia, >50K
62, Private, Bachelors, Widowed, Adm-clerical, Wife, White, Female,4082,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Laos, <=50K
45, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Laos, <=50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Iran, >50K
46, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Canada, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Thailand, >50K
31, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Ecuador, >50K
31, Self-emp-inc, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
19, Private, Some-college, Divorced, Transport-moving, Own-child, Other, Male,0,0,45, Hong, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,35, United-States, <=50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Poland, >50K
42, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
25, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,38, Vietnam, >50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Japan, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Cambodia, >50K
60, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,4157,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
30, Self-emp-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,5178,0,60, Philippines, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
55, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, >50K
33, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
23, Private, 7th-8th, Never-married, Other-service, Other-relative, White, Male,0,0,24, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, Japan, <=50K
53, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1848,40, United-States, >50K
20, Private, 11th, Separated, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,60, England, <=50K
35, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,1978,40, Italy, <=50K
29, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,2768,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, 5th-6th, Divorced, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Guatemala, <=50K
27, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Philippines, <=50K
39, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,46, United-States, <=50K
46, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
39, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,61, Portugal, >50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
59, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, England, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,24, Laos, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Ecuador, <=50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,48, United-States, <=50K
34, State-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Hungary, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Japan, >50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,25, United-States, <=50K
65, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, Iran, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,15, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Haiti, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1992,45, Mexico, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,24, Greece, <=50K
70, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,60, India, >50K
49, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,2853,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
68, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,8614,0,20, Peru, >50K
30, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, Other, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Other-relative, Black, Female,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1886,50, United-States, >50K
26, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2459,60, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, Trinadad&Tobago, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, El-Salvador, >50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7298,0,35, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Portugal, >50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,1886,30, Hong, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,2821,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, South, >50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Yugoslavia, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, Cuba, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Haiti, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,32, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, Germany, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
51, Self-emp-not-inc, Masters, Never-married, Other-service, Wife, Black, Female,0,0,40, Scotland, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Ecuador, >50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Vietnam, >50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,3024,0,40, Honduras, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7212,0,50, Poland, >50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, >50K
57, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,24, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Italy, >50K
49, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
64, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,3840,0,40, Thailand, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,42, United-States, >50K
56, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,24, Cambodia, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
36, Without-pay, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, England, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,8614,0,40, Peru, >50K
33, Private, Masters, Never-married, Protective-serv, Unmarried, White, Female,0,0,62, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
20, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Vietnam, >50K
41, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,7, United-States, <=50K
46, Private, Masters, Never-married, Sales, Husband, Asian-Pac-Islander, Male,10532,0,45, Germany, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, <=50K
36, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
43, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,50, Hungary, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
62, Private, Masters, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Portugal, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,40, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,35, Jamaica, <=50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
