56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,25, Portugal, >50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
57, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,42, United-States, <=50K
78, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, Jamaica, >50K
25, Private, Bachelors, Separated, Prof-specialty, Own-child, Black, Male,0,0,40, Poland, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
71, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,20, Columbia, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,3334,0,40, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Japan, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,50, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1850,40, Iran, >50K
22, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, India, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, <=50K
90, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,16730,0,60, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,25, United-States, >50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, El-Salvador, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Haiti, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
59, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, India, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Hungary, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
53, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Vietnam, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Puerto-Rico, <=50K
37, State-gov, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,32, United-States, >50K
49, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,2520,70, United-States, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,83, United-States, <=50K
28, State-gov, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,52, United-States, <=50K
26, Private, 12th, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1855,75, Vietnam, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3781,0,40, United-States, >50K
24, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Federal-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
55, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2049,40, Nicaragua, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Honduras, <=50K
67, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,33, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
19, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, Puerto-Rico, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,25, Philippines, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,37, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Mexico, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Thailand, <=50K
52, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Poland, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Yugoslavia, >50K
46, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,23, United-States, <=50K
28, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,4088,0,40, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,99999,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
45, Private, Some-college, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
48, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
71, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,26, United-States, <=50K
43, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, White, Female,14126,0,40, Hong, >50K
45, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
30, Private, Some-college, Married-spouse-absent, Farming-fishing, Unmarried, White, Male,3413,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,25, United-States, <=50K
48, Private, Bachelors, Widowed, Other-service, Unmarried, White, Male,0,0,54, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
30, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Germany, <=50K
28, Private, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Taiwan, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,50, France, <=50K
63, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Laos, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,3062,0,50, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Germany, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Ireland, <=50K
66, Private, 1st-4th, Divorced, Other-service, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
34, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
43, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,30, France, <=50K
48, Private, HS-grad, Widowed, Craft-repair, Unmarried, Black, Male,0,0,40, Ireland, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
53, Private, 5th-6th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,4353,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1900,40, Laos, >50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
70, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,25, Mexico, <=50K
37, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,3130,0,40, Germany, <=50K
23, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,2, Philippines, <=50K
55, State-gov, 5th-6th, Never-married, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
56, State-gov, 11th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
27, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,47, United-States, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,35, United-States, <=50K
33, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
46, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
29, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,55, United-States, <=50K
34, Private, Bachelors, Never-married, Farming-fishing, Husband, Black, Male,0,0,80, United-States, <=50K
41, Private, 7th-8th, Never-married, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
63, Self-emp-not-inc, HS-grad, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Haiti, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,4325,0,35, Laos, >50K
31, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,4098,0,20, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Some-college, Divorced, Craft-repair, Other-relative, Black, Male,0,0,40, Thailand, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
21, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,3142,0,8, United-States, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Scotland, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Yugoslavia, >50K
25, Private, 12th, Married-civ-spouse, Other-service, Not-in-family, White, Male,3984,0,40, Columbia, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, Italy, >50K
35, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
56, Private, Assoc-voc, Separated, Sales, Unmarried, White, Male,0,0,40, Iran, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,46, Hungary, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, State-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
29, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
54, Private, 10th, Widowed, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Haiti, <=50K
70, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,30, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,5036,0,40, United-States, >50K
23, Private, Masters, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, Japan, <=50K
36, Private, Some-college, Widowed, Adm-clerical, Own-child, Asian-Pac-Islander, Male,3397,0,45, Nicaragua, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
25, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,15024,0,50, Germany, >50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Federal-gov, Doctorate, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1885,40, United-States, <=50K
36, Private, Masters, Never-married, Transport-moving, Own-child, White, Female,0,0,10, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,5016,0,40, United-States, >50K
55, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,60, South, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,65, Hungary, >50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, Haiti, <=50K
24, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Cuba, >50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Italy, <=50K
71, Private, 7th-8th, Widowed, Prof-specialty, Wife, Black, Male,0,0,20, Hungary, <=50K
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,2206,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, Cambodia, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
58, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,4660,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Ireland, <=50K
39, Private, Assoc-voc, Never-married, Sales, Unmarried, Black, Male,0,0,60, Greece, <=50K
27, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Canada, <=50K
25, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,38, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,70, Ireland, >50K
21, Private, Bachelors, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,42, Iran, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
49, Federal-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Germany, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
56, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Taiwan, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Japan, <=50K
90, Self-emp-not-inc, 7th-8th, Widowed, Exec-managerial, Husband, White, Female,3890,0,25, Peru, >50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Peru, <=50K
27, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Sales, Unmarried, Black, Male,0,0,65, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Philippines, >50K
55, Federal-gov, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,45, Hungary, >50K
20, Private, Some-college, Married-spouse-absent, Sales, Own-child, Black, Male,0,0,40, Germany, <=50K
28, Private, 11th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,45, Poland, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, Philippines, >50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Philippines, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1592,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,14276,0,50, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Peru, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, El-Salvador, <=50K
66, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
90, Local-gov, Masters, Widowed, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,3482,0,40, United-States, >50K
55, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Peru, <=50K
55, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,30, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Ireland, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,65, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
55, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Yugoslavia, <=50K
28, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
38, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Hong, <=50K
65, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,3030,0,40, South, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,82, Dominican-Republic, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3429,0,40, United-States, >50K
41, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
53, Self-emp-not-inc, 9th, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,15, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,55, Japan, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,13, Philippines, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,2610,40, Dominican-Republic, >50K
52, Private, HS-grad, Widowed, Farming-fishing, Wife, White, Male,4862,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
