58, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,37, Cuba, <=50K
30, Private, 10th, Divorced, Craft-repair, Husband, White, Male,0,0,50, Columbia, >50K
60, Local-gov, 5th-6th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,34, Yugoslavia, <=50K
37, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Cambodia, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Peru, >50K
59, Private, Prof-school, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,25, Scotland, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Dominican-Republic, <=50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,45, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, Italy, <=50K
37, State-gov, Some-college, Widowed, Craft-repair, Husband, Other, Female,0,0,40, India, <=50K
39, Private, 5th-6th, Never-married, Sales, Husband, White, Male,0,0,40, Poland, >50K
38, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,60, Cuba, <=50K
35, Private, Masters, Never-married, Prof-specialty, Husband, Black, Male,7687,0,40, Hungary, <=50K
31, State-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,99999,0,50, Hong, >50K
65, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,35, Portugal, <=50K
61, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,16, Taiwan, <=50K
48, State-gov, Assoc-acdm, Divorced, Sales, Husband, White, Male,0,0,40, Columbia, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,47, Greece, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
47, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,35, Nicaragua, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ireland, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, Cuba, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
30, Private, 7th-8th, Never-married, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Vietnam, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Nicaragua, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Peru, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,45, China, <=50K
52, Local-gov, 1st-4th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1902,40, Nicaragua, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,43, Philippines, >50K
63, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, Other, Male,7687,0,60, Honduras, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,48, Canada, <=50K
39, Local-gov, Some-college, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Canada, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Thailand, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Italy, <=50K
33, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Hong, <=50K
49, Private, Masters, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, France, <=50K
46, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
60, Federal-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, South, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Vietnam, <=50K
22, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, France, <=50K
28, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,40, Haiti, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Poland, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Iran, <=50K
32, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Taiwan, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Greece, <=50K
31, Local-gov, HS-grad, Divorced, Tech-support, Husband, White, Female,0,0,40, Vietnam, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cuba, <=50K
27, State-gov, Masters, Separated, Craft-repair, Other-relative, White, Male,0,0,40, Scotland, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
53, Local-gov, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, Thailand, <=50K
24, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,45, Cuba, <=50K
30, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, Haiti, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, >50K
49, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,25, Philippines, <=50K
39, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,50, Ecuador, <=50K
74, Self-emp-not-inc, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,15, Peru, <=50K
28, Private, Assoc-voc, Divorced, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
44, State-gov, Masters, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Yugoslavia, >50K
57, Private, 10th, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Bachelors, Widowed, Transport-moving, Husband, White, Male,0,0,40, Poland, <=50K
44, Private, Masters, Divorced, Craft-repair, Husband, White, Female,0,0,43, France, <=50K
67, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,1977,40, Italy, >50K
26, Private, 7th-8th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Greece, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, Yugoslavia, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Canada, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Scotland, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, South, >50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Peru, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Portugal, >50K
57, Self-emp-inc, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
42, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, <=50K
35, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
74, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-inc, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,42, Cuba, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
22, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,16, Guatemala, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,54, Ecuador, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, India, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,30, Philippines, <=50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
30, Federal-gov, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,50, China, >50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,50, Iran, >50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Hungary, <=50K
50, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,4386,0,40, Trinadad&Tobago, <=50K
21, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Female,0,0,35, Greece, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Japan, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Japan, <=50K
27, Private, 11th, Married-AF-spouse, Protective-serv, Husband, White, Female,0,0,45, Guatemala, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
37, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Yugoslavia, <=50K
33, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, England, >50K
40, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
31, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,25, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,1887,38, Guatemala, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
34, Self-emp-inc, 9th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, Hong, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Cuba, >50K
51, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,65, Portugal, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, Philippines, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Italy, <=50K
43, Self-emp-inc, 11th, Never-married, Protective-serv, Husband, White, Female,0,0,40, Poland, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Columbia, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,60, Hong, >50K
55, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Honduras, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Canada, >50K
35, Private, 1st-4th, Never-married, Sales, Wife, Black, Male,0,0,40, France, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
47, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, South, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Honduras, <=50K
29, Private, HS-grad, Married-AF-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, England, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
41, Private, Bachelors, Separated, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,45, Taiwan, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, France, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,42, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Nicaragua, <=50K
68, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Peru, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
57, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,32, India, <=50K
21, Private, Prof-school, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, El-Salvador, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Poland, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Germany, >50K
51, Federal-gov, Preschool, Married-spouse-absent, Craft-repair, Husband, White, Male,7298,0,40, Honduras, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, China, <=50K
50, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1902,37, South, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,41, Dominican-Republic, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Ecuador, <=50K
30, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,40, Cambodia, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,25, England, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Canada, <=50K
32, Self-emp-not-inc, Bachelors, Divorced, Sales, Husband, White, Female,0,0,50, Cuba, <=50K
32, Private, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hungary, >50K
46, Private, 7th-8th, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, Mexico, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,7298,0,50, Scotland, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Guatemala, <=50K
23, Private, Masters, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Japan, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,35, Honduras, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, South, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Jamaica, <=50K
57, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,50, Cuba, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,32, Puerto-Rico, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
52, Private, Some-college, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Thailand, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Portugal, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, Japan, <=50K
33, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Columbia, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Cambodia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Greece, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, Philippines, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Vietnam, >50K
63, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
49, Private, Some-college, Divorced, Farming-fishing, Husband, White, Female,0,0,48, Taiwan, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, >50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Greece, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,50, England, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,7298,0,40, Cuba, >50K
53, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
67, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, Vietnam, <=50K
51, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Germany, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Nicaragua, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Greece, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Columbia, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Hungary, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
37, Private, 9th, Married-AF-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Peru, >50K
28, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Bachelors, Widowed, Transport-moving, Husband, White, Male,0,1902,40, Iran, <=50K
54, Private, Prof-school, Widowed, Handlers-cleaners, Husband, White, Female,0,0,50, South, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,54, Thailand, <=50K
58, Self-emp-not-inc, Masters, Divorced, Other-service, Husband, White, Male,0,0,50, France, <=50K
52, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,40, Philippines, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Poland, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
22, Self-emp-not-inc, Doctorate, Never-married, Sales, Own-child, White, Female,0,0,30, Portugal, >50K
53, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,15024,0,40, United-States, >50K
24, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, South, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,70, Ireland, >50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Italy, <=50K
30, Private, 1st-4th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
44, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,54, Thailand, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
25, Private, Some-college, Separated, Other-service, Other-relative, White, Female,0,0,35, Trinadad&Tobago, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,7298,0,40, United-States, >50K
48, Without-pay, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1931,35, Yugoslavia, <=50K
59, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Haiti, >50K
45, Federal-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
19, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,3116,0,40, Guatemala, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Japan, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,1902,81, Outlying-US(Guam-USVI-etc), >50K
42, Private, Bachelors, Widowed, Transport-moving, Wife, White, Male,0,0,40, Poland, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Dominican-Republic, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,3103,0,70, Honduras, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Portugal, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,15, El-Salvador, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,89, South, >50K
54, Private, 9th, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,25, Thailand, <=50K
58, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Ireland, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,42, Greece, <=50K
21, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,38, Mexico, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
41, Local-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, Scotland, >50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,32, England, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Mexico, >50K
28, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,50, Haiti, <=50K
27, Federal-gov, 5th-6th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Canada, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, France, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,53, South, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,10520,0,40, Germany, <=50K
28, State-gov, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,80, Hungary, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1975,24, Canada, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
62, Private, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, South, >50K
27, Private, Preschool, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,3905,0,40, Honduras, >50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, China, <=50K
17, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male,0,0,26, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,50, Dominican-Republic, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
36, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
26, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,45, Cambodia, <=50K
68, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,40, Taiwan, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, Italy, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, >50K
54, Private, Bachelors, Widowed, Protective-serv, Unmarried, White, Female,0,0,30, Guatemala, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, >50K
