63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,72, United-States, <=50K
35, Private, 9th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,59390,0,40, United-States, >50K
34, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,45, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,45, United-States, >50K
20, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,49, United-States, <=50K
35, Private, Assoc-acdm, Separated, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,10, United-States, >50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, 10th, Never-married, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
51, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
34, Self-emp-not-inc, Masters, Divorced, Transport-moving, Own-child, White, Male,0,0,71, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
38, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,50, United-States, >50K
33, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Prof-school, Never-married, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,5178,0,40, United-States, >50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,37, United-States, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,31, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,25, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, 7th-8th, Never-married, Handlers-cleaners, Wife, White, Female,0,0,36, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
38, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, Puerto-Rico, >50K
33, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,40, Haiti, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Divorced, Sales, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,52, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,50, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
26, Local-gov, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1669,40, United-States, >50K
28, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Italy, >50K
23, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,50, Mexico, >50K
34, Private, 7th-8th, Never-married, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,2207,40, United-States, >50K
42, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, 12th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Poland, <=50K
32, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,55, United-States, >50K
57, Private, 9th, Divorced, Craft-repair, Husband, White, Female,0,0,40, China, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
55, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1979,40, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Female,0,0,50, United-States, <=50K
51, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,36, United-States, <=50K
17, Private, 11th, Separated, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
63, Self-emp-inc, Some-college, Widowed, Other-service, Wife, White, Female,0,0,12, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,30, Germany, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,67, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Priv-house-serv, Unmarried, Black, Male,0,0,40, Puerto-Rico, >50K
57, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Ecuador, >50K
53, Federal-gov, Some-college, Widowed, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, >50K
20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,37, United-States, <=50K
44, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
21, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, 10th, Never-married, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Widowed, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
38, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,2583,0,50, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,50, Canada, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Protective-serv, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,1977,30, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
74, Private, Some-college, Widowed, Priv-house-serv, Wife, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
76, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,24, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,50, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Other-relative, White, Male,0,1848,50, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
56, Self-emp-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Federal-gov, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,20, El-Salvador, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,7298,0,40, United-States, >50K
19, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Puerto-Rico, <=50K
51, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,3166,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1977,60, Puerto-Rico, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,70, United-States, >50K
53, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Male,0,0,40, England, <=50K
36, Federal-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,20, United-States, <=50K
55, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1887,30, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
17, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5139,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
39, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,40, Nicaragua, >50K
39, Private, Preschool, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, >50K
46, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,12, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4893,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,30, Philippines, <=50K
64, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
51, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1887,20, United-States, <=50K
40, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,7154,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,15024,0,70, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,10313,0,53, United-States, >50K
31, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,80032,0,52, United-States, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1862,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
66, Private, Masters, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,3917,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Mexico, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,59028,0,40, United-States, <=50K
22, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,34, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
37, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
25, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,10475,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,36, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, Trinadad&Tobago, >50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Vietnam, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,3103,0,50, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,48, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,17, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,4252,0,52, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Doctorate, Never-married, Tech-support, Not-in-family, White, Female,0,0,48, United-States, <=50K
30, Self-emp-inc, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, 9th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
22, Self-emp-inc, 10th, Never-married, Craft-repair, Wife, White, Female,0,0,38, United-States, <=50K
66, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,3025,0,40, United-States, >50K
