62, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Puerto-Rico, <=50K
35, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Male,11210,0,45, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada, <=50K
27, Federal-gov, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
63, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,20, Scotland, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
33, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Ecuador, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,30, Columbia, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
34, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, India, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,8, United-States, >50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Mexico, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,4945,0,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Ecuador, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, United-States, >50K
52, Federal-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,30, United-States, <=50K
28, Private, Masters, Never-married, Other-service, Husband, Black, Female,0,0,35, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
64, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,16, Yugoslavia, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,1902,32, United-States, >50K
38, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,30, Nicaragua, <=50K
36, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,13670,0,54, Nicaragua, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,3460,0,40, India, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,45, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,38, Vietnam, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,3447,0,40, El-Salvador, >50K
45, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Mexico, <=50K
37, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,30, Italy, <=50K
61, Private, 5th-6th, Divorced, Other-service, Unmarried, White, Female,0,0,35, Puerto-Rico, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,45, Iran, <=50K
70, Private, 11th, Divorced, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Trinadad&Tobago, >50K
36, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,29853,0,60, United-States, >50K
37, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, >50K
59, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,42, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, England, >50K
21, Private, 11th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,5003,0,40, United-States, <=50K
89, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15383,0,60, Hungary, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Germany, >50K
29, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Peru, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Scotland, <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1974,40, United-States, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
33, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, China, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,80, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
31, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Mexico, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,25, Portugal, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,60, United-States, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
50, Self-emp-inc, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,47, Peru, >50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, China, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
46, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
20, Private, 10th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,10, United-States, <=50K
20, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
69, Private, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, Ireland, <=50K
25, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,15, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,35, United-States, <=50K
32, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
53, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, Cuba, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Greece, >50K
52, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,20, Cambodia, <=50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1974,37, United-States, >50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Husband, Other, Male,0,0,24, England, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Jamaica, >50K
31, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Nicaragua, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, South, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
47, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,42, Portugal, >50K
23, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,37, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1976,60, Hong, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,63, India, >50K
22, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
34, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,35, Cambodia, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, France, <=50K
60, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Thailand, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
65, Self-emp-not-inc, 9th, Divorced, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
27, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,70, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,36, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Mexico, <=50K
44, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1978,45, Cuba, >50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,46, Mexico, >50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,35, Jamaica, <=50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,5, United-States, >50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Japan, >50K
22, Private, 11th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Haiti, >50K
40, Private, 11th, Separated, Transport-moving, Unmarried, White, Female,10520,0,43, United-States, >50K
30, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
45, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Columbia, >50K
45, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, Canada, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
51, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Nicaragua, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
62, State-gov, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,42, Hong, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
27, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Philippines, <=50K
54, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
60, Private, HS-grad, Separated, Protective-serv, Not-in-family, Black, Male,0,0,50, Trinadad&Tobago, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, >50K
43, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, England, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,60, Yugoslavia, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,50, Laos, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Yugoslavia, <=50K
30, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, Haiti, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male,0,1795,40, Iran, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Hungary, >50K
48, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, Guatemala, <=50K
56, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,72, Mexico, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Laos, >50K
35, Private, Assoc-voc, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,36, Vietnam, <=50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
53, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 7th-8th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Poland, <=50K
27, Private, Assoc-acdm, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,45, Greece, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Taiwan, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, >50K
50, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, Jamaica, >50K
49, Private, 10th, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
58, State-gov, Bachelors, Widowed, Craft-repair, Unmarried, Other, Male,0,1977,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
57, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Peru, >50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,16, Italy, <=50K
25, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, France, <=50K
67, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,14, Poland, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
44, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
22, Private, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Guatemala, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,60, Hong, <=50K
37, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,11, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, England, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
24, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,2672,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Nicaragua, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,65, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, Nicaragua, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
38, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,6372,0,50, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Nicaragua, <=50K
