47, Private, Masters, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
43, Private, Assoc-acdm, Divorced, Tech-support, Unmarried, Other, Female,8500,0,40, England, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Vietnam, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, England, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, Jamaica, <=50K
40, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
29, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Japan, <=50K
46, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Trinadad&Tobago, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, El-Salvador, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Honduras, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Yugoslavia, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
54, Federal-gov, 5th-6th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,50, Haiti, <=50K
30, State-gov, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,35, England, >50K
26, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, England, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
43, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, France, <=50K
54, Self-emp-not-inc, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Germany, >50K
25, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,35, Hong, <=50K
29, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Mexico, <=50K
46, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, England, >50K
20, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,4075,0,35, South, <=50K
34, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, France, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,30, Canada, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Hungary, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, Poland, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,15, Haiti, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
45, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
34, State-gov, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,65, Trinadad&Tobago, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Japan, <=50K
23, Self-emp-inc, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Ecuador, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
72, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,16, Nicaragua, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,38, Dominican-Republic, <=50K
28, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, India, <=50K
21, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Italy, >50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, Portugal, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5013,0,54, Germany, <=50K
45, Private, Masters, Separated, Sales, Wife, Asian-Pac-Islander, Male,0,0,50, Cambodia, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Ecuador, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Hungary, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Haiti, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, <=50K
40, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,60, England, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,63, France, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Haiti, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,50, Jamaica, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,15024,0,36, Jamaica, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Greece, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, >50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Portugal, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Laos, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Taiwan, <=50K
40, Private, Assoc-voc, Separated, Other-service, Own-child, White, Female,0,0,48, Scotland, <=50K
29, Private, Doctorate, Never-married, Sales, Own-child, White, Male,0,0,50, Iran, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Yugoslavia, >50K
36, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,5, United-States, >50K
69, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, White, Male,8370,0,60, Cuba, >50K
36, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, China, >50K
36, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,48, South, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
46, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,40, Honduras, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
44, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
55, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, <=50K
64, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,35, El-Salvador, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, <=50K
21, Federal-gov, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, Germany, <=50K
48, Private, 9th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Italy, <=50K
36, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Poland, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Vietnam, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
21, State-gov, 7th-8th, Never-married, Exec-managerial, Wife, Black, Female,2178,0,20, Greece, <=50K
41, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
58, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,25, Honduras, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, France, >50K
17, Self-emp-not-inc, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,25, Cuba, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,39, Dominican-Republic, <=50K
25, Self-emp-not-inc, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
61, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,24, Honduras, <=50K
34, Local-gov, 7th-8th, Divorced, Exec-managerial, Wife, Other, Female,0,0,40, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Hong, <=50K
40, Private, Masters, Divorced, Transport-moving, Wife, White, Male,0,0,40, Laos, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, Poland, <=50K
67, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,38, Ecuador, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, France, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Taiwan, >50K
25, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Peru, <=50K
69, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Japan, <=50K
65, Self-emp-not-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Italy, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,35, Portugal, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Hungary, <=50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, >50K
47, Private, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,17, Peru, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,6, Peru, <=50K
49, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary, >50K
45, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,2462,0,40, Greece, <=50K
38, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,35, Mexico, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, England, >50K
44, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Philippines, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, England, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, India, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Honduras, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Scotland, >50K
63, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Canada, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,12, India, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
70, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,2, Trinadad&Tobago, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7142,0,74, Nicaragua, >50K
40, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,76, Taiwan, <=50K
23, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, England, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, >50K
61, Self-emp-not-inc, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Jamaica, >50K
67, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, Portugal, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,13, Nicaragua, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,35, Honduras, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,73, France, >50K
43, Private, Masters, Divorced, Exec-managerial, Wife, Other, Female,0,0,40, China, >50K
47, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
52, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Vietnam, >50K
47, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, Taiwan, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
66, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,23, United-States, >50K
46, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, Italy, >50K
44, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,45, Jamaica, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, Taiwan, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, Taiwan, >50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,40, Honduras, >50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, China, >50K
58, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, France, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Ecuador, >50K
23, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,1671,30, Greece, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, >50K
27, Private, Prof-school, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Japan, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
26, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Black, Female,0,1887,40, Ireland, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Mexico, >50K
66, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,45, Taiwan, >50K
51, Self-emp-inc, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,20, South, >50K
38, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,30, France, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,60, Mexico, <=50K
63, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,45, Thailand, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Ireland, >50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,50, England, >50K
29, Private, Some-college, Never-married, Tech-support, Other-relative, White, Female,0,0,15, Vietnam, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
79, Private, Assoc-acdm, Widowed, Tech-support, Unmarried, White, Male,0,0,40, England, <=50K
52, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Canada, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, India, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,50, Philippines, <=50K
40, Private, 9th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, El-Salvador, >50K
32, Private, Bachelors, Divorced, Other-service, Wife, Black, Female,0,0,40, El-Salvador, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,1977,35, South, >50K
27, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,40, Laos, <=50K
62, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, India, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
48, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,1977,40, Dominican-Republic, <=50K
66, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,40, Mexico, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, France, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Columbia, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,38, Greece, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,60, Scotland, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Peru, <=50K
21, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, Hungary, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Canada, <=50K
31, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, South, <=50K
32, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,60, Scotland, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Germany, <=50K
43, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Hungary, <=50K
25, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, 5th-6th, Separated, Other-service, Unmarried, White, Female,0,0,40, Hungary, >50K
36, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, South, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1896,50, Iran, >50K
18, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,21, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Guatemala, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,38, China, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,35, Japan, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,30, Taiwan, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Philippines, <=50K
56, Private, Bachelors, Divorced, Other-service, Own-child, Black, Male,0,0,25, Laos, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Germany, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,70, Thailand, >50K
75, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, England, >50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, India, <=50K
33, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Germany, >50K
38, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
57, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
35, Self-emp-inc, Masters, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, Dominican-Republic, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,2934,0,40, Honduras, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Philippines, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,24, China, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, >50K
26, Private, Prof-school, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
63, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Handlers-cleaners, Other-relative, White, Male,0,0,50, South, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Canada, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
40, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
