48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,35, Ecuador, <=50K
38, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,44, Greece, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Hungary, <=50K
56, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Cambodia, >50K
65, State-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
50, Private, Some-college, Divorced, Other-service, Husband, Other, Female,0,0,40, Haiti, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,45, Yugoslavia, >50K
29, Private, Bachelors, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Cambodia, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, England, >50K
42, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
47, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Hong, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, <=50K
18, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Male,0,0,30, Scotland, <=50K
25, Private, Some-college, Widowed, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, Italy, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, Cuba, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, Scotland, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Portugal, <=50K
53, Private, Some-college, Separated, Sales, Not-in-family, Other, Female,0,0,40, Italy, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Peru, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Philippines, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,6988,0,60, Honduras, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Trinadad&Tobago, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,4856,0,40, Guatemala, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,35, Canada, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, England, <=50K
34, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Female,0,0,40, Honduras, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Honduras, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, >50K
41, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, South, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
30, Local-gov, 10th, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Peru, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Philippines, >50K
26, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Thailand, <=50K
59, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Canada, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, Iran, <=50K
44, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,35, Puerto-Rico, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,16, Iran, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, Other, Male,0,0,45, Puerto-Rico, <=50K
47, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,64, Trinadad&Tobago, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, Honduras, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,60, Columbia, <=50K
32, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,16, Portugal, <=50K
25, State-gov, Masters, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, >50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,15024,0,45, Jamaica, >50K
37, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, >50K
62, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, France, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,4957,0,50, Ireland, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Philippines, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Yugoslavia, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, Poland, >50K
36, Self-emp-not-inc, 11th, Married-spouse-absent, Sales, Husband, Black, Male,0,0,35, South, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,3658,0,40, Columbia, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
24, State-gov, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,25, Mexico, <=50K
26, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,10, India, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
49, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,65, Portugal, >50K
21, Private, Bachelors, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,20, Jamaica, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,35, England, <=50K
46, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,54, Vietnam, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,32, Guatemala, <=50K
20, Local-gov, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
41, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Masters, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Holand-Netherlands, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,16, Ecuador, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,2183,30, Italy, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Germany, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
46, Private, Bachelors, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Cuba, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Columbia, >50K
34, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Puerto-Rico, >50K
19, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,35, Philippines, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,99, Guatemala, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,80, Outlying-US(Guam-USVI-etc), >50K
59, State-gov, Some-college, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,15, Scotland, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Vietnam, <=50K
24, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, Haiti, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Thailand, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,10, Italy, <=50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Iran, <=50K
54, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,2531,40, El-Salvador, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Cuba, <=50K
62, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7687,0,50, England, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,43, Vietnam, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, <=50K
27, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, China, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Canada, <=50K
86, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, 10th, Never-married, Other-service, Not-in-family, Black, Male,0,0,24, Dominican-Republic, <=50K
44, Private, Bachelors, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
24, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,2, Nicaragua, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Haiti, <=50K
29, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
35, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Poland, <=50K
29, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, Poland, >50K
33, Private, 9th, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,45, Haiti, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
22, Local-gov, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,43, Hungary, <=50K
38, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,54, Poland, <=50K
54, Federal-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Portugal, <=50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,38, Nicaragua, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1887,40, Puerto-Rico, >50K
26, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1682,36, Hungary, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, South, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, >50K
37, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Japan, >50K
56, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,43, Iran, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,54, Hungary, <=50K
27, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Germany, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,71, China, >50K
38, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
42, Private, Some-college, Divorced, Other-service, Husband, White, Female,0,0,32, United-States, <=50K
63, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Trinadad&Tobago, >50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
66, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Cuba, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,40, Ecuador, >50K
30, Local-gov, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,45, Yugoslavia, <=50K
29, Private, HS-grad, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
38, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Haiti, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Japan, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Philippines, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,3515,0,40, Greece, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, El-Salvador, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,4137,0,40, Thailand, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,11, Taiwan, <=50K
42, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
37, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
32, State-gov, Prof-school, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
45, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Hong, <=50K
49, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, Taiwan, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Canada, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
35, Private, 7th-8th, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,45, Canada, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, England, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, France, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, Hong, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
29, Local-gov, Bachelors, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, China, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, Iran, <=50K
54, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Vietnam, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Poland, >50K
22, Private, Some-college, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Scotland, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
60, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Poland, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Trinadad&Tobago, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Holand-Netherlands, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Ireland, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,44, Thailand, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-acdm, Married-spouse-absent, Sales, Not-in-family, White, Female,0,1740,31, Poland, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, >50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
39, Private, Doctorate, Never-married, Exec-managerial, Husband, Other, Male,99999,0,65, Poland, >50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,30, Vietnam, <=50K
34, Private, Some-college, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,36, Peru, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
31, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
29, Federal-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Ecuador, <=50K
40, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,5178,0,40, Jamaica, <=50K
25, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, Laos, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, South, <=50K
23, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, Dominican-Republic, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1977,50, El-Salvador, >50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1887,45, Trinadad&Tobago, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,2970,0,40, Italy, >50K
62, Self-emp-not-inc, HS-grad, Widowed, Other-service, Husband, Black, Male,0,0,12, France, <=50K
20, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Germany, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Trinadad&Tobago, <=50K
56, Private, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,32, Iran, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, Iran, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,9022,0,40, South, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Columbia, <=50K
55, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, Iran, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Peru, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1892,60, Vietnam, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Scotland, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, Laos, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,35, Jamaica, <=50K
43, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Italy, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,54, Italy, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,35, Nicaragua, >50K
54, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Ireland, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,5081,0,40, Poland, >50K
22, Federal-gov, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, Thailand, <=50K
