19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,24, Dominican-Republic, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,45, Italy, >50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,3103,0,40, China, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Philippines, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Italy, <=50K
22, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,25, Nicaragua, >50K
37, Self-emp-inc, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,99999,0,44, Taiwan, >50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, South, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
63, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Cambodia, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Japan, >50K
26, Private, Assoc-acdm, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Vietnam, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,37, Taiwan, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1976,60, Haiti, >50K
23, Private, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,15, Honduras, <=50K
61, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1788,40, Trinadad&Tobago, <=50K
35, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,1667,40, Cambodia, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Haiti, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Wife, White, Female,0,0,37, Ecuador, >50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, France, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,6, Honduras, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, Columbia, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, France, <=50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
52, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, Dominican-Republic, >50K
47, Private, HS-grad, Separated, Other-service, Unmarried, Black, Male,0,0,38, Greece, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Italy, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Taiwan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, China, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
32, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Honduras, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,35, Cuba, <=50K
66, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,52147,0,51, Vietnam, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
39, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Laos, <=50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,45, Jamaica, <=50K
46, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,60, France, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Vietnam, >50K
46, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, France, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Scotland, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Honduras, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Portugal, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
30, Self-emp-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,60, Vietnam, >50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Ecuador, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Peru, <=50K
74, Private, 1st-4th, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland, <=50K
69, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2266,40, Poland, >50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Iran, <=50K
41, Private, Bachelors, Divorced, Tech-support, Wife, Black, Female,0,0,40, India, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ecuador, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Ireland, <=50K
47, Private, 5th-6th, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,20, Jamaica, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,37, Scotland, <=50K
43, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, >50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,48, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,36, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Haiti, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Portugal, <=50K
28, Private, Some-college, Never-married, Other-service, Wife, Black, Female,0,0,30, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, >50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, France, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
49, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,48, Dominican-Republic, <=50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Portugal, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, South, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Taiwan, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, France, <=50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, Scotland, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
49, Private, Masters, Widowed, Craft-repair, Not-in-family, White, Female,0,1587,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,1746,40, Italy, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,45, South, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, Philippines, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Dominican-Republic, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, England, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Thailand, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, >50K
71, Private, Some-college, Separated, Other-service, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Iran, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Poland, >50K
37, Private, 9th, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,30, India, <=50K
25, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,30, Honduras, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,35, India, <=50K
50, Self-emp-not-inc, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,30, Italy, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, Germany, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Mexico, <=50K
18, Private, Some-college, Never-married, Tech-support, Other-relative, White, Male,0,0,35, Thailand, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Nicaragua, <=50K
63, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Germany, <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, China, <=50K
71, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Columbia, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,2707,0,40, Poland, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,1882,45, Germany, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, South, <=50K
38, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,36, Peru, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Haiti, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, South, <=50K
29, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,45, Poland, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Scotland, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,60, England, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
62, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,16, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, Ireland, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Columbia, <=50K
51, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
38, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, England, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
45, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, China, <=50K
60, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,37, Yugoslavia, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,1, Ireland, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,42, Dominican-Republic, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, Columbia, <=50K
25, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, England, <=50K
31, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,50, Mexico, <=50K
25, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, <=50K
25, Private, Masters, Never-married, Tech-support, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ecuador, >50K
34, Private, 5th-6th, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, China, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Hong, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,10547,0,40, Haiti, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Honduras, <=50K
37, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,60, Puerto-Rico, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1602,40, Ecuador, <=50K
27, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Poland, <=50K
28, Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,45, Yugoslavia, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Laos, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Poland, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, >50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Columbia, <=50K
72, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, Philippines, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,46, Nicaragua, <=50K
33, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,40, Mexico, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,37, Yugoslavia, >50K
68, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, Nicaragua, >50K
70, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, Ecuador, <=50K
34, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Black, Male,2503,0,40, Canada, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Vietnam, <=50K
69, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,2174,0,40, Iran, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Poland, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1721,54, Thailand, >50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,76, Canada, <=50K
51, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
54, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Jamaica, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Thailand, <=50K
68, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,22, Portugal, <=50K
42, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,4312,0,40, Scotland, <=50K
36, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Female,0,0,40, Puerto-Rico, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Peru, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, >50K
26, Private, 12th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,15, Trinadad&Tobago, <=50K
63, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Portugal, >50K
37, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,42, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
55, Self-emp-not-inc, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
42, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Canada, <=50K
56, Private, HS-grad, Widowed, Adm-clerical, Wife, Black, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,20, Mexico, >50K
47, Private, 7th-8th, Divorced, Other-service, Unmarried, Black, Female,0,0,25, Jamaica, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Male,0,0,45, Hungary, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Female,0,0,50, Taiwan, <=50K
33, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2408,48, China, >50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,7, Germany, <=50K
40, Private, Some-college, Widowed, Sales, Own-child, White, Female,0,0,30, India, <=50K
52, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, India, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,30, South, >50K
45, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Italy, >50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Laos, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Italy, >50K
24, Private, Doctorate, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
20, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,24, China, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Iran, >50K
67, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, Hong, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, Haiti, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,7687,0,50, Haiti, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, England, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Greece, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, <=50K
26, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, Puerto-Rico, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,36, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, Nicaragua, >50K
52, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Mexico, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,50, Italy, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Portugal, <=50K
51, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,80, Ireland, <=50K
41, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,42, Haiti, >50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Peru, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, France, <=50K
22, Private, 7th-8th, Never-married, Other-service, Own-child, Black, Female,0,0,40, Canada, <=50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Honduras, <=50K
27, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
72, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,71, Ecuador, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,4650,0,40, Portugal, >50K
57, Federal-gov, Assoc-voc, Widowed, Craft-repair, Unmarried, Black, Female,0,0,35, Cambodia, <=50K
39, Local-gov, Bachelors, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Japan, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,45, Trinadad&Tobago, >50K
61, Private, 10th, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,25, China, <=50K
47, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,45273,0,35, China, >50K
23, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, Ireland, <=50K
26, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Canada, <=50K
48, Private, Some-college, Married-spouse-absent, Other-service, Husband, Black, Male,0,0,40, Hungary, <=50K
39, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Italy, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
45, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Vietnam, >50K
24, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ireland, <=50K
49, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
26, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,6107,0,48, Trinadad&Tobago, <=50K
