28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, >50K
27, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,1879,45, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Ecuador, >50K
17, Federal-gov, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
35, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
29, Private, Bachelors, Never-married, Transport-moving, Unmarried, Other, Female,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Poland, <=50K
55, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
39, Private, Prof-school, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Iran, >50K
62, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, Trinadad&Tobago, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Peru, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7298,0,40, United-States, >50K
41, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
44, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Male,0,0,97, United-States, <=50K
34, Federal-gov, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Portugal, <=50K
46, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Philippines, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Columbia, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Jamaica, <=50K
79, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
62, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,16, Mexico, <=50K
19, State-gov, 12th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7331,0,40, Nicaragua, >50K
42, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,1874,30, Honduras, <=50K
51, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, 11th, Divorced, Other-service, Not-in-family, Black, Female,0,0,15, El-Salvador, <=50K
22, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,65, Thailand, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,80, India, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, India, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,7298,0,54, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Vietnam, >50K
81, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Greece, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,14090,0,40, United-States, <=50K
26, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,45, Outlying-US(Guam-USVI-etc), >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,24, England, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
57, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Nicaragua, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,2902,0,40, Italy, >50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,20, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, >50K
42, Private, HS-grad, Separated, Protective-serv, Not-in-family, White, Male,0,0,40, France, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
22, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, >50K
62, Private, Assoc-acdm, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,54, United-States, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,30, Guatemala, <=50K
60, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,50, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, >50K
31, Local-gov, 9th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,14484,0,50, South, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Separated, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,40, Mexico, >50K
27, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Japan, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, India, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,1897,40, South, <=50K
21, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
40, Private, Masters, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
72, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, Vietnam, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,60, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Thailand, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Scotland, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,40, United-States, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Thailand, <=50K
34, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
47, Federal-gov, 12th, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
55, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Male,4047,0,20, Poland, <=50K
53, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,1977,45, Cuba, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Canada, <=50K
54, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
76, State-gov, HS-grad, Widowed, Protective-serv, Unmarried, White, Male,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, >50K
33, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Iran, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,16, Hungary, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, Dominican-Republic, <=50K
55, Self-emp-not-inc, Some-college, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Philippines, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, Hong, <=50K
20, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Laos, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Germany, <=50K
36, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
42, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Guatemala, >50K
35, Private, HS-grad, Never-married, Sales, Husband, White, Male,13048,0,40, Laos, >50K
60, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, Dominican-Republic, <=50K
29, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, >50K
29, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, >50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4532,0,40, Canada, >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
68, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Greece, <=50K
42, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
37, Private, 10th, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,54, Puerto-Rico, >50K
40, Private, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, China, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
39, Private, 9th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, Guatemala, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
21, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, England, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
25, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Greece, <=50K
27, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
72, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
81, Local-gov, HS-grad, Separated, Machine-op-inspct, Wife, Other, Female,0,0,20, Dominican-Republic, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Honduras, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,5013,0,45, United-States, >50K
20, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, Poland, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,1739,40, France, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,5547,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,54, Canada, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,37, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Ireland, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3405,0,48, Peru, >50K
47, Self-emp-not-inc, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Ireland, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, Portugal, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
61, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Thailand, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
27, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, Honduras, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,54, United-States, >50K
46, Self-emp-not-inc, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,25, Mexico, <=50K
42, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
44, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
79, Private, HS-grad, Widowed, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Greece, >50K
68, Private, HS-grad, Widowed, Transport-moving, Unmarried, Other, Male,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
45, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
76, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,2283,0,20, United-States, <=50K
25, Private, 12th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,43, United-States, <=50K
25, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, Ireland, >50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1998,79, Philippines, <=50K
69, Private, HS-grad, Separated, Exec-managerial, Husband, White, Female,0,0,20, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,60, United-States, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, 11th, Never-married, Priv-house-serv, Husband, Other, Female,0,0,50, Guatemala, <=50K
33, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, Iran, <=50K
32, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,13799,0,48, India, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,43, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,44, Portugal, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
62, Local-gov, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,4789,0,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,80, Trinadad&Tobago, <=50K
69, Private, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,2045,45, Poland, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Jamaica, <=50K
60, Private, Masters, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,65, United-States, <=50K
67, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,1946,0,20, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,35, United-States, <=50K
27, Private, 11th, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Laos, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
