29, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,35, Mexico, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1747,40, United-States, <=50K
39, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,2467,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Mexico, <=50K
43, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Divorced, Craft-repair, Own-child, Other, Male,0,0,41, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
43, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Philippines, <=50K
30, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,10, United-States, <=50K
29, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,36, United-States, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
69, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
24, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, France, >50K
45, Private, 9th, Divorced, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, United-States, >50K
22, Private, 10th, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Tech-support, Other-relative, White, Male,0,0,15, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,50, United-States, <=50K
73, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Germany, >50K
35, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,99999,0,40, United-States, >50K
38, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,70, United-States, <=50K
50, State-gov, Bachelors, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,27619,0,65, United-States, >50K
32, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, Mexico, >50K
41, Private, HS-grad, Separated, Transport-moving, Own-child, White, Female,0,0,15, United-States, <=50K
29, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,2021,20, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,45, United-States, >50K
50, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,37, United-States, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,21, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
71, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,10, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
32, Local-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
23, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, El-Salvador, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,70, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Columbia, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Separated, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
58, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
30, Local-gov, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,6977,0,50, Portugal, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
25, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Portugal, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
41, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
56, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,60, United-States, >50K
51, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1842,54, United-States, >50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,42, United-States, >50K
39, State-gov, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,1569,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Germany, <=50K
52, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
34, Private, 11th, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3467,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,37, Mexico, <=50K
43, State-gov, Some-college, Divorced, Sales, Wife, White, Female,0,0,15, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,6, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Some-college, Widowed, Sales, Wife, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Germany, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, China, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,1977,35, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
71, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
67, Local-gov, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, Masters, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,1887,50, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
73, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,1, United-States, <=50K
38, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
41, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
28, Private, 5th-6th, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,45, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Japan, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
39, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,6437,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,14104,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,98, United-States, <=50K
57, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,40, Mexico, >50K
27, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,65, United-States, >50K
40, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Separated, Prof-specialty, Wife, White, Male,0,0,30, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Mexico, >50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, <=50K
30, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,15024,0,60, United-States, >50K
31, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, 10th, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,38, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, Germany, <=50K
36, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
71, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,19496,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
39, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
66, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
69, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,4, United-States, <=50K
38, Private, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2174,0,43, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
64, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,32, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2009,0,60, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
40, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,46, United-States, <=50K
