19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States, <=50K
44, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
63, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,16, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
38, Local-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
46, Local-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
60, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,38, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,1, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,44, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
35, Local-gov, 12th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,10548,0,40, United-States, >50K
42, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Separated, Sales, Own-child, White, Female,0,1602,40, United-States, <=50K
28, Private, 9th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, United-States, >50K
60, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, >50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
73, Private, 1st-4th, Never-married, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,47, United-States, <=50K
34, Local-gov, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,38, United-States, >50K
68, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,2589,0,40, Mexico, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2217,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,78, United-States, <=50K
43, Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,1463,55, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,74, Mexico, <=50K
52, Private, Some-college, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
42, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,4321,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,15, United-States, <=50K
64, Private, Masters, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Jamaica, <=50K
57, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
47, Self-emp-not-inc, 1st-4th, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2400,47, United-States, >50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, >50K
41, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
53, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States, >50K
45, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, South, <=50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,15024,0,50, United-States, >50K
67, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
57, Local-gov, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,7687,0,50, United-States, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
46, Local-gov, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
53, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Local-gov, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,81, United-States, <=50K
41, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, >50K
32, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
72, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,74, United-States, <=50K
24, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,3962,0,40, United-States, >50K
58, Federal-gov, Assoc-voc, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,35, Germany, <=50K
40, Local-gov, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States, <=50K
61, Local-gov, 10th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,25, Philippines, <=50K
49, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,63307,0,35, United-States, >50K
23, Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
26, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,42, Japan, <=50K
49, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-spouse-absent, Sales, Wife, White, Female,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,45, United-States, >50K
24, Federal-gov, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Doctorate, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,7298,0,48, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
24, State-gov, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
67, Private, 7th-8th, Separated, Tech-support, Unmarried, Black, Female,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
31, Private, 1st-4th, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
48, Federal-gov, 9th, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,31, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,45, United-States, >50K
54, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, Canada, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
63, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
47, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4024,0,50, United-States, >50K
48, Local-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,30, United-States, >50K
26, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,4959,0,50, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,43, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
25, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
42, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Self-emp-inc, Bachelors, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
64, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
52, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, >50K
31, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,35, United-States, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Haiti, <=50K
59, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1697,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, Doctorate, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, 10th, Separated, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
45, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,80, United-States, <=50K
43, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
48, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
70, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,3103,0,20, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Jamaica, <=50K
25, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,1724,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,4390,0,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Nicaragua, >50K
32, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,98, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,54, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,42, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,60, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,27, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3126,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
39, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,6041,0,45, United-States, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1857,60, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
29, Federal-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,3918,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
66, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,45, United-States, >50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
26, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,23, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,52, Taiwan, <=50K
45, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,60, United-States, >50K
