48, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1902,45, United-States, >50K
31, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7687,0,60, Philippines, >50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,3141,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, 10th, Never-married, Sales, Husband, Black, Male,0,0,65, United-States, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, China, >50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Thailand, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,3137,0,40, United-States, <=50K
59, Private, Doctorate, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
45, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
68, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,20, England, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
61, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,3135,0,20, Dominican-Republic, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,3325,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, United-States, <=50K
38, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,24, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, >50K
33, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,1698,45, Hungary, <=50K
66, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
50, Private, Assoc-voc, Divorced, Priv-house-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
23, State-gov, Some-college, Separated, Transport-moving, Unmarried, White, Male,0,0,40, Mexico, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2428,45, United-States, >50K
58, Private, Some-college, Separated, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,52, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, 11th, Never-married, Tech-support, Husband, Black, Male,0,0,1, United-States, <=50K
44, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, England, <=50K
39, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,1517,40, United-States, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,35, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,3140,0,50, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,25, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3588,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Iran, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Mexico, >50K
37, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,65, United-States, >50K
30, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
40, Private, Prof-school, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
54, Without-pay, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Thailand, <=50K
43, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Jamaica, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, Assoc-acdm, Divorced, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, Vietnam, <=50K
26, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
26, Local-gov, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
25, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
45, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Masters, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,10317,0,35, United-States, >50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
59, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,35, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,36, Jamaica, >50K
45, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Taiwan, <=50K
28, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1750,40, United-States, <=50K
59, Private, Assoc-acdm, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, 5th-6th, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
60, Self-emp-inc, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
70, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
61, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,10312,0,40, United-States, >50K
25, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,1844,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
57, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,30, United-States, <=50K
33, Private, Masters, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
31, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,52, Haiti, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
31, Federal-gov, 5th-6th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
62, Private, Assoc-voc, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1902,35, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,1731,70, Iran, <=50K
23, Private, 12th, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Philippines, >50K
23, Private, Prof-school, Never-married, Craft-repair, Husband, White, Female,0,0,40, Ireland, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,27, England, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
75, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,30, England, >50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,54, United-States, <=50K
34, Self-emp-not-inc, Some-college, Separated, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
19, Local-gov, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,28, Mexico, <=50K
51, Private, Bachelors, Widowed, Adm-clerical, Wife, White, Female,0,1694,35, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, 1st-4th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
42, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
40, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
59, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
40, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, Japan, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,32, United-States, <=50K
35, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Mexico, <=50K
42, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,30, Cuba, <=50K
59, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Laos, <=50K
21, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, England, <=50K
51, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,1840,42, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, Mexico, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,2425,60, United-States, >50K
42, Self-emp-not-inc, 12th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
48, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Masters, Widowed, Farming-fishing, Not-in-family, White, Male,0,2169,40, United-States, <=50K
51, State-gov, 12th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K
66, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,4651,0,50, United-States, >50K
47, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
49, Local-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,71, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,60, United-States, <=50K
18, Private, Doctorate, Never-married, Adm-clerical, Own-child, Black, Female,0,0,14, United-States, <=50K
49, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Vietnam, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,50, Canada, <=50K
59, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, Prof-school, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
35, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,33, United-States, <=50K
21, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States, >50K
44, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,20, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, 9th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Mexico, <=50K
29, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Other-relative, White, Male,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, France, <=50K
58, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland, >50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,1997,60, United-States, <=50K
56, Private, Some-college, Widowed, Other-service, Wife, Other, Female,0,0,15, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, <=50K
27, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Separated, Farming-fishing, Not-in-family, White, Female,0,0,50, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Mexico, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
