25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
53, Private, 9th, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
35, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Other-relative, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,32, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,70, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
53, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,1734,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Federal-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,1884,29, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,4036,0,24, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
70, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Vietnam, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,2043,54, United-States, <=50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,1740,45, United-States, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,876,0,20, United-States, <=50K
33, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,30, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,40, United-States, >50K
51, Self-emp-inc, Bachelors, Separated, Transport-moving, Husband, White, Male,0,0,40, Vietnam, <=50K
27, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Germany, >50K
57, Self-emp-inc, Bachelors, Never-married, Sales, Husband, White, Male,99999,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,99999,0,40, United-States, >50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
55, Local-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,35, United-States, >50K
50, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
72, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
54, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
61, Local-gov, Some-college, Divorced, Exec-managerial, Husband, White, Male,2534,0,45, United-States, >50K
39, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,60, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,48, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,30, Puerto-Rico, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,51, India, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Male,0,1991,40, United-States, <=50K
31, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
26, Private, Some-college, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-spouse-absent, Other-service, Wife, White, Female,0,0,8, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2590,0,45, United-States, <=50K
38, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
31, Private, Some-college, Married-spouse-absent, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
60, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
90, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Philippines, >50K
45, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,54, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
47, Local-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
54, Private, 7th-8th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, 12th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States, <=50K
47, Local-gov, Masters, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
52, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, India, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
62, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,32, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, 7th-8th, Divorced, Sales, Not-in-family, White, Female,4668,0,30, United-States, <=50K
55, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,16, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,1, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Bachelors, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Ireland, <=50K
51, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
83, Local-gov, 7th-8th, Separated, Other-service, Wife, White, Male,0,0,20, Germany, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
43, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, Vietnam, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Mexico, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Puerto-Rico, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
18, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
46, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,27724,0,65, United-States, >50K
25, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,43, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
46, Private, Assoc-voc, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,54, United-States, >50K
36, Private, 11th, Separated, Prof-specialty, Husband, White, Male,0,0,35, India, <=50K
45, Private, 12th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,32, India, >50K
70, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,7572,0,45, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1876,40, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
65, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,1, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Never-married, Armed-Forces, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1728,50, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,3108,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,6962,0,50, United-States, >50K
54, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7277,0,40, United-States, >50K
31, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,54, China, <=50K
22, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
34, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,4499,0,94, United-States, >50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
29, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,38, United-States, <=50K
67, Local-gov, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Local-gov, Assoc-voc, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Honduras, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,70, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
27, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, Philippines, >50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,54, United-States, <=50K
47, Local-gov, 10th, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,72, Guatemala, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
71, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
47, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,50, United-States, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, United-States, >50K
36, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,15, United-States, <=50K
34, Private, HS-grad, Married-spouse-absent, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Federal-gov, 12th, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Separated, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
72, Private, 9th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,1887,40, United-States, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
41, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Vietnam, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,75, United-States, >50K
42, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
