26, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
27, State-gov, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, El-Salvador, <=50K
34, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,1887,40, United-States, >50K
41, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,1848,30, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,70, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,15, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Doctorate, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,64, United-States, >50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
41, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,2247,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
48, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
57, Private, 9th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Federal-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
63, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,60, United-States, >50K
34, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,45, United-States, >50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,36, Hungary, <=50K
62, Self-emp-not-inc, 9th, Separated, Sales, Husband, White, Male,0,0,35, Mexico, <=50K
17, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, Cambodia, >50K
75, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,60, United-States, <=50K
37, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 9th, Married-civ-spouse, Sales, Husband, Black, Male,10377,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, South, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1577,40, Mexico, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,36, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
71, Private, Masters, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, 10th, Divorced, Prof-specialty, Not-in-family, Black, Male,3453,0,50, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
74, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
27, State-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,80, United-States, <=50K
27, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
50, Self-emp-inc, Assoc-acdm, Never-married, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,40, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, France, <=50K
90, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, >50K
28, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Cuba, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,35, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,6190,0,40, United-States, <=50K
52, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,1470,72, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,71, United-States, >50K
25, Private, Assoc-acdm, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Mexico, <=50K
53, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
55, Private, Masters, Divorced, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
46, Private, 9th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Cuba, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Local-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, <=50K
27, Self-emp-not-inc, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Divorced, Sales, Wife, White, Female,0,1570,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,2028,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,4065,0,50, China, <=50K
64, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
36, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,40, United-States, >50K
66, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,12682,0,40, United-States, >50K
42, Local-gov, Masters, Never-married, Exec-managerial, Wife, White, Male,0,0,36, United-States, >50K
39, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, Masters, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
36, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,7687,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,25, Mexico, <=50K
24, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Private, 10th, Divorced, Sales, Not-in-family, White, Female,2820,0,45, Mexico, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,2718,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,4509,0,40, United-States, >50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,14738,0,40, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,3901,0,40, United-States, <=50K
40, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
51, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1804,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
63, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,17, United-States, >50K
25, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
38, Federal-gov, Some-college, Never-married, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, India, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,3325,0,25, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,12, United-States, <=50K
51, Private, 9th, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,11, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,1592,33, United-States, <=50K
34, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,1573,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
50, Local-gov, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,24, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,64, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Mexico, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Hungary, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
74, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
41, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,4436,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,52, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
66, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,5448,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
26, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Female,2889,0,40, India, <=50K
61, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, >50K
59, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,45, United-States, <=50K
27, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
38, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,6600,0,50, United-States, >50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, >50K
32, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,11, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
48, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
58, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, HS-grad, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Prof-school, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,15, United-States, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
23, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private, Some-college, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
48, Local-gov, Assoc-voc, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Vietnam, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,15, United-States, <=50K
49, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
