37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1737,40, Honduras, >50K
72, Self-emp-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,80, Hungary, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,35, Cambodia, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, El-Salvador, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England, <=50K
42, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Hong, <=50K
30, Private, Prof-school, Never-married, Sales, Husband, White, Male,0,1960,40, El-Salvador, <=50K
19, Self-emp-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,99, Nicaragua, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Canada, >50K
71, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,32, Yugoslavia, <=50K
27, Local-gov, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, France, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1761,40, Japan, <=50K
28, Private, Prof-school, Married-civ-spouse, Sales, Own-child, White, Male,0,0,30, Hungary, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Honduras, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Jamaica, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, China, >50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Thailand, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Japan, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, China, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Jamaica, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, England, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Cambodia, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,35, Taiwan, <=50K
43, Private, 10th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, >50K
39, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
40, Private, Assoc-voc, Married-spouse-absent, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1725,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Germany, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
46, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, South, <=50K
43, Private, Assoc-acdm, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
53, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Laos, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Iran, <=50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, Cuba, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, France, <=50K
26, Local-gov, Assoc-voc, Never-married, Sales, Wife, White, Female,0,0,40, Columbia, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Cambodia, >50K
60, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
63, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Laos, <=50K
37, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,25, Haiti, <=50K
33, Local-gov, 9th, Separated, Machine-op-inspct, Husband, White, Male,0,0,45, Ecuador, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Poland, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cuba, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,2731,0,10, Mexico, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Cambodia, <=50K
41, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, China, <=50K
20, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, Black, Male,0,0,40, Laos, <=50K
53, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Scotland, >50K
67, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,20, Honduras, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Vietnam, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Wife, White, Female,0,0,6, South, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Germany, <=50K
21, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, Cuba, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, France, >50K
61, State-gov, 11th, Separated, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Nicaragua, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Hungary, <=50K
49, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1886,40, Honduras, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1902,50, Guatemala, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, England, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Italy, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Honduras, <=50K
46, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, >50K
53, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Laos, >50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cuba, <=50K
51, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,8614,0,40, Jamaica, <=50K
20, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,20, Germany, <=50K
19, Local-gov, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,25, Hungary, <=50K
64, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,10, Nicaragua, <=50K
23, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Male,0,0,54, Yugoslavia, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Mexico, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
44, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,45, Trinadad&Tobago, >50K
38, State-gov, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,70, Guatemala, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Germany, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,80, Japan, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, Ecuador, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, France, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
53, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Japan, >50K
31, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,3103,0,38, Portugal, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
24, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
21, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,10, Taiwan, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
33, State-gov, 12th, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Taiwan, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Ireland, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
29, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, Scotland, >50K
50, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,3441,0,40, Jamaica, >50K
22, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Vietnam, <=50K
62, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Poland, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, South, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, El-Salvador, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Portugal, >50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,9400,0,40, Cuba, <=50K
33, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, Hong, >50K
29, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, Jamaica, <=50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,40, Nicaragua, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Ireland, <=50K
26, Self-emp-inc, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cambodia, <=50K
20, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, El-Salvador, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, Cuba, >50K
51, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Canada, <=50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Jamaica, >50K
55, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,2248,60, Thailand, >50K
43, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, Ireland, <=50K
21, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
52, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,4619,0,60, Greece, >50K
35, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
46, Local-gov, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,4885,0,25, Nicaragua, >50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Portugal, <=50K
34, Federal-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Iran, >50K
38, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4087,0,40, Trinadad&Tobago, >50K
19, Private, Masters, Separated, Prof-specialty, Own-child, White, Female,0,0,30, Hungary, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
75, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,25, Hong, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,7687,0,40, Dominican-Republic, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, Ecuador, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Hong, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cambodia, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, Canada, >50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Peru, <=50K
61, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Vietnam, <=50K
58, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Portugal, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, <=50K
49, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,30, Thailand, <=50K
23, Private, 12th, Never-married, Tech-support, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
25, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Iran, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Ireland, >50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
25, Private, 7th-8th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, Hong, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Nicaragua, <=50K
37, Local-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, Philippines, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Dominican-Republic, >50K
43, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Greece, >50K
41, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Columbia, <=50K
33, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,54, Trinadad&Tobago, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,45, Canada, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,12, Columbia, <=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, >50K
31, Federal-gov, Some-college, Married-civ-spouse, Sales, Own-child, Black, Male,0,1719,40, Jamaica, >50K
74, Private, HS-grad, Divorced, Farming-fishing, Husband, Black, Male,0,0,30, Ireland, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Columbia, >50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Laos, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,31, Iran, <=50K
39, Self-emp-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,14442,0,50, Peru, >50K
31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,30, Iran, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
52, Self-emp-not-inc, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, England, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Italy, <=50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,2968,0,40, Taiwan, >50K
61, Self-emp-not-inc, 10th, Widowed, Other-service, Unmarried, White, Female,0,0,40, France, <=50K
36, Private, 7th-8th, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, Scotland, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, China, >50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Hong, <=50K
34, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,54, Germany, <=50K
20, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, Scotland, <=50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,826,0,60, France, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, Canada, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, Laos, >50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, >50K
26, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, Ireland, >50K
46, Local-gov, HS-grad, Separated, Tech-support, Not-in-family, White, Female,0,0,40, Ireland, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
21, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, El-Salvador, <=50K
43, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
36, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,30, Ecuador, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Thailand, >50K
53, Federal-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
52, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, El-Salvador, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,76, Vietnam, <=50K
45, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Trinadad&Tobago, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
32, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,35, Poland, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,74, Scotland, <=50K
43, Self-emp-inc, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Japan, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
53, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,38, Canada, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, Canada, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, South, <=50K
50, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,40, Columbia, >50K
50, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Japan, >50K
58, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,0,50, Hungary, >50K
35, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1898,40, Iran, >50K
36, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Thailand, <=50K
22, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,37, Laos, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Yugoslavia, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Local-gov, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,45, Honduras, <=50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Greece, <=50K
24, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, Haiti, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, >50K
54, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Scotland, >50K
52, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, France, <=50K
21, Private, 11th, Divorced, Prof-specialty, Own-child, Other, Male,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Peru, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Japan, >50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, England, <=50K
43, Federal-gov, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, India, <=50K
52, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
39, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,54, China, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
22, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, France, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Columbia, >50K
48, Private, 9th, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
34, Private, 10th, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,20, Columbia, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, El-Salvador, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,6424,0,54, United-States, <=50K
