27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Other-relative, Other, Female,0,0,40, Scotland, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,32, Ecuador, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, Taiwan, <=50K
25, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,45, Trinadad&Tobago, <=50K
54, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,45, Italy, <=50K
43, State-gov, 11th, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,32, Peru, >50K
58, State-gov, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Jamaica, >50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,3103,0,40, Thailand, >50K
46, State-gov, Prof-school, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, India, >50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, Guatemala, >50K
23, State-gov, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,26, Hungary, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,2221,0,35, Vietnam, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,99999,0,52, Ireland, >50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Iran, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,2412,0,40, Philippines, <=50K
55, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,48, Japan, >50K
42, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Haiti, <=50K
54, Private, Masters, Divorced, Craft-repair, Wife, Black, Male,0,1916,40, Cuba, <=50K
29, Private, Some-college, Never-married, Sales, Husband, Other, Female,0,0,40, Ecuador, <=50K
57, Private, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,40, Ireland, <=50K
28, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, Portugal, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Scotland, >50K
41, Local-gov, Masters, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
32, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,3325,0,40, South, <=50K
20, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Poland, <=50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,45, England, >50K
27, Private, Assoc-voc, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Taiwan, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Hong, >50K
24, Private, Masters, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Nicaragua, <=50K
63, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,2, El-Salvador, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,60, Japan, <=50K
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,30, Mexico, <=50K
54, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Italy, <=50K
68, Local-gov, Some-college, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,23, Laos, <=50K
76, State-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Other, Male,0,0,40, Germany, >50K
63, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,20, Mexico, <=50K
40, Private, Bachelors, Married-spouse-absent, Sales, Husband, Other, Male,8634,0,50, Outlying-US(Guam-USVI-etc), >50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, Greece, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Italy, >50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Germany, <=50K
39, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, India, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,35, Taiwan, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,35, China, <=50K
23, Private, Prof-school, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, India, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Hong, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
26, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,26, China, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,38, Hong, >50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Columbia, >50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, Italy, <=50K
50, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, England, >50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,50, Hong, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Yugoslavia, <=50K
22, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
31, Self-emp-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,60, Mexico, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Taiwan, <=50K
49, Private, Assoc-voc, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,36, Portugal, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Other, Female,0,0,50, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,5013,0,40, El-Salvador, >50K
44, Private, 10th, Divorced, Adm-clerical, Wife, White, Female,4857,0,28, Nicaragua, >50K
19, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,10, Peru, <=50K
62, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
47, Private, Bachelors, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,54, China, >50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Greece, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,4933,0,46, Vietnam, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
24, Private, Prof-school, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Philippines, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
45, Self-emp-inc, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
45, Private, Some-college, Divorced, Sales, Husband, Other, Female,0,0,50, Vietnam, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,60, Mexico, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Italy, >50K
40, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Male,0,0,48, Guatemala, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Peru, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,70, Ireland, >50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,35, China, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,40, Vietnam, <=50K
52, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, Iran, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, Jamaica, <=50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
50, Private, Prof-school, Separated, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
43, Private, Bachelors, Never-married, Priv-house-serv, Not-in-family, Other, Female,4403,0,40, South, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
62, Private, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Iran, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
36, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,7687,0,50, Taiwan, >50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, India, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, India, <=50K
66, Without-pay, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,1977,50, Poland, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
40, State-gov, HS-grad, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, Columbia, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, Cambodia, <=50K
49, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,36, China, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Mexico, <=50K
20, Private, 11th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
56, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Hungary, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,10, Columbia, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,30, Honduras, <=50K
22, Private, Some-college, Never-married, Sales, Other-relative, Black, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
25, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,2174,0,48, Portugal, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,35, Peru, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,20, Honduras, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
36, Private, Masters, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
52, Federal-gov, HS-grad, Widowed, Prof-specialty, Husband, Black, Female,0,1977,50, Guatemala, <=50K
59, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
57, Private, HS-grad, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
38, Private, Assoc-acdm, Separated, Prof-specialty, Husband, White, Male,0,1902,40, Canada, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,0,0,45, Poland, >50K
34, Without-pay, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,45, Philippines, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, >50K
20, Local-gov, Assoc-voc, Never-married, Other-service, Other-relative, Other, Male,0,0,45, Trinadad&Tobago, <=50K
42, Private, Some-college, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,67, Yugoslavia, >50K
42, Private, Masters, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, Puerto-Rico, >50K
31, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,40, France, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
51, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,442,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Private, 9th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
70, Federal-gov, HS-grad, Widowed, Sales, Husband, Asian-Pac-Islander, Female,0,0,12, Cambodia, <=50K
62, Private, Some-college, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, >50K
26, Private, Bachelors, Divorced, Protective-serv, Husband, White, Female,0,0,54, Trinadad&Tobago, <=50K
55, Private, Some-college, Widowed, Craft-repair, Husband, Black, Female,0,0,40, Greece, >50K
60, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,0,0,15, France, <=50K
43, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, Cuba, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Guatemala, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Laos, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Hungary, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Italy, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,45, Philippines, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Hungary, <=50K
49, Local-gov, Some-college, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
31, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,46, Poland, >50K
19, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Philippines, <=50K
48, Private, Bachelors, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,40, Yugoslavia, >50K
20, Private, HS-grad, Divorced, Other-service, Own-child, Other, Female,0,0,20, Ireland, <=50K
19, Private, Some-college, Never-married, Sales, Other-relative, Other, Female,0,0,21, Haiti, <=50K
27, Without-pay, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,3805,0,40, Cambodia, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, Japan, <=50K
27, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Haiti, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, Hungary, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
18, Private, 11th, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,20, El-Salvador, <=50K
30, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, France, <=50K
49, Private, Some-college, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,40, Ecuador, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
50, Private, Assoc-voc, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
26, Local-gov, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,11, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,18, Poland, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,64, Trinadad&Tobago, <=50K
27, Federal-gov, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,60, South, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,20, El-Salvador, <=50K
50, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Hong, <=50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Honduras, <=50K
46, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,12, Hong, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Honduras, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Scotland, >50K
57, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
29, State-gov, Some-college, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, Haiti, <=50K
23, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Italy, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,80, Mexico, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,15024,0,50, Nicaragua, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Yugoslavia, <=50K
43, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Honduras, <=50K
27, Private, Bachelors, Separated, Sales, Own-child, Black, Female,0,0,40, Germany, >50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,41, Hong, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Trinadad&Tobago, <=50K
46, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hong, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,7687,0,40, Ireland, >50K
27, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,12, Mexico, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Laos, <=50K
52, Private, 10th, Divorced, Sales, Not-in-family, Other, Male,0,0,37, Haiti, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,5411,0,40, Taiwan, >50K
29, Private, HS-grad, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Ecuador, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,21, Dominican-Republic, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Scotland, >50K
46, Private, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,99999,0,40, Peru, >50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, Other, Female,0,0,21, Germany, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Husband, Other, Male,0,0,50, Thailand, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,1902,45, Thailand, >50K
52, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,50, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Scotland, <=50K
51, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
79, Self-emp-not-inc, 9th, Divorced, Other-service, Husband, White, Male,0,0,20, Cuba, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Ecuador, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,10, Ecuador, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, Canada, <=50K
35, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,7298,0,40, Guatemala, >50K
32, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Black, Male,0,1902,40, Greece, <=50K
73, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,77, China, >50K
59, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,36, Greece, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, India, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Philippines, >50K
36, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Greece, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
19, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,0,0,13, Philippines, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,20, Portugal, <=50K
55, Private, Masters, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
25, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Nicaragua, <=50K
