56, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
37, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
46, Private, HS-grad, Separated, Other-service, Wife, Asian-Pac-Islander, Male,0,0,5, United-States, <=50K
49, Private, 12th, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
41, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
47, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
57, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
56, Private, 7th-8th, Divorced, Tech-support, Husband, White, Female,0,0,20, United-States, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
20, Private, 7th-8th, Married-civ-spouse, Other-service, Own-child, White, Female,0,1722,12, United-States, >50K
33, Private, HS-grad, Widowed, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
31, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
70, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, United-States, <=50K
32, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,38, United-States, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
72, Private, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,2384,40, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,1670,40, United-States, <=50K
26, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
32, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, State-gov, 5th-6th, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
57, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States, <=50K
59, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,13599,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
38, Private, 9th, Divorced, Exec-managerial, Wife, White, Female,0,0,35, India, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Mexico, <=50K
32, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,50, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
69, Private, Bachelors, Widowed, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, United-States, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, >50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,25, United-States, <=50K
37, Federal-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,34, United-States, >50K
47, Private, 5th-6th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Local-gov, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Dominican-Republic, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
43, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, England, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, 9th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
28, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,30, United-States, <=50K
55, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,10, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
47, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,1360,45, United-States, <=50K
33, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Prof-school, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,5, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,99999,0,60, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Germany, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
54, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,56, United-States, <=50K
53, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,52, Mexico, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
41, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
36, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,60, United-States, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,35, United-States, >50K
67, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,2061,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,2524,0,50, United-States, <=50K
49, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,5178,0,35, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,4091,0,30, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
28, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
45, State-gov, Assoc-voc, Divorced, Prof-specialty, Wife, White, Female,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,11207,0,40, United-States, >50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
69, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,2307,30, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2234,40, Mexico, >50K
49, Self-emp-inc, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
27, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,3679,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
65, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,7687,0,45, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,48, United-States, <=50K
35, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Cuba, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1740,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,2175,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
53, Private, 9th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,48, United-States, <=50K
57, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, Poland, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, 10th, Never-married, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
52, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, >50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,32, United-States, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,24, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
71, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,1672,45, United-States, <=50K
43, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
69, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1887,60, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,32, United-States, <=50K
31, Private, 5th-6th, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2378,0,99, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
48, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,60, United-States, <=50K
35, Private, Masters, Never-married, Sales, Own-child, Black, Female,0,1993,40, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
34, Private, Assoc-voc, Widowed, Sales, Unmarried, White, Female,2648,0,50, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
59, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,37, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, >50K
38, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,15024,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,4386,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,71, United-States, <=50K
60, State-gov, Prof-school, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
