47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
34, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
43, Self-emp-inc, Bachelors, Separated, Exec-managerial, Husband, Other, Male,0,0,50, Jamaica, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, Dominican-Republic, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,2470,50, United-States, >50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,99999,0,65, United-States, >50K
23, Local-gov, 5th-6th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, China, <=50K
32, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
66, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,25, United-States, >50K
40, Private, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Laos, >50K
21, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,35, United-States, <=50K
58, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,48, Jamaica, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1860,0,40, Ecuador, >50K
42, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,60, South, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,50, England, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,42, Honduras, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
36, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,65, Hong, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Canada, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,40, United-States, >50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, South, <=50K
34, Private, Bachelors, Widowed, Sales, Own-child, Asian-Pac-Islander, Female,0,1988,40, Outlying-US(Guam-USVI-etc), >50K
38, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,50, Philippines, <=50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,99999,0,40, United-States, >50K
26, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,3442,0,30, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Columbia, <=50K
22, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, Taiwan, <=50K
21, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, Columbia, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
18, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,99999,0,2, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,20, South, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Germany, <=50K
42, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Wife, Black, Male,0,0,38, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,32, China, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
39, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,54, United-States, >50K
29, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,25, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Scotland, >50K
65, Self-emp-not-inc, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,4650,0,40, Poland, >50K
47, Private, Masters, Widowed, Sales, Not-in-family, White, Female,0,0,50, England, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,3103,0,40, Dominican-Republic, <=50K
34, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, United-States, >50K
54, Private, HS-grad, Widowed, Exec-managerial, Wife, White, Female,0,0,35, Poland, <=50K
44, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Laos, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
79, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Greece, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, United-States, >50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
69, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Wife, Other, Male,0,0,40, Iran, >50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,54, Yugoslavia, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,30, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,20, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
32, Local-gov, Assoc-voc, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
38, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hong, <=50K
70, Private, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,31, El-Salvador, <=50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
75, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,48, Vietnam, >50K
65, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1902,70, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2764,0,45, United-States, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,43, Italy, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,40, El-Salvador, >50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Poland, >50K
24, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Male,0,1887,38, United-States, <=50K
44, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, Jamaica, <=50K
44, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, Dominican-Republic, >50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
53, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Laos, <=50K
45, Private, Masters, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,5, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
32, Private, HS-grad, Separated, Other-service, Own-child, Black, Male,0,0,30, Yugoslavia, <=50K
37, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, Hungary, <=50K
38, Private, HS-grad, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, <=50K
22, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
29, Private, 10th, Separated, Other-service, Unmarried, White, Male,0,0,40, England, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Hong, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,54, Ireland, >50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,5, Ecuador, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Portugal, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,30, Scotland, >50K
29, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
36, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,12, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,30, Ecuador, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,70, United-States, <=50K
49, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,45, Ireland, <=50K
25, Private, Assoc-voc, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Bachelors, Separated, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
48, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,72, Cuba, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
56, Self-emp-not-inc, 11th, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,1, Laos, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
30, Local-gov, Some-college, Divorced, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Yugoslavia, >50K
55, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, Masters, Divorced, Exec-managerial, Not-in-family, Black, Female,0,2611,37, Trinadad&Tobago, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Italy, <=50K
48, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,99, Jamaica, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
43, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
40, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
52, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
54, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, Vietnam, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,30, United-States, >50K
50, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,25, Mexico, <=50K
34, State-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,30, Honduras, <=50K
64, Private, Doctorate, Married-civ-spouse, Sales, Husband, Other, Female,3645,0,40, Laos, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
46, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,60, United-States, <=50K
42, Self-emp-inc, Assoc-voc, Divorced, Sales, Husband, White, Female,0,0,20, Jamaica, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
55, Local-gov, Bachelors, Separated, Exec-managerial, Wife, Other, Male,0,0,60, Italy, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Portugal, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,4386,0,40, South, >50K
52, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,99999,0,45, Scotland, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, Trinadad&Tobago, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,20, Germany, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Germany, <=50K
60, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,10520,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Haiti, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, Honduras, <=50K
50, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1929,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,70, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,9798,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,44, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,50, Yugoslavia, <=50K
43, Private, HS-grad, Separated, Other-service, Wife, Other, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,5179,0,40, United-States, >50K
45, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, India, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Canada, <=50K
71, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Greece, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Portugal, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
44, Private, Bachelors, Never-married, Protective-serv, Wife, White, Female,0,1872,6, Honduras, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,3386,0,54, Taiwan, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, >50K
