35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,54, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1980,60, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,1887,45, United-States, >50K
22, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
55, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Widowed, Sales, Own-child, White, Female,0,0,44, United-States, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, State-gov, Some-college, Never-married, Tech-support, Husband, White, Male,0,1656,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
49, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,4,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,46,0,60, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
18, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,12, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2850,0,40, United-States, >50K
30, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,2587,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Divorced, Sales, Husband, White, Male,7298,0,50, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,38, United-States, >50K
25, Private, Prof-school, Never-married, Tech-support, Own-child, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,65, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,4057,0,70, Germany, >50K
51, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, 9th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, Mexico, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
65, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
29, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,6991,0,60, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States, <=50K
42, Private, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,12, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
41, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,1902,40, United-States, <=50K
54, Local-gov, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
75, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,16, Columbia, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Cuba, >50K
47, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,5178,0,45, United-States, >50K
27, State-gov, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,38, United-States, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, United-States, >50K
44, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Local-gov, 10th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Separated, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Portugal, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Ecuador, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,52, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
62, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,8781,0,54, United-States, >50K
31, Private, Bachelors, Never-married, Craft-repair, Wife, White, Female,0,0,35, United-States, <=50K
47, Private, 9th, Separated, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,10, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,20, United-States, <=50K
69, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,10548,0,50, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
22, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,38, United-States, >50K
47, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,90, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,48, China, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,2398,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,27826,0,60, United-States, >50K
28, Private, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
68, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,27697,0,54, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1598,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,88, United-States, >50K
50, Private, 12th, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,3721,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,16, United-States, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
58, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, White, Female,0,0,47, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,1977,40, United-States, <=50K
45, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1902,60, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,48, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,45, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1978,60, United-States, >50K
34, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, Mexico, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, England, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,1676,45, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1978,40, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,4, United-States, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,54, Mexico, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
59, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, >50K
41, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
23, Private, Assoc-voc, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Mexico, >50K
34, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,2011,40, United-States, >50K
43, Private, 7th-8th, Divorced, Prof-specialty, Husband, Black, Female,0,0,45, United-States, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1813,38, United-States, <=50K
25, Local-gov, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,7034,0,50, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,3, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
54, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,15024,0,60, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, >50K
26, Self-emp-inc, Masters, Divorced, Prof-specialty, Husband, White, Male,0,1920,40, United-States, >50K
60, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Sales, Husband, White, Female,0,0,50, United-States, <=50K
46, Private, 10th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, 10th, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, >50K
44, Private, Assoc-voc, Divorced, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,59, South, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, State-gov, HS-grad, Widowed, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,17, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,7687,0,70, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Haiti, <=50K
58, Private, 7th-8th, Never-married, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
47, Private, 10th, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
43, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
46, Local-gov, 9th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
47, Private, 9th, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, 7th-8th, Divorced, Adm-clerical, Husband, White, Male,0,0,45, Thailand, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
47, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
63, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
64, Local-gov, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
45, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,3010,0,45, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
58, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,35, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
29, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, 10th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
24, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,25, Philippines, <=50K
30, Private, 10th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,24, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,3827,0,54, United-States, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Cambodia, <=50K
57, Self-emp-not-inc, 10th, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,48, United-States, <=50K
46, Private, Doctorate, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, South, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Mexico, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,30, United-States, <=50K
48, Federal-gov, Bachelors, Widowed, Other-service, Husband, White, Male,0,0,44, United-States, <=50K
47, Self-emp-inc, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,52, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,50, United-States, >50K
35, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, >50K
39, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,1887,15, United-States, >50K
48, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,1, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
20, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,1812,40, United-States, >50K
