36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2835,0,45, United-States, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Male,5766,0,50, Honduras, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Mexico, <=50K
42, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,35, United-States, >50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, >50K
37, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, El-Salvador, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,4656,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2428,0,31, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, United-States, >50K
19, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
48, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
29, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, Laos, >50K
45, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,2221,0,60, United-States, >50K
63, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,54, United-States, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, Japan, <=50K
24, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
35, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,1573,40, Poland, <=50K
50, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,1594,45, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,35, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Nicaragua, <=50K
40, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,7, Germany, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
64, Self-emp-not-inc, 9th, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Hungary, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Germany, >50K
42, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Scotland, <=50K
21, Private, 12th, Never-married, Other-service, Not-in-family, Other, Male,0,0,15, Yugoslavia, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, Italy, <=50K
31, Local-gov, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Haiti, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Masters, Divorced, Tech-support, Unmarried, Black, Female,0,1666,40, China, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,25, Scotland, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Protective-serv, Other-relative, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
59, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
55, Private, Doctorate, Separated, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
22, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3103,0,48, Puerto-Rico, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, England, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,10656,0,45, Honduras, >50K
37, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,5100,0,35, United-States, >50K
22, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, South, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
20, State-gov, 10th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, State-gov, 11th, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Italy, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,60, United-States, <=50K
22, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,27, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, France, >50K
52, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
26, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, Columbia, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Divorced, Priv-house-serv, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,7298,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7382,0,55, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
77, Self-emp-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,25, France, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Male,7342,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
63, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,42, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
60, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22, State-gov, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
17, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
41, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
39, Local-gov, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,1493,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, France, <=50K
50, Private, Prof-school, Never-married, Protective-serv, Unmarried, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,14, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
26, Private, 11th, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,50, United-States, >50K
56, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, South, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3470,0,55, Dominican-Republic, <=50K
33, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,60, Honduras, >50K
44, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,1949,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, Taiwan, <=50K
44, Local-gov, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
46, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,50, Philippines, <=50K
60, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,15, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,4386,0,40, Yugoslavia, <=50K
37, State-gov, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Honduras, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
30, State-gov, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Hungary, <=50K
33, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,1595,60, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Columbia, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Scotland, >50K
24, Self-emp-not-inc, Some-college, Separated, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
36, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Wife, Other, Female,0,0,40, France, >50K
37, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,40, Columbia, >50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
64, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Ireland, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Haiti, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Yugoslavia, <=50K
57, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Honduras, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Italy, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,21835,0,77, Yugoslavia, >50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, Peru, <=50K
53, Private, Some-college, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Poland, <=50K
74, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
40, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
31, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Female,0,1512,48, Honduras, <=50K
23, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,25, Cuba, <=50K
36, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, England, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, Laos, <=50K
30, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,60, United-States, <=50K
45, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,35, France, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Federal-gov, HS-grad, Never-married, Sales, Wife, Black, Male,0,0,45, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
51, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
42, Local-gov, Bachelors, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
70, Self-emp-not-inc, HS-grad, Widowed, Protective-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Canada, >50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
29, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,50, United-States, <=50K
62, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,23, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Hong, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
24, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Columbia, <=50K
33, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,54, South, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,27, Philippines, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
57, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, France, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,25, United-States, <=50K
51, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
