25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, China, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, China, <=50K
26, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Puerto-Rico, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Laos, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,30, Columbia, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,45, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, South, >50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Honduras, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,20, Puerto-Rico, <=50K
54, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Germany, >50K
39, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,46, Mexico, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, China, <=50K
57, Private, 12th, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, Hong, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,25, Germany, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,45, Vietnam, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Poland, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, France, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,54, Nicaragua, >50K
36, Private, Masters, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Ecuador, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Philippines, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, <=50K
59, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,50, Laos, >50K
47, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, South, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,1719,40, Iran, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
36, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,48, Japan, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Iran, <=50K
48, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
60, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,42, Peru, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,52, Honduras, >50K
29, Local-gov, 11th, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
44, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, South, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,2302,40, Guatemala, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Taiwan, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Canada, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,48, Ireland, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,7298,0,50, Thailand, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, Italy, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
52, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, Cuba, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Guatemala, <=50K
55, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Philippines, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,36, Ecuador, <=50K
20, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Nicaragua, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, Thailand, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,54, Trinadad&Tobago, >50K
42, Private, Bachelors, Divorced, Farming-fishing, Unmarried, Black, Male,10538,0,50, Japan, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Columbia, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cambodia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Peru, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Scotland, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Nicaragua, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, Peru, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Peru, >50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,20, Scotland, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Ecuador, <=50K
42, Private, HS-grad, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Female,4386,0,35, India, >50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,30, Japan, <=50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, Poland, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,84, Iran, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,45, England, <=50K
41, State-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
43, Private, HS-grad, Divorced, Protective-serv, Wife, Other, Male,0,0,40, Ireland, <=50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Male,0,0,43, Thailand, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, India, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Cuba, <=50K
32, Local-gov, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
21, Local-gov, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,35, India, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Wife, Black, Female,0,0,40, Jamaica, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, China, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,3, Cuba, <=50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Thailand, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
31, Local-gov, Bachelors, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1887,45, Iran, >50K
54, Local-gov, Doctorate, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Ecuador, >50K
46, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, Black, Female,0,0,50, Haiti, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Portugal, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,10, Laos, >50K
35, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Nicaragua, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,36, Dominican-Republic, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,31, Hungary, <=50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,54, Cambodia, <=50K
19, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
48, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Ireland, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Laos, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
62, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Philippines, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, Laos, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Haiti, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,99999,0,65, Dominican-Republic, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hungary, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1886,40, France, <=50K
23, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, Dominican-Republic, <=50K
65, Federal-gov, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, England, <=50K
21, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Taiwan, <=50K
47, Private, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,41, Nicaragua, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, Guatemala, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, Japan, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Iran, <=50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, Germany, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, Thailand, <=50K
29, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
48, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Jamaica, <=50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
27, Local-gov, Bachelors, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,35, Germany, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Taiwan, <=50K
57, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Hong, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Hungary, <=50K
31, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, Cambodia, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, China, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, France, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Trinadad&Tobago, <=50K
31, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,50, Nicaragua, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Vietnam, <=50K
32, State-gov, Masters, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Jamaica, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, Italy, <=50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, Peru, <=50K
51, Federal-gov, HS-grad, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,62, Taiwan, <=50K
30, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, South, >50K
28, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,54, Philippines, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Guatemala, <=50K
31, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
67, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Japan, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Scotland, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
55, Self-emp-not-inc, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,1, Canada, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,10, Yugoslavia, >50K
79, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,20123,0,35, Greece, >50K
28, Private, HS-grad, Separated, Adm-clerical, Husband, White, Female,0,0,40, Portugal, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Nicaragua, >50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,50, England, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
32, Private, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,30, Cambodia, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,37, United-States, <=50K
66, Local-gov, Masters, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,35, Nicaragua, <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,47, Germany, <=50K
64, Private, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, England, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
45, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,5178,0,60, Jamaica, >50K
38, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7298,0,42, Scotland, >50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, China, <=50K
22, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,15, Cuba, <=50K
69, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,24, Hungary, <=50K
54, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, Columbia, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Peru, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, Thailand, >50K
47, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Honduras, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,46, Japan, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
53, State-gov, HS-grad, Married-civ-spouse, Sales, Wife, Black, Male,7885,0,35, Taiwan, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, England, >50K
28, Local-gov, HS-grad, Divorced, Prof-specialty, Own-child, Other, Female,0,0,35, Guatemala, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Vietnam, >50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Scotland, >50K
24, Private, 9th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Dominican-Republic, >50K
18, Private, 10th, Married-civ-spouse, Sales, Own-child, White, Female,0,0,11, Jamaica, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1599,50, Yugoslavia, >50K
33, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, China, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,8614,0,70, Poland, >50K
46, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
20, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,24, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Portugal, <=50K
46, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,37, Peru, <=50K
50, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,15, Japan, >50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, Portugal, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,37, Hong, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Japan, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Peru, <=50K
21, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,35, Germany, <=50K
50, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
27, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
61, Local-gov, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Vietnam, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,50, Hungary, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Vietnam, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,20, Honduras, <=50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,30, Yugoslavia, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, Vietnam, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,20, England, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Philippines, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,38, Cambodia, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,60, Trinadad&Tobago, <=50K
