48, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1887,45, France, >50K
55, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,75, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,5178,0,40, Mexico, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
18, Private, 10th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Italy, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,7687,0,40, Laos, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, South, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,35, Yugoslavia, <=50K
27, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,76, United-States, <=50K
42, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Haiti, <=50K
86, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Hong, >50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,70, Puerto-Rico, <=50K
58, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Canada, <=50K
36, Private, HS-grad, Widowed, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, <=50K
49, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Yugoslavia, >50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,3727,0,67, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,16, Laos, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,36, United-States, <=50K
66, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,3425,0,10, Laos, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Ireland, <=50K
66, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Germany, <=50K
32, Federal-gov, Bachelors, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,38, China, <=50K
26, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, El-Salvador, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Haiti, >50K
25, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Peru, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
48, Private, Bachelors, Widowed, Craft-repair, Husband, Black, Male,99999,0,40, Canada, >50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2495,0,40, Ireland, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,15024,0,40, Japan, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, Philippines, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
73, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,24689,0,60, England, >50K
62, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, Taiwan, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, South, <=50K
60, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,2449,30, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Dominican-Republic, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, South, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Widowed, Sales, Unmarried, Black, Female,0,0,40, Italy, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Germany, >50K
70, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,25699,0,35, United-States, >50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
63, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,9685,0,40, United-States, >50K
34, Private, Assoc-voc, Separated, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
51, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Scotland, <=50K
32, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
34, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Mexico, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5031,0,50, Portugal, >50K
24, Private, Assoc-voc, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Mexico, <=50K
24, Private, Assoc-acdm, Separated, Handlers-cleaners, Wife, Other, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1902,40, China, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1887,40, Peru, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,1977,45, Portugal, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,61, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1670,99, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Dominican-Republic, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Black, Female,0,0,43, United-States, <=50K
64, Federal-gov, 5th-6th, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, <=50K
22, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,1594,10, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
66, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,3402,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, Honduras, <=50K
27, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,4707,0,40, United-States, >50K
51, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,7298,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Japan, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
24, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Japan, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, >50K
59, Private, Bachelors, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
65, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Ecuador, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
59, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,40, United-States, >50K
25, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Ecuador, >50K
36, Local-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
60, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Hong, >50K
62, Local-gov, Masters, Divorced, Exec-managerial, Own-child, White, Female,0,1800,30, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,48, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,7687,0,40, Hong, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1631,40, United-States, <=50K
74, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Mexico, <=50K
49, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
64, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,2254,40, Germany, <=50K
59, Self-emp-not-inc, Masters, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,55, Laos, <=50K
42, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,2398,50, India, >50K
42, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
58, Private, HS-grad, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, Iran, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,75, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, South, <=50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Taiwan, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Assoc-voc, Separated, Sales, Not-in-family, Black, Female,0,0,35, Iran, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,1854,52, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,8, Nicaragua, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,91,20, United-States, <=50K
40, Private, 9th, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Portugal, >50K
46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
56, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Nicaragua, <=50K
59, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Female,3976,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Guatemala, >50K
20, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Not-in-family, Black, Male,0,0,10, Ireland, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Cuba, <=50K
40, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Italy, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Ireland, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,15, Columbia, <=50K
68, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Honduras, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,60, Scotland, <=50K
34, Private, Masters, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Cambodia, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
27, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Japan, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Philippines, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, England, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, >50K
49, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, Scotland, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1936,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,15, Mexico, <=50K
41, Local-gov, Some-college, Widowed, Sales, Not-in-family, White, Female,0,2436,40, England, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,6171,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,30, United-States, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,20, China, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,2426,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,65, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Japan, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England, >50K
60, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, South, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Dominican-Republic, <=50K
54, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, El-Salvador, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, United-States, <=50K
44, Self-emp-inc, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Tech-support, Other-relative, Black, Male,0,0,27, United-States, <=50K
48, Self-emp-inc, Bachelors, Divorced, Other-service, Unmarried, Black, Male,2686,0,40, Mexico, >50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, >50K
27, Private, Some-college, Separated, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,2, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Vietnam, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,15024,0,60, Vietnam, >50K
60, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
47, Private, Doctorate, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,50, United-States, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
40, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
22, Private, Doctorate, Never-married, Adm-clerical, Own-child, White, Female,2411,0,30, France, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
26, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Poland, <=50K
29, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, Mexico, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Jamaica, >50K
45, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,1721,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, El-Salvador, >50K
25, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,37, Hong, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, Ireland, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
