22, Private, Masters, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
74, Self-emp-not-inc, Some-college, Widowed, Tech-support, Not-in-family, Black, Female,2174,0,60, United-States, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,40, United-States, >50K
32, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1846,48, United-States, <=50K
17, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,16, United-States, <=50K
20, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
51, Private, 12th, Separated, Adm-clerical, Wife, Black, Female,0,0,35, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,70, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,36, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, England, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,74, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,99, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,17, United-States, <=50K
40, Self-emp-not-inc, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
57, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Male,0,0,48, United-States, >50K
33, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,82, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,45, Mexico, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
32, Private, Masters, Never-married, Adm-clerical, Wife, White, Female,0,1848,40, United-States, <=50K
52, Local-gov, 10th, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,48, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3973,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
60, Local-gov, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
72, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,12, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,8, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
64, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Separated, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
64, Private, 10th, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,65, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
58, Private, Some-college, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 9th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Wife, Other, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, United-States, <=50K
60, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3275,0,40, United-States, >50K
42, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,7298,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,4386,0,45, United-States, >50K
20, Private, Doctorate, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
43, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,2386,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, United-States, <=50K
64, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Black, Male,0,1907,40, United-States, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
36, Private, Masters, Never-married, Sales, Not-in-family, White, Female,4627,0,20, United-States, <=50K
31, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, >50K
19, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
57, Local-gov, Prof-school, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Local-gov, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Separated, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,60, United-States, <=50K
35, Private, Some-college, Separated, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
65, Local-gov, Some-college, Widowed, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,1602,50, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,35, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, Mexico, <=50K
37, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1582,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Priv-house-serv, Unmarried, White, Female,3325,0,60, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Wife, Black, Female,0,0,20, United-States, <=50K
49, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
41, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
25, Private, 12th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Separated, Protective-serv, Not-in-family, White, Male,8731,0,40, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,24, United-States, <=50K
58, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
22, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,42, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Mexico, <=50K
62, Private, Bachelors, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Mexico, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
38, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
29, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
58, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,52, Peru, >50K
51, Private, Masters, Divorced, Adm-clerical, Wife, White, Male,0,0,60, United-States, <=50K
44, Private, Doctorate, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
37, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, 7th-8th, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Peru, >50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
47, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,15, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Local-gov, Bachelors, Widowed, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,50, United-States, <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Mexico, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,70, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,12, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
48, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2414,50, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2125,45, United-States, <=50K
35, Private, Some-college, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Separated, Exec-managerial, Own-child, White, Female,0,0,18, United-States, <=50K
45, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
53, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Germany, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,42, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18, Self-emp-not-inc, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,2481,45, South, >50K
47, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,2611,0,40, United-States, >50K
25, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
46, Federal-gov, Masters, Widowed, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Separated, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Separated, Prof-specialty, Husband, White, Female,0,0,36, Philippines, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,43, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, >50K
25, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1978,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
31, State-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
48, Private, 5th-6th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, Honduras, <=50K
53, Private, Assoc-voc, Widowed, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
45, Federal-gov, Assoc-voc, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
28, Local-gov, Bachelors, Widowed, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
35, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
50, Private, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,36, Guatemala, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
52, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
