51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Honduras, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, >50K
68, Private, 9th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,70, Ecuador, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
51, State-gov, Some-college, Married-spouse-absent, Other-service, Husband, White, Male,0,0,40, Cambodia, <=50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
58, Private, Some-college, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,20, Germany, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,67, Hong, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cambodia, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,32, Honduras, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, Iran, >50K
52, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,80, Laos, >50K
44, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Cuba, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Ecuador, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,5001,0,40, Cambodia, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,99999,0,50, Canada, >50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,60, Cuba, >50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Philippines, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,40, Hungary, >50K
53, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
31, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1902,40, Greece, >50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,18, Yugoslavia, <=50K
28, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
50, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Jamaica, >50K
44, Private, Assoc-voc, Divorced, Craft-repair, Wife, Black, Female,0,0,35, England, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,395,0,29, Iran, <=50K
22, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,70, Scotland, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Honduras, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, England, >50K
33, Private, 5th-6th, Divorced, Other-service, Unmarried, Other, Female,0,1627,38, Columbia, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Vietnam, <=50K
41, Private, 10th, Married-civ-spouse, Sales, Wife, Black, Male,0,0,10, Guatemala, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
35, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Jamaica, <=50K
36, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,34, Thailand, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
54, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,45, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, >50K
88, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, England, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,40, Poland, >50K
30, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Scotland, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
52, State-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Assoc-voc, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Ireland, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cambodia, >50K
24, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,2422,0,36, Puerto-Rico, <=50K
49, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
22, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,29, Germany, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, South, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,54, Nicaragua, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,75, United-States, >50K
40, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,44, Outlying-US(Guam-USVI-etc), >50K
22, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, United-States, >50K
31, Private, Some-college, Divorced, Sales, Own-child, Black, Female,0,0,20, Cambodia, <=50K
44, Private, HS-grad, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,25, Mexico, >50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
34, Self-emp-inc, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,40, China, <=50K
35, State-gov, Some-college, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, Mexico, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,10520,0,40, United-States, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,1979,38, Holand-Netherlands, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
26, Private, 10th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Puerto-Rico, <=50K
43, Local-gov, HS-grad, Married-spouse-absent, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, South, >50K
19, Private, 10th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1894,40, South, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7298,0,50, Haiti, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Taiwan, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,45, Cuba, >50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,48, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,26, Cambodia, >50K
26, Private, HS-grad, Divorced, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,45, Cambodia, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Greece, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
19, Private, HS-grad, Never-married, Other-service, Wife, Black, Male,0,0,25, Japan, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Honduras, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,70, Puerto-Rico, <=50K
73, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Japan, <=50K
63, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,29, England, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, >50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,25, Canada, <=50K
38, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Ireland, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Female,0,1669,40, Nicaragua, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1878,40, Italy, >50K
70, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Greece, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Guatemala, >50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Other, Female,0,0,40, France, <=50K
32, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
36, Private, Assoc-voc, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
59, Private, Assoc-voc, Divorced, Exec-managerial, Wife, Other, Female,5202,0,40, Germany, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, 10th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Haiti, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
54, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, Canada, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
35, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
48, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Iran, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Laos, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, Canada, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, Ireland, >50K
23, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,2407,0,40, Ecuador, >50K
34, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Puerto-Rico, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, >50K
18, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Philippines, <=50K
41, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Greece, <=50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
36, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Other, Female,0,0,60, Yugoslavia, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Laos, <=50K
24, Private, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,16, Cuba, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,42, Scotland, >50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Haiti, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, France, <=50K
28, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Scotland, <=50K
41, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Wife, Black, Male,7298,0,40, Laos, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
38, Local-gov, 10th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Puerto-Rico, <=50K
35, Self-emp-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, Germany, >50K
31, Private, Assoc-voc, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,35, Italy, >50K
47, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,4, Laos, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,5037,0,50, Germany, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
40, Private, 10th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Hungary, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, Cambodia, <=50K
27, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,29, China, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Nicaragua, <=50K
46, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,1740,29, Thailand, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, China, <=50K
31, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,12, Portugal, <=50K
32, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,0,0,45, England, >50K
36, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, France, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Italy, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,3595,48, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
72, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,76, Philippines, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,45, Italy, >50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,6, Japan, <=50K
21, Private, HS-grad, Never-married, Tech-support, Wife, White, Female,0,0,40, Puerto-Rico, <=50K
40, State-gov, Assoc-acdm, Never-married, Sales, Not-in-family, Other, Male,0,0,45, Thailand, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
20, Private, 11th, Never-married, Tech-support, Own-child, Black, Female,0,0,15, El-Salvador, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, >50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Iran, <=50K
64, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,40, Poland, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
44, Self-emp-not-inc, 5th-6th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, <=50K
22, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,29, Yugoslavia, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,32, Haiti, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Honduras, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,29, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Poland, <=50K
23, State-gov, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Poland, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, England, <=50K
25, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,1991,0,40, Guatemala, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Iran, >50K
31, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, Italy, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,12506,0,50, Philippines, >50K
27, Private, Assoc-acdm, Never-married, Other-service, Wife, Black, Female,0,0,35, Taiwan, >50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1741,50, Peru, <=50K
24, State-gov, HS-grad, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,25, Hong, <=50K
21, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,10, Hong, <=50K
59, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Iran, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, India, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,20, Mexico, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Japan, <=50K
49, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,59, Laos, >50K
50, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,70, Germany, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,50, Trinadad&Tobago, <=50K
22, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,29, Guatemala, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, South, <=50K
45, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Holand-Netherlands, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,86, Trinadad&Tobago, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, South, <=50K
58, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,45, El-Salvador, <=50K
46, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,1977,50, Japan, >50K
21, Private, Some-college, Never-married, Sales, Other-relative, Other, Male,0,0,20, France, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,40, China, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,54, Philippines, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1532,67, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, India, <=50K
25, Private, Some-college, Married-civ-spouse, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Male,0,0,60, Greece, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,29, Cambodia, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Japan, >50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,11109,0,60, Peru, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,54, Yugoslavia, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, South, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Greece, <=50K
38, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, France, <=50K
24, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Portugal, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
61, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, Italy, <=50K
21, Private, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Guatemala, <=50K
43, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,50, Poland, <=50K
25, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Germany, <=50K
72, Self-emp-not-inc, Assoc-voc, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,8, Ecuador, <=50K
64, Private, HS-grad, Widowed, Sales, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
44, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,5020,0,40, United-States, >50K
43, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,4745,0,40, Guatemala, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Dominican-Republic, <=50K
45, State-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Germany, <=50K
23, Private, 11th, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,38, Japan, <=50K
68, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,29, Haiti, <=50K
