47, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,35, Jamaica, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,5178,0,45, Vietnam, >50K
69, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,6038,0,45, Iran, >50K
35, Private, 9th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Portugal, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Nicaragua, <=50K
48, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Nicaragua, <=50K
36, Private, Masters, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
38, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,99, India, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,99999,0,50, Portugal, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Hungary, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,45, Vietnam, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,2518,87, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, France, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,12, India, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,37, Mexico, <=50K
34, Private, Masters, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, France, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Greece, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,7687,0,40, India, >50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, Japan, >50K
33, Private, HS-grad, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,45, Columbia, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
65, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
50, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,43, Hong, <=50K
32, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
50, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Haiti, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Peru, <=50K
71, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,75, Portugal, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,35, Scotland, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, Hungary, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,45, Cambodia, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Canada, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, England, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,54, Hong, <=50K
60, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Italy, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Canada, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,95, Canada, <=50K
60, Private, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
52, Private, Bachelors, Separated, Transport-moving, Husband, Black, Female,0,0,50, Germany, >50K
43, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
33, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,54, Guatemala, <=50K
40, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, Taiwan, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4828,0,40, Mexico, >50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Cuba, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Nicaragua, >50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,30, Columbia, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,10551,0,50, Portugal, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Columbia, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, Yugoslavia, <=50K
41, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
37, Private, Assoc-voc, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
42, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, France, <=50K
50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, >50K
24, Private, Some-college, Never-married, Protective-serv, Wife, Black, Male,0,0,40, Thailand, >50K
48, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, Italy, >50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Scotland, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,60, Iran, <=50K
20, Private, Assoc-voc, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
61, Private, Bachelors, Separated, Adm-clerical, Unmarried, Other, Male,0,0,20, Honduras, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,50, Puerto-Rico, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cambodia, >50K
32, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Greece, <=50K
38, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Peru, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,5699,0,40, Dominican-Republic, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,99999,0,54, Guatemala, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
34, Private, Assoc-acdm, Never-married, Sales, Wife, Other, Female,0,0,38, Jamaica, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,40, Jamaica, <=50K
41, Self-emp-inc, HS-grad, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Haiti, <=50K
40, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1586,40, Portugal, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Mexico, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,45, Scotland, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Mexico, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Peru, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1887,48, Ecuador, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Hungary, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,44, Philippines, >50K
34, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, Other, Female,0,1992,65, Yugoslavia, <=50K
32, Private, Some-college, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
63, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Black, Male,0,0,99, Hong, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,16, Puerto-Rico, <=50K
53, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, >50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, Poland, <=50K
58, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Germany, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Taiwan, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, England, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,1596,40, Honduras, <=50K
46, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Ireland, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, <=50K
50, Self-emp-not-inc, 11th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
35, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
40, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
48, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,16, Nicaragua, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, >50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, >50K
57, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, El-Salvador, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,35, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
62, Private, HS-grad, Widowed, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Prof-specialty, Other-relative, Other, Female,0,0,18, Philippines, <=50K
58, Private, Some-college, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,60, Laos, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,35, Taiwan, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cambodia, >50K
34, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
29, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, Haiti, <=50K
52, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Wife, White, Male,0,0,19, England, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Italy, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1592,48, Poland, <=50K
56, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Poland, >50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Nicaragua, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,65, Yugoslavia, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Japan, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, France, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,21741,0,40, Columbia, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Haiti, <=50K
39, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,26, Hong, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, El-Salvador, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, England, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,54, Hong, <=50K
31, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,30, Ecuador, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7687,0,40, Canada, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Yugoslavia, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, >50K
68, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,20, Japan, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Wife, Other, Male,0,0,40, Hong, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,35, Haiti, <=50K
31, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Italy, <=50K
43, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1881,40, China, >50K
61, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Other, Female,7065,0,58, Thailand, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Jamaica, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,2192,40, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,45, Mexico, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,86, Jamaica, <=50K
38, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Philippines, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,1, France, <=50K
30, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,1976,40, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Guatemala, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Taiwan, <=50K
48, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Thailand, >50K
36, Private, Bachelors, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
78, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, France, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,5178,0,40, Mexico, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,18, Canada, <=50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, Scotland, >50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,25, Mexico, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Guatemala, <=50K
20, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,20, Nicaragua, <=50K
59, Private, Masters, Divorced, Other-service, Unmarried, Other, Female,5013,0,60, El-Salvador, >50K
66, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,30, Italy, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, India, <=50K
51, Private, Some-college, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,35, Cuba, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, France, <=50K
29, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,45, Columbia, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, France, <=50K
28, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Laos, <=50K
38, Private, Some-college, Married-spouse-absent, Tech-support, Own-child, White, Male,0,0,45, Japan, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,39, Haiti, <=50K
40, Local-gov, Assoc-acdm, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,50, Laos, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, China, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, China, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Portugal, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Honduras, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
47, Self-emp-not-inc, Some-college, Separated, Sales, Husband, Other, Male,0,0,40, Scotland, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,70, Germany, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,10, Cuba, <=50K
26, Private, Some-college, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,80, England, <=50K
24, State-gov, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
26, Private, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,24, Nicaragua, <=50K
26, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,4364,0,45, Peru, >50K
55, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
38, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,1746,40, Honduras, <=50K
37, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, Guatemala, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Italy, <=50K
31, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
50, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Honduras, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Greece, >50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Japan, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Cuba, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Italy, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Hungary, >50K
26, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
47, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Mexico, <=50K
52, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,40, Haiti, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,1, Trinadad&Tobago, >50K
