47, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1887,50, Cuba, >50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,8, Greece, >50K
65, Self-emp-not-inc, Some-college, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, Poland, <=50K
40, Private, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,45, Iran, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Taiwan, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, China, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,30, Mexico, <=50K
42, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
59, Federal-gov, Some-college, Divorced, Protective-serv, Husband, White, Female,0,0,40, Iran, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,45, China, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
20, Private, Bachelors, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,27, Peru, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Male,0,0,20, Thailand, >50K
46, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Female,10514,0,50, Philippines, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
57, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, England, <=50K
27, Private, 9th, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,50, Greece, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Scotland, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,35, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,45, Mexico, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,50, Dominican-Republic, >50K
64, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,16, Ecuador, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, >50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,54, Outlying-US(Guam-USVI-etc), <=50K
19, Private, 5th-6th, Never-married, Sales, Own-child, Other, Female,0,0,27, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,20, Cambodia, <=50K
27, State-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, India, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
30, Private, Masters, Never-married, Craft-repair, Husband, Other, Male,0,0,40, England, <=50K
21, Federal-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, Some-college, Widowed, Sales, Unmarried, Black, Male,0,0,40, Vietnam, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Italy, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, Iran, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,43, Mexico, <=50K
36, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, China, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
63, Private, 7th-8th, Widowed, Adm-clerical, Husband, Black, Male,0,0,30, Dominican-Republic, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,3537,0,25, Dominican-Republic, >50K
27, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,74, Cuba, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Italy, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,25, El-Salvador, <=50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,30, Guatemala, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Hong, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,20, United-States, <=50K
59, Federal-gov, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, <=50K
46, Private, 10th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,2493,0,40, Scotland, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
33, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Jamaica, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, Thailand, <=50K
22, Private, Masters, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
58, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, El-Salvador, <=50K
56, Self-emp-not-inc, Preschool, Divorced, Protective-serv, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,50, Scotland, <=50K
49, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,38836,0,60, Trinadad&Tobago, >50K
24, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Greece, <=50K
20, Local-gov, 12th, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Hungary, <=50K
52, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, India, <=50K
45, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,54, Philippines, <=50K
47, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
25, Private, Some-college, Never-married, Craft-repair, Other-relative, Black, Female,0,0,40, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Iran, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Philippines, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
32, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,3334,0,40, Dominican-Republic, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,79, Nicaragua, <=50K
22, Private, 11th, Never-married, Other-service, Not-in-family, Other, Female,0,0,10, Honduras, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,4462,0,40, Canada, >50K
56, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
43, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
51, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Male,15024,0,40, China, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Italy, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,45, Guatemala, <=50K
56, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,1755,40, South, <=50K
69, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,30, Hungary, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, Other, Female,0,1841,40, Ecuador, <=50K
35, Private, 9th, Divorced, Exec-managerial, Own-child, Black, Male,0,0,40, Japan, <=50K
35, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,17, Canada, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,1811,0,40, Mexico, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,54, France, <=50K
22, Private, HS-grad, Never-married, Sales, Unmarried, Other, Female,0,0,20, Greece, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Greece, >50K
29, Private, HS-grad, Divorced, Protective-serv, Unmarried, Black, Male,0,0,40, Portugal, <=50K
19, Local-gov, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,13, Trinadad&Tobago, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,60, Vietnam, <=50K
34, Private, 11th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
29, Federal-gov, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,35, Jamaica, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Guatemala, <=50K
20, Private, Prof-school, Never-married, Other-service, Unmarried, White, Female,0,0,20, Germany, <=50K
42, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Japan, <=50K
34, Federal-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,25, Ecuador, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,6, Jamaica, <=50K
34, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Hungary, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,43, Nicaragua, <=50K
67, Private, Some-college, Widowed, Craft-repair, Husband, Other, Male,0,0,20, Nicaragua, >50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,45, Hungary, >50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
49, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, South, <=50K
53, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Poland, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, Columbia, <=50K
73, Without-pay, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
29, Private, 9th, Never-married, Other-service, Husband, Other, Female,0,0,60, El-Salvador, <=50K
59, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, South, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Portugal, >50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Hungary, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
30, Federal-gov, 11th, Never-married, Adm-clerical, Not-in-family, Other, Female,4767,0,45, Hong, <=50K
50, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,38, Cuba, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3127,0,40, Columbia, <=50K
34, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,5178,0,54, Haiti, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, Honduras, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, Trinadad&Tobago, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,1590,40, Thailand, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,25, Iran, <=50K
42, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Other, Male,0,0,50, Honduras, <=50K
43, Private, 1st-4th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,350,0,40, South, <=50K
22, Private, 11th, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, Vietnam, <=50K
33, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Cambodia, <=50K
24, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, Mexico, <=50K
35, Private, HS-grad, Separated, Protective-serv, Husband, White, Female,0,0,40, Italy, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Portugal, <=50K
27, Self-emp-inc, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Laos, >50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, Columbia, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
40, Private, Masters, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
58, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
41, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Haiti, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Honduras, >50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,35, Poland, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Portugal, <=50K
45, Self-emp-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Nicaragua, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
41, Self-emp-inc, 11th, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,60, Guatemala, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,44, Hungary, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,30, Taiwan, <=50K
51, Local-gov, 10th, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
37, Self-emp-inc, 11th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, South, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, Poland, >50K
32, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, Peru, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,0,0,40, Mexico, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,38, Taiwan, <=50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Japan, <=50K
26, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,30, Honduras, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,52, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Peru, <=50K
61, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Hong, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
43, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,1896,60, Trinadad&Tobago, >50K
45, Private, 11th, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
41, Local-gov, 12th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
20, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Male,0,0,50, Japan, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,26, Yugoslavia, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Iran, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Taiwan, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,25, Laos, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,38, Thailand, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, Thailand, <=50K
37, Self-emp-not-inc, 5th-6th, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
27, State-gov, Assoc-voc, Never-married, Sales, Husband, Other, Male,0,0,35, Cambodia, >50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Philippines, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
24, Private, 10th, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,45, Taiwan, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
36, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
37, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,3657,0,35, Portugal, >50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
57, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
54, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,25, Scotland, <=50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Black, Female,0,0,20, Yugoslavia, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Hungary, <=50K
54, Private, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
68, Private, Prof-school, Widowed, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,20, Vietnam, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Dominican-Republic, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1902,25, United-States, <=50K
58, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Columbia, <=50K
28, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,46, Trinadad&Tobago, >50K
25, State-gov, HS-grad, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,1887,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, Black, Male,4486,0,40, Poland, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
58, Private, Some-college, Divorced, Machine-op-inspct, Husband, Other, Male,0,0,40, Cuba, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, England, >50K
30, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Italy, <=50K
20, Private, Prof-school, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Cuba, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Other, Male,0,0,42, Dominican-Republic, <=50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Haiti, >50K
24, Private, Bachelors, Never-married, Tech-support, Husband, Black, Female,7298,0,40, Honduras, >50K
23, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,99999,0,40, Mexico, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Vietnam, <=50K
