49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, >50K
49, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,43, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Germany, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,30, Poland, >50K
70, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,24, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, <=50K
61, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,20, Scotland, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
23, Federal-gov, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Germany, >50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,40, El-Salvador, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,3906,0,40, United-States, >50K
49, Federal-gov, HS-grad, Never-married, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, Dominican-Republic, >50K
32, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Male,0,2077,40, United-States, <=50K
35, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,25, United-States, >50K
67, Federal-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Male,2174,0,40, Mexico, <=50K
23, Private, 11th, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,35, Philippines, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Hungary, >50K
55, Federal-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
34, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1945,54, Philippines, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Wife, Other, Male,7298,0,16, Jamaica, >50K
20, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
35, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,42, China, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,45, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Laos, <=50K
20, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
24, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,65, El-Salvador, >50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
30, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
28, State-gov, Some-college, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,10890,0,50, United-States, <=50K
17, Private, 12th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,5, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Taiwan, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
58, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,25, Taiwan, <=50K
57, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Poland, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,2290,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,15, United-States, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Holand-Netherlands, <=50K
72, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,16, United-States, >50K
33, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2223,45, United-States, >50K
64, Private, Masters, Separated, Tech-support, Not-in-family, Black, Female,0,0,50, Iran, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,48, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,6, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Ecuador, <=50K
43, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,1887,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,15, United-States, >50K
32, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Vietnam, <=50K
24, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, El-Salvador, >50K
28, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,30, Haiti, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,35, South, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Holand-Netherlands, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,43, Poland, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,15, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Own-child, Other, Female,0,0,63, Haiti, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ecuador, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,45, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,20, United-States, <=50K
51, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, Germany, <=50K
56, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
36, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, Holand-Netherlands, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Guatemala, >50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,32, Mexico, <=50K
62, State-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Ireland, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,47, England, <=50K
28, Local-gov, 11th, Never-married, Sales, Not-in-family, Black, Male,0,0,20, Mexico, <=50K
52, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, Trinadad&Tobago, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,65, Hungary, <=50K
23, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Scotland, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1878,40, Philippines, <=50K
61, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Laos, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,40, Italy, >50K
53, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,54, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,50, United-States, >50K
34, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
28, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Laos, <=50K
18, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,20, Scotland, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, Hong, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,2396,10, United-States, >50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
40, Private, Some-college, Widowed, Adm-clerical, Husband, White, Male,0,0,36, United-States, <=50K
19, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,16, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,36, Holand-Netherlands, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Laos, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
37, State-gov, 10th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1902,45, Peru, >50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,36, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Taiwan, >50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Yugoslavia, >50K
58, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, >50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
32, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,8520,0,40, United-States, >50K
40, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Nicaragua, <=50K
47, Federal-gov, Masters, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, France, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, Black, Female,0,0,45, United-States, <=50K
54, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Italy, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
55, Private, Some-college, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,15, United-States, <=50K
56, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Wife, Other, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,35, Portugal, <=50K
29, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,59, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
41, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,60, United-States, <=50K
77, Self-emp-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,10, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Italy, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hong, >50K
53, Private, 5th-6th, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,20, Puerto-Rico, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,35, Portugal, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, Poland, >50K
36, Private, 7th-8th, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Scotland, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Ireland, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
60, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,2658,0,40, Iran, <=50K
55, State-gov, Some-college, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
47, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,34, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
61, Private, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
42, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Trinadad&Tobago, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1879,54, United-States, >50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
34, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Columbia, <=50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, Iran, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Female,15024,0,35, Philippines, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,35, Thailand, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
23, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Mexico, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
58, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Italy, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, Philippines, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
32, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,40, Scotland, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,31, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,50, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
68, Federal-gov, 5th-6th, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
50, State-gov, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
66, Private, Bachelors, Divorced, Transport-moving, Unmarried, Black, Female,0,0,50, Poland, <=50K
67, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ireland, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,24, Mexico, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,12149,0,60, Japan, >50K
25, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
53, Local-gov, HS-grad, Married-spouse-absent, Sales, Husband, White, Female,0,0,30, Germany, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298,0,40, South, >50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,40, Italy, >50K
26, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,10562,0,40, Italy, >50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, >50K
58, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
34, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,65, United-States, >50K
33, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,45, Italy, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
