40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,32, Hungary, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,7298,0,50, France, >50K
52, State-gov, HS-grad, Separated, Other-service, Unmarried, Black, Male,0,0,30, Japan, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, >50K
45, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Female,0,0,38, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, France, <=50K
60, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
19, Local-gov, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
53, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, United-States, >50K
40, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,15006,0,40, Nicaragua, >50K
66, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,15, United-States, >50K
47, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Female,0,0,35, Scotland, <=50K
34, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,45, Thailand, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Canada, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Iran, <=50K
34, Private, Some-college, Divorced, Craft-repair, Other-relative, Black, Female,0,0,40, Poland, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
18, State-gov, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,8, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Canada, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,65, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private, 12th, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,10, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Jamaica, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,44, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, Canada, <=50K
46, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Japan, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
32, Private, 5th-6th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Prof-school, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,20, Nicaragua, <=50K
33, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,35, Haiti, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3448,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
28, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3129,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, Scotland, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, England, >50K
40, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,20, Cuba, <=50K
46, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,57, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,70, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,60, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1594,54, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K
29, Local-gov, 10th, Never-married, Exec-managerial, Unmarried, White, Female,0,1762,40, United-States, <=50K
60, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Cuba, >50K
23, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
48, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
48, Private, Doctorate, Divorced, Other-service, Not-in-family, White, Female,0,0,19, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, France, <=50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
28, State-gov, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,65, United-States, <=50K
62, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
22, Private, Doctorate, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
59, Private, 7th-8th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,75, United-States, >50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,50, Philippines, >50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
49, Private, Assoc-voc, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Yugoslavia, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 11th, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, Guatemala, >50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,2596,0,54, El-Salvador, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,7298,0,45, Hungary, >50K
71, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,25, United-States, <=50K
41, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Laos, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,7687,0,40, Thailand, <=50K
36, Local-gov, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Separated, Sales, Not-in-family, White, Male,0,0,36, United-States, <=50K
32, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, India, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,90, United-States, <=50K
66, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1625,3, Portugal, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
76, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,4047,25, Holand-Netherlands, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1826,45, France, >50K
40, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
81, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,20, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,14, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,0,0,44, United-States, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,1902,34, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1876,54, Holand-Netherlands, >50K
55, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, Italy, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, <=50K
51, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, White, Male,3149,0,40, Cuba, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,10, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Hong, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,1997,40, United-States, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,30, Greece, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
31, Self-emp-inc, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2282,81, United-States, >50K
53, Private, 9th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
64, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,80, United-States, >50K
35, Private, HS-grad, Divorced, Transport-moving, Other-relative, White, Female,0,0,65, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
25, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Local-gov, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,45, United-States, <=50K
37, Self-emp-inc, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,60, India, >50K
41, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,70, United-States, <=50K
37, Self-emp-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,9, United-States, >50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Holand-Netherlands, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, Italy, >50K
33, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Prof-specialty, Husband, Black, Female,14216,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Wife, Black, Female,0,0,24, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,7687,0,40, Trinadad&Tobago, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,20, United-States, <=50K
55, Private, Assoc-voc, Widowed, Other-service, Unmarried, White, Male,0,0,40, Jamaica, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,3586,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, India, <=50K
62, Private, 7th-8th, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Prof-school, Divorced, Exec-managerial, Husband, Black, Male,0,1602,69, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cuba, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
74, Private, 1st-4th, Widowed, Transport-moving, Unmarried, White, Male,0,0,50, Columbia, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Laos, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Philippines, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, England, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 10th, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Mexico, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
62, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Italy, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, Italy, <=50K
41, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Black, Male,3004,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, Iran, <=50K
47, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,33, Haiti, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,6894,0,35, United-States, <=50K
54, Private, HS-grad, Separated, Farming-fishing, Not-in-family, White, Male,2141,0,40, Mexico, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, >50K
34, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Germany, <=50K
41, Private, 10th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
