34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,7298,0,53, Cuba, >50K
45, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,15, Germany, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
27, Private, Some-college, Divorced, Armed-Forces, Husband, Black, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Vietnam, <=50K
60, State-gov, Some-college, Divorced, Craft-repair, Wife, Other, Male,0,0,40, Jamaica, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,45, Jamaica, <=50K
27, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, France, <=50K
59, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,65, Thailand, <=50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7539,0,54, Dominican-Republic, >50K
35, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
38, Private, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,16, Poland, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
22, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
55, Private, 11th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Japan, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,68, South, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,7298,0,38, Outlying-US(Guam-USVI-etc), <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cambodia, <=50K
63, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, Canada, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Yugoslavia, >50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Greece, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
55, Private, Bachelors, Divorced, Transport-moving, Husband, Black, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
62, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,26, France, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, Nicaragua, <=50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, Cambodia, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,43, Jamaica, <=50K
44, State-gov, 12th, Divorced, Prof-specialty, Husband, White, Female,0,0,54, England, >50K
63, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25, Puerto-Rico, <=50K
34, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
39, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Jamaica, >50K
27, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,70, South, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Wife, Black, Male,0,0,40, China, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,27, Dominican-Republic, <=50K
34, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Hungary, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,7298,0,40, Columbia, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,25, Philippines, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,26, Columbia, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
33, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Laos, <=50K
32, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,25, Laos, <=50K
31, Private, 9th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, India, >50K
43, State-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Thailand, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,24, Jamaica, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,36, Outlying-US(Guam-USVI-etc), >50K
33, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,5013,0,89, El-Salvador, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, Guatemala, >50K
36, Private, 7th-8th, Never-married, Transport-moving, Wife, White, Female,0,0,42, Vietnam, >50K
32, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, South, >50K
25, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Dominican-Republic, >50K
31, Private, 10th, Divorced, Sales, Husband, White, Male,0,0,50, Japan, <=50K
62, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Vietnam, >50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, Dominican-Republic, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,48, China, <=50K
32, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, >50K
63, Private, Some-college, Divorced, Transport-moving, Husband, Other, Female,0,0,24, Trinadad&Tobago, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,65, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Peru, >50K
50, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,45, Taiwan, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, 9th, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Jamaica, >50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Hong, <=50K
62, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,20, Laos, >50K
55, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Philippines, >50K
38, Private, Masters, Divorced, Protective-serv, Own-child, Black, Male,0,0,40, Greece, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Cuba, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Italy, >50K
32, Local-gov, 5th-6th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,33, Vietnam, <=50K
59, Local-gov, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,20, Peru, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,15, India, <=50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,25, Yugoslavia, <=50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,20, Honduras, <=50K
59, Federal-gov, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Yugoslavia, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,27, Vietnam, <=50K
33, Private, Masters, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Greece, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, England, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, Poland, >50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, India, >50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Iran, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, Other, Male,0,0,54, South, <=50K
27, Private, Some-college, Divorced, Handlers-cleaners, Wife, Black, Male,0,0,40, China, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,7298,0,54, Cuba, >50K
41, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,25, El-Salvador, <=50K
32, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
61, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Haiti, >50K
24, Self-emp-inc, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Laos, >50K
57, Local-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Female,7521,0,40, Ireland, <=50K
62, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Yugoslavia, >50K
30, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,54, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Trinadad&Tobago, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Germany, <=50K
29, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,55, Columbia, <=50K
40, State-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
55, State-gov, Masters, Separated, Prof-specialty, Husband, Black, Female,0,0,60, Mexico, >50K
29, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, Puerto-Rico, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
35, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, El-Salvador, >50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
36, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
34, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,7369,0,54, Trinadad&Tobago, >50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,25, Philippines, <=50K
41, Private, 5th-6th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
56, Private, HS-grad, Widowed, Transport-moving, Husband, Other, Female,0,0,40, Japan, <=50K
30, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Poland, <=50K
39, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
59, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Separated, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
55, Self-emp-not-inc, 10th, Widowed, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Columbia, >50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, France, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,60, Jamaica, >50K
22, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, >50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, Other, Female,7687,0,40, Portugal, >50K
53, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Thailand, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, Taiwan, <=50K
30, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7313,0,50, Haiti, >50K
63, State-gov, 9th, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,25, Puerto-Rico, >50K
33, Private, 11th, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,15, India, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, United-States, <=50K
29, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,24, Honduras, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Jamaica, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
37, Local-gov, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
29, Private, HS-grad, Never-married, Craft-repair, Other-relative, Other, Male,0,0,40, Cuba, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Greece, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7451,0,52, China, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,7440,0,40, Puerto-Rico, >50K
54, State-gov, HS-grad, Never-married, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,50, Laos, >50K
55, Private, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,20, England, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Female,0,0,50, Germany, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,45, Portugal, <=50K
34, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Mexico, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, El-Salvador, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
59, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,0,0,40, Vietnam, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
53, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Other, Male,0,0,50, England, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,0,0,45, Nicaragua, <=50K
34, Private, 12th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
26, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,75, Ecuador, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Philippines, >50K
34, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Ecuador, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Italy, >50K
25, Private, Bachelors, Never-married, Tech-support, Husband, Other, Male,0,0,60, Scotland, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,5176,0,35, Greece, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Germany, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,16, Dominican-Republic, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Peru, <=50K
20, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,32, England, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
17, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Female,0,0,20, Jamaica, <=50K
52, State-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, India, <=50K
33, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,7571,0,56, Italy, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Taiwan, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Hungary, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,74, Italy, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7447,0,54, South, <=50K
39, Private, Doctorate, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Philippines, <=50K
54, Private, Some-college, Never-married, Other-service, Husband, Other, Male,0,0,40, South, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,20, Iran, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,30, Columbia, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,52, Philippines, <=50K
36, Private, Some-college, Divorced, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Thailand, <=50K
59, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,40, Honduras, <=50K
37, Local-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
55, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,45, Portugal, >50K
32, Private, Masters, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, Italy, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,40, Yugoslavia, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Black, Male,0,0,40, Columbia, <=50K
27, Private, Some-college, Never-married, Tech-support, Own-child, Other, Male,0,0,10, China, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Ecuador, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,18, Cambodia, <=50K
30, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Female,0,0,40, Jamaica, <=50K
38, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,7687,0,42, Thailand, <=50K
35, Self-emp-inc, 9th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Cuba, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, France, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,65, Hong, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, >50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, Honduras, <=50K
36, State-gov, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,15, Greece, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Honduras, <=50K
23, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
32, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
57, Private, Assoc-voc, Divorced, Craft-repair, Husband, Black, Female,0,0,40, Hungary, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
23, Private, Prof-school, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
36, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, England, <=50K
26, Private, 11th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Thailand, >50K
30, Private, Masters, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
30, Private, 9th, Never-married, Other-service, Unmarried, White, Male,0,0,40, Guatemala, >50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Greece, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
43, Private, 11th, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
45, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,48, Yugoslavia, <=50K
31, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,75, Poland, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,37, Puerto-Rico, <=50K
