49, Self-emp-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1974,45, Dominican-Republic, >50K
65, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,15, South, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,50, Peru, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,10, Trinadad&Tobago, <=50K
56, Private, HS-grad, Separated, Other-service, Husband, Black, Female,0,0,35, Japan, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
70, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,2883,0,20, Peru, <=50K
64, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Haiti, >50K
39, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Husband, White, Female,0,0,25, Ecuador, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,20, Laos, >50K
32, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Female,0,0,40, India, <=50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
57, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,50, England, >50K
20, Self-emp-not-inc, Some-college, Never-married, Priv-house-serv, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
64, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,30, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
62, Private, HS-grad, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
26, Self-emp-inc, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, India, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, Hong, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Greece, >50K
46, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Male,0,0,50, Cuba, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Taiwan, >50K
30, Private, Some-college, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Hong, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,48, Peru, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,70, Haiti, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,0,0,45, Cuba, <=50K
33, Private, Prof-school, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,7112,0,60, Jamaica, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Italy, <=50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
45, State-gov, 12th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,30, Ireland, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Guatemala, >50K
64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Greece, <=50K
30, Private, Preschool, Never-married, Craft-repair, Wife, Other, Male,0,0,40, Italy, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, Greece, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
29, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Hungary, >50K
69, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,9867,0,50, Dominican-Republic, >50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,54, China, <=50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,10473,0,50, Guatemala, >50K
56, Private, Masters, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
35, Private, 7th-8th, Never-married, Priv-house-serv, Husband, Other, Male,0,0,48, Cuba, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Other-relative, Other, Female,0,0,40, Cambodia, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,80, Cuba, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Dominican-Republic, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
32, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,70, Outlying-US(Guam-USVI-etc), >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Trinadad&Tobago, <=50K
47, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
58, Private, Some-college, Widowed, Adm-clerical, Wife, Other, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,1974,40, Ireland, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1975,40, India, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
66, State-gov, Some-college, Divorced, Craft-repair, Husband, White, Female,2247,0,40, Dominican-Republic, <=50K
50, State-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Haiti, <=50K
47, Private, 7th-8th, Widowed, Craft-repair, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
49, Self-emp-inc, Prof-school, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,8, Peru, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Portugal, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,60, Ireland, >50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Ireland, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, Yugoslavia, <=50K
31, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,23, Hong, <=50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,45, Peru, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Philippines, <=50K
58, Private, Some-college, Widowed, Transport-moving, Husband, Black, Male,0,0,48, Canada, <=50K
20, Private, 9th, Never-married, Prof-specialty, Other-relative, White, Female,0,0,30, Germany, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1977,40, Philippines, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,70, Laos, >50K
36, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,95, Philippines, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,45, Cuba, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
30, Private, Bachelors, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, Ireland, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Canada, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Female,0,0,40, Japan, <=50K
38, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,35, France, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,38, Cuba, <=50K
48, Private, Prof-school, Divorced, Transport-moving, Other-relative, Black, Female,0,1977,40, Cuba, <=50K
28, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Laos, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Cuba, <=50K
25, Private, Masters, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
56, Private, Masters, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, Peru, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, France, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,40, Columbia, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Greece, <=50K
26, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,35, Scotland, <=50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
30, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, Japan, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1902,45, Ecuador, <=50K
37, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Vietnam, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Iran, <=50K
43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,3406,0,40, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,45, Peru, >50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Italy, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Mexico, <=50K
58, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,8283,0,54, Canada, >50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female,5178,0,40, Hong, >50K
49, Federal-gov, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,38, Haiti, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
26, Private, Masters, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, England, >50K
76, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, Portugal, >50K
42, Private, Doctorate, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Vietnam, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,54, Vietnam, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, Greece, >50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Vietnam, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
41, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Not-in-family, Other, Female,0,0,50, El-Salvador, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
26, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Portugal, <=50K
33, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Female,4595,0,93, Iran, <=50K
73, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,50, Japan, >50K
52, Private, HS-grad, Separated, Adm-clerical, Husband, Black, Female,0,0,40, Portugal, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Widowed, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
65, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,50, Philippines, >50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,37, England, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
36, Private, Assoc-acdm, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,25, Taiwan, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,1887,60, Mexico, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Nicaragua, >50K
49, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,38, Jamaica, >50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,10, South, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Jamaica, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
63, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Nicaragua, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Germany, <=50K
58, Private, Masters, Separated, Handlers-cleaners, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
63, Private, Masters, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
44, Private, 9th, Never-married, Sales, Not-in-family, Other, Female,0,0,45, Italy, <=50K
40, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,36, France, <=50K
65, Private, HS-grad, Widowed, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Germany, <=50K
19, Private, Bachelors, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
62, Private, HS-grad, Widowed, Handlers-cleaners, Husband, White, Male,0,0,25, El-Salvador, >50K
19, State-gov, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
64, Private, Some-college, Separated, Exec-managerial, Wife, Black, Male,0,0,35, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Cuba, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, Hong, <=50K
61, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
42, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,2, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,60, Columbia, >50K
39, Private, Prof-school, Divorced, Prof-specialty, Husband, Black, Female,15024,0,45, Jamaica, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,20, Haiti, <=50K
30, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,60, Hungary, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,30, Iran, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Yugoslavia, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Portugal, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Other-relative, Other, Female,0,0,40, Iran, >50K
36, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,44, Trinadad&Tobago, <=50K
46, Self-emp-inc, 1st-4th, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,52, Iran, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, Guatemala, <=50K
38, Self-emp-inc, Masters, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,70, Philippines, >50K
46, Private, Prof-school, Divorced, Exec-managerial, Husband, Black, Female,5859,0,40, China, <=50K
28, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
60, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,50, Columbia, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,43, Thailand, <=50K
62, Private, 9th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,35, Haiti, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,8, Germany, <=50K
30, Private, Doctorate, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,60, Jamaica, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,15024,0,50, Taiwan, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,65, United-States, <=50K
30, Private, Some-college, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
70, State-gov, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,30, Portugal, <=50K
56, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,20, Vietnam, <=50K
28, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,1902,40, Ecuador, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
21, Private, Bachelors, Divorced, Sales, Own-child, Other, Female,0,0,50, Laos, <=50K
21, Private, 5th-6th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Hong, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
53, Private, Bachelors, Separated, Tech-support, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,0,1902,40, Iran, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Philippines, <=50K
41, Private, Assoc-voc, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, Italy, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Poland, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, Poland, >50K
53, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,40, Portugal, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
26, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Ecuador, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
50, Private, HS-grad, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,24, Hungary, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, Iran, <=50K
70, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,10, Mexico, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,16, Taiwan, <=50K
36, Private, Masters, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,35, Columbia, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Canada, >50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
26, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Other-relative, Other, Female,0,0,40, England, <=50K
20, Local-gov, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,15, Haiti, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, El-Salvador, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,20, Vietnam, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,70, Canada, >50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Other, Female,0,0,40, Honduras, <=50K
47, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,1977,40, Philippines, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,2227,0,30, England, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,45, South, >50K
62, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,32, Portugal, <=50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1985,41, Canada, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
52, Local-gov, HS-grad, Widowed, Sales, Unmarried, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, India, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
19, Private, Prof-school, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
57, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Nicaragua, <=50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, Poland, <=50K
62, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,14131,0,50, Honduras, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Poland, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Guatemala, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Ireland, <=50K
