42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, Dominican-Republic, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Poland, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Guatemala, <=50K
28, Private, Some-college, Never-married, Other-service, Husband, Other, Male,0,0,15, Ecuador, <=50K
45, Private, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
36, Self-emp-inc, Assoc-acdm, Never-married, Sales, Husband, White, Female,0,0,70, Mexico, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7141,0,40, Greece, >50K
21, Private, HS-grad, Never-married, Protective-serv, Other-relative, Asian-Pac-Islander, Male,0,0,44, Guatemala, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,99999,0,40, Greece, >50K
39, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
30, State-gov, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Dominican-Republic, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, India, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,99, Dominican-Republic, >50K
44, Private, 9th, Divorced, Adm-clerical, Husband, White, Female,0,0,40, South, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,1944,40, Columbia, >50K
20, Private, Some-college, Never-married, Other-service, Other-relative, Other, Female,0,0,30, Nicaragua, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Hong, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, Ireland, >50K
22, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Other, Female,12408,0,40, Poland, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,3910,0,40, Haiti, >50K
39, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, <=50K
42, Local-gov, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,35, Yugoslavia, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
21, Private, HS-grad, Married-spouse-absent, Prof-specialty, Own-child, Other, Female,0,0,40, Jamaica, <=50K
48, Private, Bachelors, Separated, Prof-specialty, Husband, Other, Male,0,0,44, United-States, <=50K
66, Self-emp-not-inc, 11th, Widowed, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, South, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, China, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Other-relative, Other, Male,0,0,30, Scotland, <=50K
30, Private, Masters, Never-married, Prof-specialty, Husband, Black, Male,0,0,50, Cuba, <=50K
54, Local-gov, HS-grad, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
37, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,65, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Thailand, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, Other, Female,0,1902,35, Thailand, <=50K
52, Private, Prof-school, Divorced, Machine-op-inspct, Husband, White, Male,0,0,60, Vietnam, <=50K
22, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, El-Salvador, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1977,45, United-States, <=50K
32, Private, Bachelors, Divorced, Protective-serv, Other-relative, White, Female,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
49, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, >50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,2852,0,40, Greece, >50K
45, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Male,15024,0,40, Puerto-Rico, >50K
53, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,5, South, <=50K
58, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Laos, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,25, Taiwan, <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,38, Taiwan, <=50K
52, Federal-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private, Some-college, Never-married, Tech-support, Husband, Black, Male,0,1902,40, Hong, <=50K
61, Federal-gov, HS-grad, Married-spouse-absent, Transport-moving, Husband, Black, Female,0,1955,40, El-Salvador, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,6006,0,25, United-States, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,54, Ireland, <=50K
70, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,35, Jamaica, <=50K
25, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
51, Private, Masters, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,1887,40, Columbia, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Canada, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,33, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,50, Yugoslavia, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Germany, <=50K
18, Local-gov, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,12, Hungary, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, France, >50K
44, Private, Doctorate, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
53, Private, Bachelors, Widowed, Farming-fishing, Husband, White, Female,0,0,40, Hungary, <=50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Hungary, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,15, Scotland, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,2180,0,40, Germany, >50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,80, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
63, Private, HS-grad, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,20, Canada, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,3941,0,22, United-States, <=50K
54, Local-gov, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, Portugal, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Italy, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Columbia, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,20, Poland, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Cambodia, <=50K
30, Private, Masters, Divorced, Prof-specialty, Husband, Black, Female,0,0,30, South, <=50K
43, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Honduras, >50K
56, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, Japan, >50K
19, State-gov, Some-college, Married-spouse-absent, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, South, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,50, United-States, >50K
33, Federal-gov, HS-grad, Never-married, Exec-managerial, Other-relative, Other, Female,0,0,50, Iran, >50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Poland, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,35, Guatemala, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,43, Iran, >50K
27, Private, Assoc-acdm, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,60, El-Salvador, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Taiwan, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,15, Peru, <=50K
21, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,15, Puerto-Rico, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,48, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
48, Private, 10th, Never-married, Protective-serv, Husband, White, Female,0,0,40, Hong, >50K
31, Local-gov, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,54, Germany, <=50K
20, Private, 7th-8th, Never-married, Tech-support, Not-in-family, White, Female,0,0,60, El-Salvador, <=50K
30, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Italy, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,50, South, >50K
36, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
27, Private, Bachelors, Divorced, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,30, China, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Trinadad&Tobago, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Hong, <=50K
53, Federal-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, Poland, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Other, Female,7687,0,40, Italy, >50K
24, Private, HS-grad, Never-married, Sales, Wife, Other, Female,0,0,35, Puerto-Rico, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,43, Laos, <=50K
40, State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
63, Private, HS-grad, Separated, Priv-house-serv, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,30, Peru, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, <=50K
66, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Dominican-Republic, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Hungary, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,45, Hong, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Nicaragua, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
41, Federal-gov, Assoc-voc, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
27, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Husband, Other, Male,0,0,45, Jamaica, <=50K
35, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
34, Self-emp-inc, Assoc-acdm, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Male,0,1902,40, Trinadad&Tobago, <=50K
17, State-gov, 11th, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Cuba, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,65, Scotland, <=50K
32, State-gov, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, El-Salvador, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Ireland, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,32, Ecuador, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,7687,0,35, Mexico, >50K
52, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, Philippines, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,60, Nicaragua, <=50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, Italy, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Puerto-Rico, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
30, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
52, Private, Prof-school, Divorced, Exec-managerial, Wife, Other, Male,0,0,2, England, <=50K
58, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
69, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, 1st-4th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
76, State-gov, HS-grad, Widowed, Transport-moving, Not-in-family, Other, Female,0,0,25, India, <=50K
51, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,1977,40, Trinadad&Tobago, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Thailand, <=50K
26, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,50, Japan, >50K
25, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50, Honduras, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Laos, <=50K
37, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,60, Ecuador, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,38, Trinadad&Tobago, <=50K
22, Self-emp-inc, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,50, India, <=50K
29, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, Black, Female,0,0,40, Guatemala, <=50K
53, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,40, India, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
32, Private, 5th-6th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,45, Iran, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,54, United-States, >50K
54, Self-emp-inc, Masters, Separated, Transport-moving, Husband, White, Male,0,0,30, Germany, >50K
30, Private, 9th, Never-married, Adm-clerical, Husband, Other, Female,0,0,40, Taiwan, >50K
47, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,1932,45, Vietnam, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
42, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
46, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,2627,0,40, Iran, <=50K
52, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Thailand, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Husband, White, Male,2873,0,16, Jamaica, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Wife, Other, Female,4419,0,40, United-States, <=50K
41, State-gov, Some-college, Never-married, Prof-specialty, Other-relative, Black, Male,0,0,38, United-States, <=50K
24, Private, 5th-6th, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, United-States, >50K
23, Private, 11th, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,25, Cuba, >50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, Nicaragua, <=50K
46, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, India, <=50K
35, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, Laos, <=50K
30, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
47, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Wife, Other, Female,0,1920,40, Haiti, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Greece, >50K
27, Private, Masters, Never-married, Sales, Wife, White, Male,0,0,40, Scotland, <=50K
36, Private, Doctorate, Divorced, Exec-managerial, Husband, White, Male,2902,0,40, Portugal, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
44, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,60, Puerto-Rico, >50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, >50K
67, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,32, England, >50K
39, Private, 11th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Canada, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Haiti, >50K
24, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, Honduras, <=50K
50, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,60, Peru, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,20, Cambodia, <=50K
89, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Thailand, >50K
36, Private, 11th, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, El-Salvador, <=50K
46, Local-gov, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,37, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Cambodia, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,25, Germany, <=50K
23, Private, Bachelors, Never-married, Tech-support, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,15, France, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Cambodia, <=50K
18, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,3309,0,40, United-States, <=50K
70, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
22, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, India, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
37, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Nicaragua, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,25, Ireland, <=50K
42, Private, Bachelors, Never-married, Craft-repair, Unmarried, Other, Female,0,0,38, United-States, <=50K
51, Private, Some-college, Separated, Exec-managerial, Unmarried, Black, Male,0,0,35, Vietnam, >50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,4791,0,60, Jamaica, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Taiwan, <=50K
59, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,1721,40, Canada, <=50K
