37, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Sales, Wife, White, Male,0,0,60, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1886,40, United-States, >50K
49, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
39, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,47, Nicaragua, <=50K
21, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Masters, Divorced, Sales, Own-child, Black, Male,0,0,35, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Germany, >50K
66, Private, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,5124,0,35, Poland, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Separated, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, South, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
28, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,80, Poland, <=50K
46, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,60, United-States, >50K
47, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Laos, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,25, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,45, United-States, <=50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,30, Nicaragua, <=50K
22, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Haiti, <=50K
52, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Thailand, >50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,4478,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,4787,0,40, United-States, >50K
54, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,3452,0,45, United-States, >50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, >50K
25, Private, 11th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
58, Self-emp-inc, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, >50K
45, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,45, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
39, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,60, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,32, Mexico, <=50K
52, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Vietnam, <=50K
27, Local-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,1886,79, United-States, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,14051,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Private, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,44, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4392,0,40, Canada, >50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
64, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Guatemala, <=50K
24, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,7298,0,50, United-States, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Assoc-voc, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
37, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 10th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,54, United-States, <=50K
58, Private, Assoc-voc, Widowed, Other-service, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Local-gov, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,4386,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
46, Local-gov, 9th, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
60, Private, 10th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, >50K
27, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
63, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
65, Self-emp-not-inc, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Wife, Black, Female,0,0,20, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,42, Jamaica, >50K
19, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Male,0,0,15, United-States, <=50K
30, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,80, United-States, <=50K
45, State-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7791,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
53, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,35, Haiti, <=50K
45, Private, Assoc-voc, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Wife, White, Male,2671,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-spouse-absent, Exec-managerial, Wife, White, Male,13845,0,50, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1669,40, England, >50K
45, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
28, Private, 7th-8th, Never-married, Sales, Own-child, White, Male,0,0,40, England, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
56, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
38, Federal-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,30, Hong, <=50K
47, Private, Masters, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
73, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1898,20, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
26, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,38, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,1902,70, United-States, <=50K
24, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, Trinadad&Tobago, >50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,2001,40, United-States, >50K
44, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, >50K
31, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,50, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
40, Local-gov, Some-college, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,5178,0,30, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,8614,0,70, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
54, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
51, State-gov, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Masters, Never-married, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,37, Dominican-Republic, <=50K
69, Local-gov, Bachelors, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, China, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Greece, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,4722,0,15, United-States, >50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Nicaragua, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,7687,0,43, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Ireland, >50K
51, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,7280,0,45, United-States, <=50K
32, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, Ireland, >50K
28, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, Cuba, <=50K
38, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,54, United-States, >50K
27, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
22, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,1886,37, Trinadad&Tobago, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,21, United-States, <=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Laos, <=50K
38, Self-emp-not-inc, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
37, Local-gov, 7th-8th, Separated, Other-service, Own-child, Black, Female,0,0,26, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Canada, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
27, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Separated, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Philippines, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
22, Private, 5th-6th, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,20, Canada, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
61, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,21, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
31, Private, 10th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,32, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Assoc-acdm, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,8, Hong, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Canada, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Mexico, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,7687,0,40, United-States, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
40, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
