56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Iran, >50K
38, Private, Assoc-voc, Separated, Other-service, Own-child, Other, Female,0,0,35, United-States, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,2416,60, Nicaragua, >50K
32, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,48, Cambodia, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, 9th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
38, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Philippines, <=50K
53, Private, Masters, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, United-States, <=50K
34, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, Honduras, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, India, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Philippines, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, France, >50K
57, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Female,0,0,38, Italy, <=50K
49, Private, Some-college, Separated, Prof-specialty, Wife, Other, Female,0,0,40, Peru, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
67, Private, Prof-school, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, England, >50K
61, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
37, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
51, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
54, Private, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,38, France, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Cuba, <=50K
64, Private, Some-college, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,12, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
23, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Yugoslavia, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
53, Federal-gov, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,20, Portugal, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,50, Honduras, >50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,38, South, >50K
37, Federal-gov, Some-college, Divorced, Prof-specialty, Own-child, Other, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,95, United-States, <=50K
37, Federal-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
18, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Puerto-Rico, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Female,3518,0,38, United-States, >50K
38, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
47, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,3365,0,60, China, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,7687,0,40, Columbia, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, Cuba, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
71, Private, 7th-8th, Widowed, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,6, Yugoslavia, <=50K
48, Private, 10th, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,60, Mexico, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
64, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, Black, Female,0,0,35, England, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
70, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,20, Portugal, <=50K
53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
40, State-gov, Masters, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Thailand, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
57, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Puerto-Rico, <=50K
35, Private, Masters, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
34, Private, Assoc-voc, Divorced, Tech-support, Own-child, White, Female,0,0,35, Scotland, <=50K
21, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16, Hong, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,44, Guatemala, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,25, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,12, Hong, <=50K
60, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Thailand, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, Trinadad&Tobago, >50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, Poland, >50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Greece, <=50K
32, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,60, Vietnam, <=50K
64, Self-emp-not-inc, 9th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,54, Hungary, <=50K
35, Private, 10th, Never-married, Farming-fishing, Unmarried, White, Male,0,0,54, Thailand, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,54, Thailand, <=50K
31, Private, HS-grad, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, >50K
73, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,20, India, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,8, Italy, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
65, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,8708,0,40, Mexico, >50K
39, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,15024,0,50, Scotland, >50K
39, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
42, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,39, Philippines, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
60, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, United-States, <=50K
75, Private, 5th-6th, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
35, Self-emp-not-inc, Prof-school, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,48, Dominican-Republic, <=50K
33, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,50, India, <=50K
51, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,3372,0,40, Germany, <=50K
28, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1899,40, Thailand, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, Laos, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, United-States, >50K
20, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Columbia, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,45, Nicaragua, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, Puerto-Rico, <=50K
22, Private, Prof-school, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,2126,0,40, France, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Iran, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Own-child, White, Male,0,0,24, El-Salvador, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Hungary, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Nicaragua, <=50K
55, Private, HS-grad, Separated, Other-service, Husband, Other, Female,0,0,60, Columbia, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Philippines, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, South, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
47, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
32, Private, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Portugal, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2411,75, Puerto-Rico, >50K
34, Private, Some-college, Separated, Exec-managerial, Not-in-family, Black, Male,0,1764,45, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Scotland, >50K
39, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, Scotland, <=50K
38, Private, Bachelors, Divorced, Sales, Unmarried, Other, Female,0,0,60, Puerto-Rico, <=50K
54, Private, Masters, Separated, Adm-clerical, Husband, White, Female,3137,0,50, Thailand, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,54, United-States, <=50K
38, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Greece, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Portugal, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, South, <=50K
58, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
26, Private, HS-grad, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,5067,0,45, Laos, >50K
68, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,8, Portugal, <=50K
56, Private, Prof-school, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Portugal, >50K
52, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, Japan, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Ecuador, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,3413,0,38, United-States, >50K
27, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, Scotland, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Greece, <=50K
59, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
24, Local-gov, Some-college, Separated, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Vietnam, <=50K
28, Private, 11th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, Hong, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,2435,68, Dominican-Republic, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Mexico, >50K
56, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,2949,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, El-Salvador, <=50K
49, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Taiwan, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Portugal, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,65, Ireland, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,84, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,50, Honduras, >50K
30, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States, >50K
57, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, Iran, <=50K
90, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,25, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,54, Portugal, <=50K
53, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Mexico, <=50K
45, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,1610,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4922,0,40, Iran, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,50, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,16, Iran, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1977,45, Honduras, >50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hungary, >50K
20, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, France, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
54, Private, Some-college, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1889,45, Vietnam, >50K
50, Private, 11th, Divorced, Adm-clerical, Wife, White, Male,0,0,35, Poland, <=50K
68, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
34, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
33, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Other, Female,0,0,40, Peru, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Thailand, <=50K
27, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,52, Hong, <=50K
40, Private, 10th, Never-married, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,15, Ireland, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1672,40, United-States, >50K
32, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,35, Trinadad&Tobago, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
48, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,30, Puerto-Rico, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Hong, <=50K
41, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, >50K
25, Private, Some-college, Never-married, Other-service, Other-relative, Other, Female,0,0,40, Poland, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Portugal, >50K
45, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
29, Self-emp-inc, 12th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, Columbia, >50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, >50K
31, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,35, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Trinadad&Tobago, >50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, India, >50K
32, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,38, China, <=50K
17, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, China, >50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Canada, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,15, Honduras, <=50K
46, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,30, Iran, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,54, Japan, >50K
29, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,54, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,1, South, <=50K
28, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,20, El-Salvador, <=50K
44, Private, 10th, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Other-relative, White, Male,0,0,45, Hong, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Guatemala, >50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Taiwan, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,40, France, >50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,12, Philippines, <=50K
34, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Greece, <=50K
65, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,35, Greece, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,1902,40, Ecuador, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,15, South, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, Hong, >50K
