21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,54, Yugoslavia, <=50K
35, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Nicaragua, >50K
40, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Germany, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1977,60, United-States, >50K
21, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,24, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Vietnam, >50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States, >50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, China, >50K
49, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,22, Germany, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, >50K
42, Private, Some-college, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,92, Puerto-Rico, <=50K
45, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Thailand, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1887,70, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, Some-college, Never-married, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,16878,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,3377,0,35, United-States, <=50K
36, State-gov, Some-college, Divorced, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, China, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
39, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
66, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,4, United-States, <=50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,2717,0,45, United-States, >50K
22, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
52, Private, Masters, Never-married, Craft-repair, Unmarried, White, Female,14594,0,16, Scotland, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
58, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
57, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Germany, >50K
47, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,25, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, El-Salvador, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,75, United-States, >50K
63, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Italy, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Vietnam, >50K
23, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Haiti, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, Philippines, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
59, Federal-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Italy, <=50K
24, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female,0,0,25, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
57, Self-emp-not-inc, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,70, Germany, <=50K
24, Private, 10th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, Poland, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Greece, <=50K
25, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
24, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Greece, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, >50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,4, Cambodia, >50K
32, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Wife, White, Male,0,0,30, Jamaica, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2409,80, Laos, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Canada, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Doctorate, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Hong, <=50K
46, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
37, Local-gov, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,12, United-States, <=50K
48, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,7687,0,45, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,40, Mexico, >50K
29, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
19, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, Peru, <=50K
51, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,23986,0,60, Germany, >50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
64, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,16, India, <=50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Jamaica, >50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,44, Jamaica, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,40, United-States, >50K
20, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
68, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,8, Columbia, <=50K
76, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, Japan, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,12, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,5013,0,40, Dominican-Republic, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,19, Jamaica, >50K
38, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, South, >50K
58, Private, 10th, Widowed, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1850,50, United-States, >50K
23, State-gov, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
66, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,87, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Vietnam, <=50K
23, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,70, Scotland, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,1844,8, Cuba, <=50K
40, Self-emp-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1887,40, Haiti, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
29, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Poland, <=50K
62, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,5, Philippines, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
40, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
34, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, India, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,20, Haiti, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
34, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,2835,0,40, Nicaragua, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
39, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Philippines, >50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
64, Private, 10th, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Ecuador, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Poland, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Haiti, >50K
37, Private, Some-college, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Columbia, <=50K
45, Self-emp-inc, Assoc-voc, Married-spouse-absent, Sales, Husband, White, Male,15024,0,60, United-States, >50K
59, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Female,0,0,12, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,36, United-States, <=50K
37, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,65, United-States, <=50K
31, Local-gov, Some-college, Married-spouse-absent, Other-service, Unmarried, Other, Female,0,1740,20, Greece, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2415,54, United-States, >50K
48, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Greece, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,10, Italy, <=50K
28, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Mexico, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,50, United-States, <=50K
73, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,16479,0,60, Dominican-Republic, >50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,35, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,25, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Ireland, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,90, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,30, South, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Cambodia, <=50K
48, State-gov, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, United-States, >50K
57, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
31, Private, Some-college, Separated, Machine-op-inspct, Other-relative, White, Male,0,0,40, Yugoslavia, >50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Vietnam, <=50K
68, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,65, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hungary, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
72, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,25, Japan, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,32, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,80, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,1579,40, United-States, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,45, Italy, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,1977,40, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Ecuador, >50K
32, Private, Some-college, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,35, Jamaica, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,25, China, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,7687,0,40, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Laos, >50K
54, Private, HS-grad, Separated, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,15024,0,40, United-States, >50K
51, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
55, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,93, England, <=50K
44, State-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,1825,20, Guatemala, <=50K
33, Private, HS-grad, Divorced, Transport-moving, Own-child, Black, Male,0,0,50, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
31, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Poland, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Italy, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Trinadad&Tobago, >50K
26, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Guatemala, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
78, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Columbia, >50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
55, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,1590,39, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
49, Local-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
55, Private, Assoc-acdm, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, El-Salvador, <=50K
