62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,48, Cuba, >50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3103,0,50, Portugal, >50K
57, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Haiti, <=50K
62, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,40, England, >50K
57, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,38, Jamaica, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, Greece, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3103,0,99, Guatemala, <=50K
39, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,11, Scotland, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1973,50, Dominican-Republic, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,54, Portugal, <=50K
71, Private, Some-college, Widowed, Sales, Not-in-family, Black, Male,0,0,30, Cambodia, <=50K
22, Private, 10th, Never-married, Other-service, Unmarried, Black, Male,0,0,7, Puerto-Rico, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
17, Private, 12th, Never-married, Farming-fishing, Own-child, Black, Female,0,0,18, Hungary, <=50K
21, Private, HS-grad, Never-married, Other-service, Wife, Black, Female,0,0,25, Haiti, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,30, Iran, <=50K
31, Private, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Japan, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,7687,0,40, Italy, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7298,0,40, Scotland, <=50K
38, Federal-gov, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,37, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, England, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Peru, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,45, Germany, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
45, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Scotland, <=50K
33, Local-gov, HS-grad, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
54, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,40, Taiwan, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,35, Mexico, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,80, Guatemala, <=50K
56, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Japan, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,60, Portugal, <=50K
61, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,7687,0,40, Iran, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, Jamaica, >50K
30, State-gov, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,5239,0,40, Greece, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Cuba, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, Other, Female,0,0,40, Vietnam, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Mexico, <=50K
22, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Jamaica, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,50, Honduras, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,35, Greece, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,80, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
38, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,45, Trinadad&Tobago, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,45, South, >50K
34, Private, Assoc-acdm, Never-married, Sales, Husband, Other, Male,0,0,54, South, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Wife, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Other, Female,0,0,35, Hungary, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Iran, >50K
51, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,48, Nicaragua, >50K
26, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,54, Hungary, <=50K
65, Private, Masters, Widowed, Adm-clerical, Husband, Black, Male,0,0,24, Iran, >50K
47, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Laos, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
44, Private, Bachelors, Separated, Exec-managerial, Husband, Black, Female,0,0,40, Yugoslavia, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,54, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Vietnam, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,4092,0,40, Honduras, >50K
26, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,47, Dominican-Republic, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, Outlying-US(Guam-USVI-etc), >50K
47, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,57, Poland, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, Ecuador, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1974,50, Columbia, <=50K
44, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,54, Jamaica, >50K
52, Private, Doctorate, Separated, Tech-support, Unmarried, Black, Male,0,0,50, Vietnam, >50K
62, Private, Some-college, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Italy, <=50K
35, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,75, Jamaica, <=50K
47, Private, Assoc-voc, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
36, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, Guatemala, <=50K
49, Local-gov, Bachelors, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Haiti, <=50K
45, Private, Some-college, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,60, India, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Female,0,0,11, Honduras, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Female,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,42, Vietnam, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, Mexico, <=50K
71, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,35, Taiwan, <=50K
35, Self-emp-inc, Bachelors, Never-married, Protective-serv, Wife, Amer-Indian-Eskimo, Male,7687,0,50, South, >50K
59, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
26, Private, Prof-school, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Germany, <=50K
45, Private, Assoc-voc, Divorced, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,35, Thailand, <=50K
61, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Nicaragua, <=50K
61, Federal-gov, Bachelors, Separated, Other-service, Not-in-family, Other, Male,0,0,20, Jamaica, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,50, Greece, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
34, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,14005,0,50, Vietnam, >50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Taiwan, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
53, Private, Assoc-acdm, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, Haiti, >50K
69, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,30, Philippines, >50K
51, Private, Some-college, Separated, Other-service, Husband, Other, Female,0,0,8, Haiti, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1959,50, India, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Nicaragua, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,50, China, >50K
22, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,15, Cuba, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,6781,0,40, Ireland, <=50K
26, Private, Some-college, Never-married, Protective-serv, Husband, Black, Male,5013,0,40, England, >50K
42, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, Haiti, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,48, France, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Other-relative, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, Canada, <=50K
35, Private, Some-college, Widowed, Craft-repair, Unmarried, Other, Female,0,0,40, Poland, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, Greece, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,54, Philippines, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,45, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, Taiwan, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, Other, Male,0,0,65, Trinadad&Tobago, >50K
53, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Scotland, >50K
32, Local-gov, HS-grad, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Iran, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,54, Philippines, <=50K
46, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Iran, <=50K
41, Self-emp-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, 10th, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Haiti, <=50K
36, Private, 11th, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,80, Japan, <=50K
27, Private, HS-grad, Divorced, Tech-support, Other-relative, White, Female,0,0,11, Columbia, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Trinadad&Tobago, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,40, Hungary, <=50K
36, Local-gov, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,60, England, <=50K
22, Private, Bachelors, Never-married, Other-service, Husband, Black, Female,0,1750,30, Hong, <=50K
55, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, India, <=50K
25, Private, Bachelors, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
46, State-gov, 9th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,1902,40, Cambodia, >50K
56, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, India, >50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Iran, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Male,0,0,35, England, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,45, Ecuador, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Columbia, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,70, Canada, >50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,23, Guatemala, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,60, Trinadad&Tobago, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Scotland, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,50, Nicaragua, <=50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, Iran, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Cambodia, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Haiti, <=50K
31, Local-gov, 9th, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Cuba, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Taiwan, <=50K
80, Federal-gov, Bachelors, Widowed, Prof-specialty, Husband, Black, Male,0,0,30, Haiti, <=50K
33, Self-emp-inc, HS-grad, Separated, Sales, Unmarried, Other, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,4769,0,35, Trinadad&Tobago, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1902,40, Italy, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Hong, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
17, Private, 12th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Laos, <=50K
40, Self-emp-not-inc, 10th, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,99, Greece, >50K
23, Private, 1st-4th, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,4100,0,80, Guatemala, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,4386,0,35, India, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,13, Cuba, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,60, Poland, <=50K
37, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, Columbia, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Iran, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,30, Germany, <=50K
19, Private, 11th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,4, Japan, <=50K
22, Private, 10th, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,20, China, <=50K
56, Federal-gov, Prof-school, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,3, Mexico, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
60, Private, Assoc-acdm, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Guatemala, >50K
57, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
37, Private, Prof-school, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,37, Trinadad&Tobago, >50K
63, Private, Some-college, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,15, Puerto-Rico, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,5087,0,40, Mexico, <=50K
49, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,99999,0,40, Guatemala, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Japan, >50K
41, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,35, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,3453,0,40, Hong, >50K
30, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,15, Italy, >50K
27, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
60, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, South, >50K
31, Private, Bachelors, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,45, China, >50K
19, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
33, Private, Masters, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
27, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,40, Hong, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,5178,0,50, Portugal, <=50K
50, Self-emp-not-inc, Assoc-voc, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
29, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, Haiti, <=50K
27, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,47, Haiti, <=50K
42, Private, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,60, Hong, >50K
26, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,45, Cambodia, >50K
32, Private, Some-college, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,40, Germany, <=50K
28, Private, Some-college, Separated, Craft-repair, Own-child, Black, Female,5013,0,40, Italy, <=50K
21, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
52, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, Black, Female,0,0,50, Portugal, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Vietnam, >50K
