30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,34, South, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Other-service, Unmarried, Other, Female,0,0,25, Germany, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,24, Cuba, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,6477,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,4731,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
36, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,37, United-States, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1582,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, Prof-school, Divorced, Farming-fishing, Husband, White, Female,0,0,99, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, >50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Germany, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
35, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,1978,60, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,62, United-States, <=50K
33, Private, Assoc-voc, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,40, United-States, >50K
23, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Divorced, Sales, Own-child, White, Male,0,0,35, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, >50K
23, State-gov, HS-grad, Never-married, Sales, Wife, White, Male,0,0,65, United-States, <=50K
28, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,29, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, >50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Local-gov, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
52, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
63, Private, 11th, Separated, Transport-moving, Husband, White, Female,0,0,4, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, >50K
27, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,72, United-States, <=50K
61, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, China, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,38, United-States, >50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
22, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
32, Private, Assoc-voc, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Federal-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
46, Federal-gov, 10th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Black, Male,10527,0,40, United-States, >50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
27, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,30, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, State-gov, 5th-6th, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,25, United-States, <=50K
35, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,2503,0,20, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,1637,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
32, Without-pay, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,1587,0,40, United-States, <=50K
24, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Prof-school, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,36, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Philippines, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,30, Mexico, >50K
30, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Widowed, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, >50K
50, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
62, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, State-gov, Some-college, Separated, Adm-clerical, Wife, White, Female,5013,0,20, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,1748,35, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
38, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
60, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,52, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,35, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, United-States, <=50K
56, Private, 5th-6th, Separated, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
39, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
58, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private, 1st-4th, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
26, Local-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,64, United-States, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
31, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,15, United-States, <=50K
55, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
23, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2415,60, United-States, >50K
35, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Peru, >50K
25, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, Preschool, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, Prof-school, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,3355,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
45, Local-gov, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
36, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
30, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Mexico, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3443,0,40, United-States, >50K
53, Federal-gov, Masters, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
50, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,53, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
20, Private, Masters, Never-married, Adm-clerical, Other-relative, White, Female,2195,0,20, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
66, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,46, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Haiti, >50K
32, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,52, United-States, >50K
56, Private, Prof-school, Divorced, Prof-specialty, Wife, Black, Female,99999,0,35, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, 11th, Never-married, Prof-specialty, Husband, White, Male,7687,0,69, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1603,60, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,35, Haiti, >50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Doctorate, Divorced, Protective-serv, Not-in-family, White, Male,4090,0,45, United-States, <=50K
28, Private, Masters, Never-married, Transport-moving, Own-child, White, Female,0,0,3, United-States, <=50K
58, Local-gov, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Federal-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,44, United-States, <=50K
51, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,54, United-States, <=50K
37, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Female,7298,0,36, United-States, >50K
27, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Mexico, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1843,40, United-States, >50K
73, Self-emp-not-inc, Bachelors, Separated, Farming-fishing, Wife, White, Female,0,0,7, Hungary, <=50K
32, Private, 11th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
24, Local-gov, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Assoc-acdm, Separated, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,69, United-States, <=50K
42, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,54, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
25, Local-gov, 12th, Divorced, Adm-clerical, Wife, White, Female,0,0,37, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
24, Private, 7th-8th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Philippines, <=50K
31, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
