29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
40, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,9901,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Local-gov, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,38, United-States, <=50K
28, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Philippines, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,38, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Local-gov, Bachelors, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K
27, State-gov, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, Mexico, <=50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,24259,0,38, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,36, United-States, <=50K
23, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, China, <=50K
47, State-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,4981,0,40, United-States, <=50K
45, Private, 11th, Divorced, Adm-clerical, Wife, White, Male,4370,0,30, United-States, <=50K
19, State-gov, Masters, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,10, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Bachelors, Widowed, Farming-fishing, Husband, White, Male,15024,0,54, United-States, >50K
54, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Self-emp-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,284,0,50, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
77, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States, <=50K
26, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
49, Local-gov, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,65, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Widowed, Handlers-cleaners, Unmarried, White, Female,4080,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,30, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
39, Private, Doctorate, Divorced, Exec-managerial, Unmarried, White, Female,0,0,48, United-States, <=50K
30, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Without-pay, HS-grad, Widowed, Craft-repair, Wife, White, Male,0,2437,50, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, State-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, China, <=50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,36, Mexico, <=50K
35, State-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,58, United-States, <=50K
21, Private, 11th, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
57, Private, 9th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1907,30, United-States, >50K
23, Local-gov, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,24, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,2174,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,20, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
37, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, <=50K
60, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Honduras, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
34, Without-pay, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Divorced, Craft-repair, Not-in-family, White, Female,0,0,70, United-States, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1729,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
71, Federal-gov, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,15, Germany, <=50K
62, Local-gov, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,15, United-States, >50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,45, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
28, Without-pay, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,6312,0,40, Guatemala, >50K
31, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Wife, Black, Female,0,0,20, United-States, <=50K
31, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Federal-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,14, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
28, Federal-gov, Masters, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,2545,0,27, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Black, Female,0,0,40, United-States, <=50K
30, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
21, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
69, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,42, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
50, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, 11th, Divorced, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Female,7566,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,25, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Never-married, Sales, Wife, Black, Male,0,1840,45, United-States, >50K
53, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
52, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
81, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, >50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, Germany, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,6634,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,2059,40, United-States, <=50K
73, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,76, United-States, <=50K
60, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,38, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
55, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,1740,20, United-States, <=50K
51, Private, Masters, Widowed, Farming-fishing, Not-in-family, White, Female,15024,0,60, Dominican-Republic, >50K
52, Self-emp-not-inc, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,50, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
67, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,4915,0,50, United-States, <=50K
42, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Female,7035,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1730,40, United-States, >50K
49, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Farming-fishing, Unmarried, White, Female,0,1740,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,6934,0,40, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Dominican-Republic, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, >50K
52, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Doctorate, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Male,0,0,5, United-States, <=50K
32, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Female,0,0,80, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1941,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, China, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
37, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,22, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,99999,0,70, United-States, >50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
53, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,5, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
66, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
