37, Private, Bachelors, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Female,0,2101,45, United-States, >50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,7298,0,45, United-States, <=50K
46, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, >50K
29, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Separated, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
27, Private, 10th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, India, >50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3935,0,10, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, Mexico, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2394,80, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,1877,17, United-States, <=50K
60, Private, 5th-6th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,2248,40, United-States, <=50K
52, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
42, State-gov, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,25, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, State-gov, 9th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
35, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, >50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,12, United-States, <=50K
22, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Self-emp-not-inc, 12th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, State-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,3294,0,40, United-States, >50K
32, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,36, Cuba, <=50K
50, Private, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
23, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Local-gov, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
61, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Local-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,5178,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,30, United-States, >50K
59, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
68, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States, >50K
23, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Peru, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,48, United-States, <=50K
43, Private, Bachelors, Separated, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,45, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
38, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
37, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, State-gov, Masters, Divorced, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
51, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, United-States, >50K
66, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,70060,0,40, India, >50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
49, Local-gov, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Prof-school, Never-married, Other-service, Own-child, White, Male,0,0,42, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
45, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, <=50K
23, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
49, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
36, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
51, Federal-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,2725,0,30, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,8406,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,65, United-States, >50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, United-States, <=50K
71, Private, 7th-8th, Widowed, Other-service, Wife, White, Male,0,0,8, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Haiti, <=50K
55, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,38, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Mexico, <=50K
28, Private, Doctorate, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Canada, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Federal-gov, Masters, Married-civ-spouse, Tech-support, Wife, White, Female,0,2299,6, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
50, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,99999,0,35, United-States, >50K
38, Private, Masters, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
65, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,8175,0,50, United-States, >50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
56, Private, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
72, Private, Prof-school, Divorced, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,48, United-States, >50K
50, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
49, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,32, United-States, <=50K
37, Self-emp-inc, 7th-8th, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Ecuador, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
34, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Male,7687,0,40, United-States, >50K
26, State-gov, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,42, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
25, State-gov, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
44, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,32, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,54, France, <=50K
43, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
22, Self-emp-inc, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,80, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4509,0,40, United-States, <=50K
55, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,38, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,3, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,36, United-States, <=50K
27, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,35, United-States, <=50K
27, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
32, Self-emp-not-inc, Masters, Never-married, Sales, Other-relative, White, Male,0,0,54, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
58, Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,3292,0,30, United-States, <=50K
60, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,2823,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
51, State-gov, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,96682,0,40, United-States, >50K
35, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2393,35, United-States, >50K
56, Private, Doctorate, Divorced, Farming-fishing, Not-in-family, White, Male,6917,0,60, United-States, <=50K
32, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,13680,0,46, United-States, >50K
27, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1886,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States, <=50K
47, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
59, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,15022,0,40, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,50, United-States, >50K
35, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2326,54, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,60, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
44, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
43, Federal-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,36, Scotland, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,43, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
76, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,38, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
53, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4700,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-spouse-absent, Sales, Husband, White, Male,0,0,35, United-States, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1886,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,6, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,30, United-States, <=50K
27, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,38, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, HS-grad, Widowed, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
