25, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,7687,0,50, United-States, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
62, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
78, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,10329,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, >50K
53, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Local-gov, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,37, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2791,0,60, Philippines, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,2082,20, United-States, <=50K
23, Federal-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
48, Federal-gov, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Taiwan, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
78, Local-gov, Assoc-acdm, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5029,0,50, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1977,45, United-States, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,4071,0,35, United-States, >50K
23, Private, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,35, United-States, <=50K
26, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,9808,0,45, United-States, >50K
33, Local-gov, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, >50K
36, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
35, Private, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Hong, >50K
45, Local-gov, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,1649,15, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,24, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Mexico, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Guatemala, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,1589,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Canada, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Haiti, >50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
53, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
18, State-gov, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, United-States, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,47, United-States, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
21, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
44, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, Haiti, >50K
41, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, <=50K
54, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Prof-school, Separated, Farming-fishing, Other-relative, Black, Male,99999,0,54, Taiwan, >50K
51, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
20, Private, Masters, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
53, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,4, Columbia, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,1873,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1998,40, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, United-States, >50K
62, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
28, Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,89,40, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, >50K
60, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
42, Federal-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,7298,0,43, Vietnam, >50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private, Prof-school, Divorced, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
53, Private, 5th-6th, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Taiwan, <=50K
46, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,40, United-States, >50K
67, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States, >50K
52, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,35, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
50, State-gov, Masters, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1977,30, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,3091,0,45, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, Masters, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
60, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,15024,0,30, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2388,64, United-States, >50K
43, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,37, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Doctorate, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,1887,54, United-States, >50K
38, Self-emp-not-inc, Bachelors, Separated, Other-service, Wife, White, Female,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,2158,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
27, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Germany, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2415,35, United-States, <=50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1902,46, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,43, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,1902,40, United-States, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Protective-serv, Own-child, White, Female,0,0,38, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
61, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,32, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Poland, >50K
29, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,14498,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
44, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
63, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,4135,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, State-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, 9th, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
68, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Wife, Black, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Philippines, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,47, United-States, >50K
58, Federal-gov, Doctorate, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
49, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,10, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,45, United-States, >50K
73, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
28, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
34, Private, HS-grad, Divorced, Other-service, Own-child, Other, Male,0,0,35, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
40, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,7687,0,20, United-States, >50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Yugoslavia, <=50K
32, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,37, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
52, Self-emp-inc, Prof-school, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,70, Thailand, <=50K
